ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY
861	55_ashes	ashes	XiangZhaiTang	Xiang Zhai Tang	kafaːŋ	kafaːŋ	k a f aː ŋ	ruma1248	646	24.323819	98.556639	
862	55_ashes	ashes	PongNuea	Pong Nuea	brɔŋɔː	brɔŋɔː	b r ɔ ŋ ɔː		646	20.321525	99.866817	
863	55_ashes	ashes	NyaungGone	Nyaung Gone	brɔ ŋɔ	brɔ ŋɔ	b r ɔ + ŋ ɔ		646	20.635025	96.545772	
864	55_ashes	ashes	NoeLae	Noe Lae	brɔ ŋɔ	brɔ ŋɔ	b r ɔ + ŋ ɔ		646	19.941803	99.044742	
865	55_ashes	ashes	BanPaw	Ban Paw	brɔ ŋɔ	brɔ ŋɔ	b r ɔ + ŋ ɔ		646	21.311225	99.557550	
866	55_ashes	ashes	ChaYeQing	Cha Ye Qing	kafaːŋ	kafaːŋ	k a f aː ŋ		646	24.305717	98.463661	
867	55_ashes	ashes	GuangKa	Guang Ka	kafaːŋ	kafaːŋ	k a f aː ŋ	ruma1248	646	24.065714	97.796281	
868	55_ashes	ashes	MangBang	Mang Bang	kafaːŋ	kafaːŋ	k a f aː ŋ	ruma1248	646	24.416392	98.399078	
869	55_ashes	ashes	NanSang	Nan Sang	kafaːŋ	kafaːŋ	k a f aː ŋ	ruma1248	646	24.019728	97.819736	
369	24_bird	bird	NamHsan	Namhsan	sim	sim	s i m		937	22.965064	97.163239	
370	24_bird	bird	KhunHawt	Khun Hawt	sim	sim	s i m		937	22.965064	97.163239	
371	24_bird	bird	HtanHsan	Htan Hsan	sim	sim	s i m		937	22.675133	97.289942	
372	24_bird	bird	PangKham	Pangkham	sim	sim	s i m		937	22.672097	97.161167	
373	24_bird	bird	ManLoi	Man Loi	sim	sim	s i m		937	22.636019	97.139264	
374	24_bird	bird	MengDan	Meng Dan	sim	sim	s i m	khan1274	937	24.296522	98.379886	
375	24_bird	bird	ChuDongGua	Chu Dong Gua	sim	sim	s i m		937	24.330889	98.393125	
376	24_bird	bird	XiangZhaiTang	Xiang Zhai Tang	siːm	siːm	s iː m	ruma1248	937	24.323819	98.556639	
377	24_bird	bird	PongNuea	Pong Nuea	masiːm	masiːm	m a s iː m		937	20.321525	99.866817	
378	24_bird	bird	NyaungGone	Nyaung Gone	masim	masim	m a s i m		937	20.635025	96.545772	
379	24_bird	bird	NoeLae	Noe Lae	masim	masim	m a s i m		937	19.941803	99.044742	
380	24_bird	bird	BanPaw	Ban Paw	masim	masim	m a s i m		937	21.311225	99.557550	
381	24_bird	bird	ChaYeQing	Cha Ye Qing	siːm	siːm	s iː m		937	24.305717	98.463661	
382	24_bird	bird	GuangKa	Guang Ka	siːm	siːm	s iː m	ruma1248	937	24.065714	97.796281	
383	24_bird	bird	MangBang	Mang Bang	siːm	siːm	s iː m	ruma1248	937	24.416392	98.399078	
384	24_bird	bird	NanSang	Nan Sang	siːm	siːm	s iː m	ruma1248	937	24.019728	97.819736	
321	21_bite	bite	NamHsan	Namhsan	ɡaɁ	ɡaɁ	g a ʔ		1403	22.965064	97.163239	
322	21_bite	bite	KhunHawt	Khun Hawt	ɡaɁ	ɡaɁ	g a ʔ		1403	22.965064	97.163239	
323	21_bite	bite	HtanHsan	Htan Hsan	ɡaɁ	ɡaɁ	g a ʔ		1403	22.675133	97.289942	
324	21_bite	bite	PangKham	Pangkham	ɡak	ɡak	g a k		1403	22.672097	97.161167	
325	21_bite	bite	ManLoi	Man Loi	kak	kak	k a k		1403	22.636019	97.139264	
326	21_bite	bite	MengDan	Meng Dan	kiaʔ	kiaʔ	k i a ʔ	khan1274	1403	24.296522	98.379886	
327	21_bite	bite	ChuDongGua	Chu Dong Gua	ɡa?	ɡa?	g a ʔ		1403	24.330889	98.393125	
328	21_bite	bite	XiangZhaiTang	Xiang Zhai Tang	kɔɁ	kɔɁ	k ɔ ʔ	ruma1248	1403	24.323819	98.556639	
329	21_bite	bite	PongNuea	Pong Nuea	kauɁ	kauɁ	k a u ʔ		1403	20.321525	99.866817	
330	21_bite	bite	NyaungGone	Nyaung Gone	kauʔ	kauʔ	k a u ʔ		1403	20.635025	96.545772	
331	21_bite	bite	NoeLae	Noe Lae	kauɁ	kauɁ	k a u ʔ		1403	19.941803	99.044742	
332	21_bite	bite	BanPaw	Ban Paw	kauɁ	kauɁ	k a u ʔ		1403	21.311225	99.557550	
333	21_bite	bite	ChaYeQing	Cha Ye Qing	ɡak	ɡak	g a k		1403	24.305717	98.463661	
334	21_bite	bite	GuangKa	Guang Ka	ɡak	ɡak	g a k	ruma1248	1403	24.065714	97.796281	
335	21_bite	bite	MangBang	Mang Bang	ɡɔk	ɡɔk	g ɔ k	ruma1248	1403	24.416392	98.399078	
336	21_bite	bite	NanSang	Nan Sang	kɔk	kɔk	k ɔ k	ruma1248	1403	24.019728	97.819736	
1427	91_black	black	NamHsan	Namhsan	ʥәm	ʥәm	dʑ ə m		163	22.965064	97.163239	
1428	91_black	black	KhunHawt	Khun Hawt	ʥәm	ʥәm	dʑ ə m		163	22.965064	97.163239	
1429	91_black	black	HtanHsan	Htan Hsan	ʥәm	ʥәm	dʑ ə m		163	22.675133	97.289942	
1430	91_black	black	PangKham	Pangkham	vaŋ	vaŋ	v a ŋ		163	22.672097	97.161167	
1431	91_black	black	ManLoi	Man Loi	vaŋ	vaŋ	v a ŋ		163	22.636019	97.139264	
1432	91_black	black	MengDan	Meng Dan	vaŋ	vaŋ	v a ŋ	khan1274	163	24.296522	98.379886	
1433	91_black	black	ChuDongGua	Chu Dong Gua	vaŋ	vaŋ	v a ŋ		163	24.330889	98.393125	
1434	91_black	black	XiangZhaiTang	Xiang Zhai Tang	vɔŋ	vɔŋ	v ɔ ŋ	ruma1248	163	24.323819	98.556639	
1435	91_black	black	PongNuea	Pong Nuea	vɔŋ	vɔŋ	v ɔ ŋ		163	20.321525	99.866817	
1436	91_black	black	NyaungGone	Nyaung Gone	vɔk	vɔk	v ɔ k		163	20.635025	96.545772	
1437	91_black	black	NoeLae	Noe Lae	vɔŋ	vɔŋ	v ɔ ŋ		163	19.941803	99.044742	
1438	91_black	black	BanPaw	Ban Paw	vɔŋ	vɔŋ	v ɔ ŋ		163	21.311225	99.557550	
1439	91_black	black	ChaYeQing	Cha Ye Qing	vaŋ	vaŋ	v a ŋ		163	24.305717	98.463661	
1440	91_black	black	GuangKa	Guang Ka	vɔŋ	vɔŋ	v ɔ ŋ	ruma1248	163	24.065714	97.796281	
1441	91_black	black	MangBang	Mang Bang	vɔŋ	vɔŋ	v ɔ ŋ	ruma1248	163	24.416392	98.399078	
1442	91_black	black	NanSang	Nan Sang	Ɂivɔŋ	Ɂivɔŋ	ʔ i v ɔ ŋ	ruma1248	163	24.019728	97.819736	
745	48_blood	blood	NamHsan	Namhsan	n̥aːm	n̥aːm	n̥ aː m		946	22.965064	97.163239	
746	48_blood	blood	KhunHawt	Khun Hawt	n̥aːm	n̥aːm	n̥ aː m		946	22.965064	97.163239	
747	48_blood	blood	HtanHsan	Htan Hsan	n̥aːm	n̥aːm	n̥ aː m		946	22.675133	97.289942	
748	48_blood	blood	PangKham	Pangkham	n̥a:m	n̥a:m	n̥ aː m		946	22.672097	97.161167	
749	48_blood	blood	ManLoi	Man Loi	n̥aːm	n̥aːm	n̥ aː m		946	22.636019	97.139264	
750	48_blood	blood	MengDan	Meng Dan	n̥ɛːm	n̥ɛːm	n̥ ɛː m	khan1274	946	24.296522	98.379886	
751	48_blood	blood	ChuDongGua	Chu Dong Gua	n̥aːm	n̥aːm	n̥ aː m		946	24.330889	98.393125	
752	48_blood	blood	XiangZhaiTang	Xiang Zhai Tang	n̥aːm	n̥aːm	n̥ aː m	ruma1248	946	24.323819	98.556639	
753	48_blood	blood	PongNuea	Pong Nuea	n̥aːm	n̥aːm	n̥ aː m		946	20.321525	99.866817	
754	48_blood	blood	NyaungGone	Nyaung Gone	n̥am	n̥am	n̥ a m		946	20.635025	96.545772	
755	48_blood	blood	NoeLae	Noe Lae	n̥am	n̥am	n̥ a m		946	19.941803	99.044742	
756	48_blood	blood	BanPaw	Ban Paw	n̥am	n̥am	n̥ a m		946	21.311225	99.557550	
757	48_blood	blood	ChaYeQing	Cha Ye Qing	n̥aːm	n̥aːm	n̥ aː m		946	24.305717	98.463661	
758	48_blood	blood	GuangKa	Guang Ka	n̥aːm	n̥aːm	n̥ aː m	ruma1248	946	24.065714	97.796281	
759	48_blood	blood	MangBang	Mang Bang	n̥aːm	n̥aːm	n̥ aː m	ruma1248	946	24.416392	98.399078	
760	48_blood	blood	NanSang	Nan Sang	n̥aːm	n̥aːm	n̥ aː m	ruma1248	946	24.019728	97.819736	
697	45_bone	bone	NamHsan	Namhsan	kaɁaːŋ	kaɁaːŋ	k a ʔ aː ŋ		1394	22.965064	97.163239	
698	45_bone	bone	KhunHawt	Khun Hawt	kanɁaːŋ	kanɁaːŋ	k a n ʔ aː ŋ		1394	22.965064	97.163239	
699	45_bone	bone	HtanHsan	Htan Hsan	kәnɁaːŋ	kәnɁaːŋ	k ə n ʔ aː ŋ		1394	22.675133	97.289942	
700	45_bone	bone	PangKham	Pangkham	kaɁaːŋ	kaɁaːŋ	k a ʔ aː ŋ		1394	22.672097	97.161167	
701	45_bone	bone	ManLoi	Man Loi	kaɁaːŋ	kaɁaːŋ	k a ʔ aː ŋ		1394	22.636019	97.139264	
702	45_bone	bone	MengDan	Meng Dan	kaʔɛːŋ	kaʔɛːŋ	k a ʔ ɛː ŋ	khan1274	1394	24.296522	98.379886	
703	45_bone	bone	ChuDongGua	Chu Dong Gua	kaɁaːŋ	kaɁaːŋ	k a ʔ aː ŋ		1394	24.330889	98.393125	
704	45_bone	bone	XiangZhaiTang	Xiang Zhai Tang	kaɁaːŋ	kaɁaːŋ	k a ʔ aː ŋ	ruma1248	1394	24.323819	98.556639	
705	45_bone	bone	PongNuea	Pong Nuea	kaɁaːŋ	kaɁaːŋ	k a ʔ aː ŋ		1394	20.321525	99.866817	
706	45_bone	bone	NyaungGone	Nyaung Gone	kaʔak	kaʔak	k a ʔ a k		1394	20.635025	96.545772	
707	45_bone	bone	NoeLae	Noe Lae	kaɁaŋ	kaɁaŋ	k a ʔ a ŋ		1394	19.941803	99.044742	
708	45_bone	bone	BanPaw	Ban Paw	kaɁaŋ	kaɁaŋ	k a ʔ a ŋ		1394	21.311225	99.557550	
709	45_bone	bone	ChaYeQing	Cha Ye Qing	kaʔaːŋ	kaʔaːŋ	k a ʔ aː ŋ		1394	24.305717	98.463661	
710	45_bone	bone	GuangKa	Guang Ka	kaɁaːŋ	kaɁaːŋ	k a ʔ aː ŋ	ruma1248	1394	24.065714	97.796281	
711	45_bone	bone	MangBang	Mang Bang	kaɁaːŋ	kaɁaːŋ	k a ʔ aː ŋ	ruma1248	1394	24.416392	98.399078	
712	45_bone	bone	NanSang	Nan Sang	kaɁaːŋ	kaɁaːŋ	k a ʔ aː ŋ	ruma1248	1394	24.019728	97.819736	
966	62_breathe	breathe	NamHsan	Namhsan	khriɁ phә:m	khriɁ phә:m	kʰ r i ʔ + pʰ əː m		1407	22.965064	97.163239	
967	62_breathe	breathe	KhunHawt	Khun Hawt	kanhɔh phә:m	kanhɔh phә:m	k a nh ɔ h + pʰ əː m		1407	22.965064	97.163239	
968	62_breathe	breathe	HtanHsan	Htan Hsan	kәnɁɔh phәːm	kәnɁɔh phәːm	k ə n ʔ ɔ h + pʰ əː m		1407	22.675133	97.289942	
969	62_breathe	breathe	PangKham	Pangkham	thuj phәːm	thuj phәːm	tʰ u j + pʰ əː m		1407	22.672097	97.161167	
970	62_breathe	breathe	ManLoi	Man Loi	phәːm leh	phәːm leh	pʰ əː m + l e h		1407	22.636019	97.139264	
971	62_breathe	breathe	MengDan	Meng Dan	phəːm	phəːm	pʰ əː m	khan1274	1407	24.296522	98.379886	
972	62_breathe	breathe	ChuDongGua	Chu Dong Gua	həh phəːm	həh phəːm	h ə h + pʰ əː m		1407	24.330889	98.393125	
973	62_breathe	breathe	XiangZhaiTang	Xiang Zhai Tang	hək phəːm	hək phəːm	h ə k + pʰ əː m	ruma1248	1407	24.323819	98.556639	
974	62_breathe	breathe	PongNuea	Pong Nuea	hək phəːm	hək phəːm	h ə k + pʰ əː m		1407	20.321525	99.866817	
975	62_breathe	breathe	NyaungGone	Nyaung Gone	phəm	phəm	pʰ ə m		1407	20.635025	96.545772	
976	62_breathe	breathe	NoeLae	Noe Lae	hə̆k phəm	hə̆k phəm	h ə̆ k + pʰ ə m		1407	19.941803	99.044742	
977	62_breathe	breathe	BanPaw	Ban Paw	hə̆k phəm	hə̆k phəm	h ə̆ k + pʰ ə m		1407	21.311225	99.557550	
978	62_breathe	breathe	ChaYeQing	Cha Ye Qing	doh pheːm	doh pheːm	d o h + pʰ eː m		1407	24.305717	98.463661	
979	62_breathe	breathe	GuangKa	Guang Ka	toh phɛːm	toh phɛːm	t o h + pʰ ɛː m	ruma1248	1407	24.065714	97.796281	
980	62_breathe	breathe	MangBang	Mang Bang	toh phəːm	toh phəːm	t o h + pʰ əː m	ruma1248	1407	24.416392	98.399078	
981	62_breathe	breathe	NanSang	Nan Sang	tohphəːm	tohphəːm	t o h pʰ əː m	ruma1248	1407	24.019728	97.819736	
1188	76_burn	burn	NamHsan	Namhsan	ɡuɁ	ɡuɁ	g u ʔ		2102	22.965064	97.163239	
1189	76_burn	burn	KhunHawt	Khun Hawt	ɡuːt	ɡuːt	g uː t		2102	22.965064	97.163239	
1190	76_burn	burn	HtanHsan	Htan Hsan	ɡuːɁ	ɡuːɁ	g uː ʔ		2102	22.675133	97.289942	
1191	76_burn	burn	PangKham	Pangkham	ɗɔk	ɗɔk	ɗ ɔ k		2102	22.672097	97.161167	
1192	76_burn	burn	ManLoi	Man Loi	ɗok	ɗok	ɗ o k		2102	22.636019	97.139264	
1193	76_burn	burn	MengDan	Meng Dan	ɗoʔ	ɗoʔ	ɗ o ʔ	khan1274	2102	24.296522	98.379886	
1194	76_burn	burn	ChuDongGua	Chu Dong Gua	ɗoʔ	ɗoʔ	ɗ o ʔ		2102	24.330889	98.393125	
1195	76_burn	burn	XiangZhaiTang	Xiang Zhai Tang	douɁ	douɁ	d o u ʔ	ruma1248	2102	24.323819	98.556639	
1196	76_burn	burn	PongNuea	Pong Nuea	douɁ	douɁ	d o u ʔ		2102	20.321525	99.866817	
1197	76_burn	burn	NyaungGone	Nyaung Gone	douʔ	douʔ	d o u ʔ		2102	20.635025	96.545772	
1198	76_burn	burn	NoeLae	Noe Lae	douɁ	douɁ	d o u ʔ		2102	19.941803	99.044742	
1199	76_burn	burn	BanPaw	Ban Paw	douɁ	douɁ	d o u ʔ		2102	21.311225	99.557550	
1200	76_burn	burn	ChaYeQing	Cha Ye Qing	ɗok	ɗok	ɗ o k		2102	24.305717	98.463661	
1201	76_burn	burn	GuangKa	Guang Ka	tok	tok	t o k	ruma1248	2102	24.065714	97.796281	
1202	76_burn	burn	MangBang	Mang Bang	tok	tok	t o k	ruma1248	2102	24.416392	98.399078	
1203	76_burn	burn	NanSang	Nan Sang	tok	tok	t o k	ruma1248	2102	24.019728	97.819736	
777	50_child	child	NamHsan	Namhsan	kuan	kuan	k u a n		2099	22.965064	97.163239	
778	50_child	child	HtanHsan	Htan Hsan	kuan	kuan	k u a n		2099	22.675133	97.289942	
779	50_child	child	PangKham	Pangkham	ɡɔːn	ɡɔːn	g ɔː n		2099	22.672097	97.161167	
780	50_child	child	ManLoi	Man Loi	ɡɔːn	ɡɔːn	g ɔː n		2099	22.636019	97.139264	
781	50_child	child	MengDan	Meng Dan	kɔnɲɔm	kɔnɲɔm	k ɔ n ɲ ɔ m	khan1274	2099	24.296522	98.379886	
782	50_child	child	ChuDongGua	Chu Dong Gua	kɔːn	kɔːn	k ɔː n		2099	24.330889	98.393125	
783	50_child	child	XiangZhaiTang	Xiang Zhai Tang	ɡɔːn	ɡɔːn	g ɔː n	ruma1248	2099	24.323819	98.556639	
784	50_child	child	PongNuea	Pong Nuea	ɡɔːn	ɡɔːn	g ɔː n		2099	20.321525	99.866817	
785	50_child	child	NyaungGone	Nyaung Gone	ɡɔn	ɡɔn	g ɔ n		2099	20.635025	96.545772	
786	50_child	child	NoeLae	Noe Lae	ɡɔn	ɡɔn	g ɔ n		2099	19.941803	99.044742	
787	50_child	child	BanPaw	Ban Paw	ɡɔn	ɡɔn	g ɔ n		2099	21.311225	99.557550	
788	50_child	child	ChaYeQing	Cha Ye Qing	koːn	koːn	k oː n		2099	24.305717	98.463661	
789	50_child	child	GuangKa	Guang Ka	kɔːn	kɔːn	k ɔː n	ruma1248	2099	24.065714	97.796281	
790	50_child	child	MangBang	Mang Bang	kɔːn	kɔːn	k ɔː n	ruma1248	2099	24.416392	98.399078	
791	50_child	child	NanSang	Nan Sang	kɔːn	kɔːn	k ɔː n	ruma1248	2099	24.019728	97.819736	
49	4_cloud	cloud	NamHsan	Namhsan	Ɂuːt	Ɂuːt	ʔ uː t		1489	22.965064	97.163239	
50	4_cloud	cloud	KhunHawt	Khun Hawt	Ɂuːt	Ɂuːt	ʔ uː t		1489	22.965064	97.163239	
51	4_cloud	cloud	HtanHsan	Htan Hsan	ɁuːɁ	ɁuːɁ	ʔ uː ʔ		1489	22.675133	97.289942	
52	4_cloud	cloud	PangKham	Pangkham	ɁaɁuːt	ɁaɁuːt	ʔ a ʔ uː t		1489	22.672097	97.161167	
53	4_cloud	cloud	ManLoi	Man Loi	ɁaɁut	ɁaɁut	ʔ a ʔ u t		1489	22.636019	97.139264	
54	4_cloud	cloud	MengDan	Meng Dan	ʔuːt	ʔuːt	ʔ uː t	khan1274	1489	24.296522	98.379886	
55	4_cloud	cloud	ChuDongGua	Chu Dong Gua	kɨʔuːt	kɨʔuːt	k ɨ ʔ uː t		1489	24.330889	98.393125	
56	4_cloud	cloud	XiangZhaiTang	Xiang Zhai Tang	ŋɁuɁ	ŋɁuɁ	ŋ ʔ u ʔ	ruma1248	1489	24.323819	98.556639	
57	4_cloud	cloud	PongNuea	Pong Nuea	ŋɁuɁ	ŋɁuɁ	ŋ ʔ u ʔ		1489	20.321525	99.866817	
58	4_cloud	cloud	NyaungGone	Nyaung Gone	ŋ ʔuʔ	ŋ ʔuʔ	ŋ + ʔ u ʔ		1489	20.635025	96.545772	
59	4_cloud	cloud	NoeLae	Noe Lae	ŋ Ɂu	ŋ Ɂu	ŋ + ʔ u		1489	19.941803	99.044742	
60	4_cloud	cloud	BanPaw	Ban Paw	ŋ ɁuɁ	ŋ ɁuɁ	ŋ + ʔ u ʔ		1489	21.311225	99.557550	
61	4_cloud	cloud	ChaYeQing	Cha Ye Qing	ŋɁuːɁ	ŋɁuːɁ	ŋ ʔ uː ʔ		1489	24.305717	98.463661	
62	4_cloud	cloud	GuangKa	Guang Ka	ɁoŋɁuːɁ	ɁoŋɁuːɁ	ʔ o ŋ ʔ uː ʔ	ruma1248	1489	24.065714	97.796281	
63	4_cloud	cloud	MangBang	Mang Bang	ŋɁuɁ	ŋɁuɁ	ŋ ʔ u ʔ	ruma1248	1489	24.416392	98.399078	
64	4_cloud	cloud	NanSang	Nan Sang	ŋɁuːɁ	ŋɁuːɁ	ŋ ʔ uː ʔ	ruma1248	1489	24.019728	97.819736	
1491	95_cold	cold	NamHsan	Namhsan	kat	kat	k a t		1287	22.965064	97.163239	
1492	95_cold	cold	KhunHawt	Khun Hawt	kat	kat	k a t		1287	22.965064	97.163239	
1493	95_cold	cold	HtanHsan	Htan Hsan	kat	kat	k a t		1287	22.675133	97.289942	
1494	95_cold	cold	PangKham	Pangkham	ɡiaɁ	ɡiaɁ	g i a ʔ		1287	22.672097	97.161167	
1495	95_cold	cold	ManLoi	Man Loi	ɡaɁ	ɡaɁ	g a ʔ		1287	22.636019	97.139264	
1496	95_cold	cold	MengDan	Meng Dan	ɡat	ɡat	g a t	khan1274	1287	24.296522	98.379886	
1497	95_cold	cold	ChuDongGua	Chu Dong Gua	kat	kat	k a t		1287	24.330889	98.393125	
1498	95_cold	cold	XiangZhaiTang	Xiang Zhai Tang	ɡat	ɡat	g a t	ruma1248	1287	24.323819	98.556639	
1499	95_cold	cold	PongNuea	Pong Nuea	ɡat	ɡat	g a t		1287	20.321525	99.866817	
1500	95_cold	cold	NyaungGone	Nyaung Gone	ɡăt	ɡăt	g ă t		1287	20.635025	96.545772	
1501	95_cold	cold	NoeLae	Noe Lae	ɡăt	ɡăt	g ă t		1287	19.941803	99.044742	
1502	95_cold	cold	BanPaw	Ban Paw	ɡăt	ɡăt	g ă t		1287	21.311225	99.557550	
1503	95_cold	cold	ChaYeQing	Cha Ye Qing	kok	kok	k o k		1287	24.305717	98.463661	
1504	95_cold	cold	GuangKa	Guang Ka	kɔːɁ	kɔːɁ	k ɔː ʔ	ruma1248	1287	24.065714	97.796281	
1505	95_cold	cold	MangBang	Mang Bang	kɔːɁ	kɔːɁ	k ɔː ʔ	ruma1248	1287	24.416392	98.399078	
1506	95_cold	cold	NanSang	Nan Sang	kɔːɁ	kɔːɁ	k ɔː ʔ	ruma1248	1287	24.019728	97.819736	
1156	74_cut	cut	NamHsan	Namhsan	ɡәp	ɡәp	g ə p		1432	22.965064	97.163239	
1157	74_cut	cut	KhunHawt	Khun Hawt	ɡәp	ɡәp	g ə p		1432	22.965064	97.163239	
1158	74_cut	cut	HtanHsan	Htan Hsan	ɡәp	ɡәp	g ə p		1432	22.675133	97.289942	
1159	74_cut	cut	PangKham	Pangkham	kap	kap	k a p		1432	22.672097	97.161167	
1160	74_cut	cut	ManLoi	Man Loi	kap	kap	k a p		1432	22.636019	97.139264	
1161	74_cut	cut	MengDan	Meng Dan	kiap	kiap	k i a p	khan1274	1432	24.296522	98.379886	
1162	74_cut	cut	ChuDongGua	Chu Dong Gua	kap	kap	k a p		1432	24.330889	98.393125	
1163	74_cut	cut	XiangZhaiTang	Xiang Zhai Tang	kəp	kəp	k ə p	ruma1248	1432	24.323819	98.556639	
1164	74_cut	cut	PongNuea	Pong Nuea	kəp	kəp	k ə p		1432	20.321525	99.866817	
1165	74_cut	cut	NyaungGone	Nyaung Gone	kăp	kăp	k ă p		1432	20.635025	96.545772	
1166	74_cut	cut	NoeLae	Noe Lae	kə̆p	kə̆p	k ə̆ p		1432	19.941803	99.044742	
1167	74_cut	cut	BanPaw	Ban Paw	kakə̆p	kakə̆p	k a k ə̆ p		1432	21.311225	99.557550	
1168	74_cut	cut	ChaYeQing	Cha Ye Qing	kep	kep	k e p		1432	24.305717	98.463661	
1169	74_cut	cut	GuangKa	Guang Ka	kjap	kjap	k j a p	ruma1248	1432	24.065714	97.796281	
1170	74_cut	cut	MangBang	Mang Bang	kiap	kiap	k i a p	ruma1248	1432	24.416392	98.399078	
1171	74_cut	cut	NanSang	Nan Sang	kiap	kiap	k i a p	ruma1248	1432	24.019728	97.819736	
