ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	CROSSIDS
739	skin	NoeLae	hun	hun	h u n		1-47	3 7 4	AXN	HYN	12	12.H.C 12.Y.V 12.N.c	2.0 1.5 0.8	hun	0	1682	h u n	1682
740	skin	BanPaw	hun	hun	h u n		1-47	3 7 4	AXN	HYN	1	1.H.C 1.Y.V 1.N.c	2.0 1.5 0.8	hun	0	1682	h u n	1682
741	skin	ChaYeQing	huː	huː	h uː		2-47	3 7	AX	HY	2	2.H.C 2.Y.V	2.0 1.5	huː	0	1682	h uː -	1682
742	skin	GuangKa	huː	huː	h uː	ruma1248	2-47	3 7	AX	HY	4	4.H.C 4.Y.V	2.0 1.5	huː	0	1682	h uː -	1682
743	skin	MangBang	huː	huː	h uː	ruma1248	2-47	3 7	AX	HY	7	7.H.C 7.Y.V	2.0 1.5	huː	0	1682	h uː -	1682
744	skin	NanSang	huː	huː	h uː	ruma1248	2-47	3 7	AX	HY	11	11.H.C 11.Y.V	2.0 1.5	huː	0	1682	h uː -	1682
1029	sleep	NamHsan	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66	1 7 1	AXN	HIH	10	10.H.C 10.I.V 10.H.c	2.0 1.5 0.8	ʔiʔ	0	1699	ʔ i ʔ	1699
1030	sleep	KhunHawt	Ɂiːt	Ɂiːt	ʔ iː t		1-66	1 7 1	AXN	HIT	6	6.H.C 6.I.V 6.T.c	2.0 1.5 0.8	ʔiːt	0	1699	ʔ iː t	1699
1031	sleep	HtanHsan	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66	1 7 1	AXN	HIH	5	5.H.C 5.I.V 5.H.c	2.0 1.5 0.8	ʔiʔ	0	1699	ʔ i ʔ	1699
1032	sleep	PangKham	Ɂiːt	Ɂiːt	ʔ iː t		1-66	1 7 1	AXN	HIT	14	14.H.C 14.I.V 14.T.c	2.0 1.5 0.8	ʔiːt	0	1699	ʔ iː t	1699
1033	sleep	ManLoi	Ɂit	Ɂit	ʔ i t		1-66	1 7 1	AXN	HIT	8	8.H.C 8.I.V 8.T.c	2.0 1.5 0.8	ʔit	0	1699	ʔ i t	1699
1034	sleep	MengDan	ʔit	ʔit	ʔ i t	khan1274	1-66	1 7 1	AXN	HIT	9	9.H.C 9.I.V 9.T.c	2.0 1.5 0.8	ʔit	0	1699	ʔ i t	1699
1035	sleep	ChuDongGua	ʔit	ʔit	ʔ i t		1-66	1 7 1	AXN	HIT	3	3.H.C 3.I.V 3.T.c	2.0 1.5 0.8	ʔit	0	1699	ʔ i t	1699
1036	sleep	XiangZhaiTang	ʔiʔ	ʔiʔ	ʔ i ʔ	ruma1248	1-66	1 7 1	AXN	HIH	16	16.H.C 16.I.V 16.H.c	2.0 1.5 0.8	ʔiʔ	0	1699	ʔ i ʔ	1699
1037	sleep	PongNuea	ʔiːʔ	ʔiːʔ	ʔ iː ʔ		1-66	1 7 1	AXN	HIH	15	15.H.C 15.I.V 15.H.c	2.0 1.5 0.8	ʔiːʔ	0	1699	ʔ iː ʔ	1699
1038	sleep	NyaungGone	ʔiʔ	ʔiʔ	ʔ i ʔ		1-66	1 7 1	AXN	HIH	13	13.H.C 13.I.V 13.H.c	2.0 1.5 0.8	ʔiʔ	0	1699	ʔ i ʔ	1699
1039	sleep	NoeLae	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66	1 7 1	AXN	HIH	12	12.H.C 12.I.V 12.H.c	2.0 1.5 0.8	ʔiʔ	0	1699	ʔ i ʔ	1699
1040	sleep	BanPaw	ʔit	ʔit	ʔ i t		1-66	1 7 1	AXN	HIT	1	1.H.C 1.I.V 1.T.c	2.0 1.5 0.8	ʔit	0	1699	ʔ i t	1699
1041	sleep	ChaYeQing	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66	1 7 1	AXN	HIH	2	2.H.C 2.I.V 2.H.c	2.0 1.5 0.8	ʔiʔ	0	1699	ʔ i ʔ	1699
1042	sleep	GuangKa	ɁiɁ	ɁiɁ	ʔ i ʔ	ruma1248	1-66	1 7 1	AXN	HIH	4	4.H.C 4.I.V 4.H.c	2.0 1.5 0.8	ʔiʔ	0	1699	ʔ i ʔ	1699
1043	sleep	MangBang	ɁiɁ	ɁiɁ	ʔ i ʔ	ruma1248	1-66	1 7 1	AXN	HIH	7	7.H.C 7.I.V 7.H.c	2.0 1.5 0.8	ʔiʔ	0	1699	ʔ i ʔ	1699
1044	sleep	NanSang	ɁiɁ	ɁiɁ	ʔ i ʔ	ruma1248	1-66	1 7 1	AXN	HIH	11	11.H.C 11.I.V 11.H.c	2.0 1.5 0.8	ʔiʔ	0	1699	ʔ i ʔ	1699
886	smell	NamHsan	khriɁ	khriɁ	kʰ r i ʔ		1-57	1 5 7 1	ACXN	KRIH	10	10.K.C 10.R.C 10.I.V 10.H.c	2.0 1.5 1.5 0.8	kʰriʔ	0	1718	kʰ r i ʔ	1718
887	smell	KhunHawt	kruət	kruət	k r uə t		1-57	1 5 7 1	ACXN	KRYT	6	6.K.C 6.R.C 6.Y.V 6.T.c	2.0 1.5 1.5 0.8	kruət	0	1718	k r uə t	1718
888	smell	HtanHsan	khrɨʔ	khrɨʔ	kʰ r ɨ ʔ		1-57	1 5 7 1	ACXN	KRIH	5	5.K.C 5.R.C 5.I.V 5.H.c	2.0 1.5 1.5 0.8	kʰrɨʔ	0	1718	kʰ r ɨ ʔ	1718
889	smell	PangKham	khrɔːt	khrɔːt	kʰ r ɔː t		1-57	1 5 7 1	ACXN	KRUT	14	14.K.C 14.R.C 14.U.V 14.T.c	2.0 1.5 1.5 0.8	kʰrɔːt	0	1718	kʰ r ɔː t	1718
890	smell	ManLoi	khrit	khrit	kʰ r i t		1-57	1 5 7 1	ACXN	KRIT	8	8.K.C 8.R.C 8.I.V 8.T.c	2.0 1.5 1.5 0.8	kʰrit	0	1718	kʰ r i t	1718
891	smell	MengDan	ʔujh	ʔujh	ʔ u j h	khan1274	2-57	1 7 6 3	AXLN	HYJH	9	9.H.C 9.Y.V 9.J.c 9.H.c	2.0 1.5 1.1 0.8	ʔujh	0	1717	ʔ u j h	1717
892	smell	ChuDongGua	ʔujh	ʔujh	ʔ u j h		2-57	1 7 6 3	AXLN	HYJH	3	3.H.C 3.Y.V 3.J.c 3.H.c	2.0 1.5 1.1 0.8	ʔujh	0	1717	ʔ u j h	1717
893	smell	XiangZhaiTang	Ɂuh	Ɂuh	ʔ u h	ruma1248	2-57	1 7 3	AXN	HYH	16	16.H.C 16.Y.V 16.H.c	2.0 1.5 0.8	ʔuh	0	1717	ʔ u - h	1717
894	smell	PongNuea	ɲ̥ɔːɁ	ɲ̥ɔːɁ	ɲ̊ ɔː ʔ		3-57	4 7 1	AXN	NUH	15	15.N.C 15.U.V 15.H.c	2.0 1.5 0.8	ɲ̊ɔːʔ	0	1716	ɲ̊ ɔː - ʔ	1716
895	smell	NyaungGone	ɲ̥ɔʔ	ɲ̥ɔʔ	ɲ̊ ɔ ʔ		3-57	4 7 1	AXN	NUH	13	13.N.C 13.U.V 13.H.c	2.0 1.5 0.8	ɲ̊ɔʔ	0	1716	ɲ̊ ɔ - ʔ	1716
896	smell	NoeLae	ɲ̥ɔɁ	ɲ̥ɔɁ	ɲ̊ ɔ ʔ		3-57	4 7 1	AXN	NUH	12	12.N.C 12.U.V 12.H.c	2.0 1.5 0.8	ɲ̊ɔʔ	0	1716	ɲ̊ ɔ - ʔ	1716
897	smell	BanPaw	ɲ̥ɔɁ	ɲ̥ɔɁ	ɲ̊ ɔ ʔ		3-57	4 7 1	AXN	NUH	1	1.N.C 1.U.V 1.H.c	2.0 1.5 0.8	ɲ̊ɔʔ	0	1716	ɲ̊ ɔ - ʔ	1716
898	smell	ChaYeQing	ʔuh	ʔuh	ʔ u h		2-57	1 7 3	AXN	HYH	2	2.H.C 2.Y.V 2.H.c	2.0 1.5 0.8	ʔuh	0	1717	ʔ u - h	1717
899	smell	GuangKa	ɲɔjɁ	ɲɔjɁ	ɲ ɔi ʔ	ruma1248	3-57	4 7 1	AXN	NUH	4	4.N.C 4.U.V 4.H.c	2.0 1.5 0.8	ɲɔiʔ	0	1716	ɲ ɔi - ʔ	1716
900	smell	MangBang	ɲɔːj?	ɲɔːj?	ɲ ɔː j ʔ	ruma1248	3-57	4 7 6 1	AXLN	NUJH	7	7.N.C 7.U.V 7.J.c 7.H.c	2.0 1.5 1.1 0.8	ɲɔːjʔ	0	1716	ɲ ɔː j ʔ	1716
901	smell	NanSang	ɲɔjɁ	ɲɔjɁ	ɲ ɔi ʔ	ruma1248	3-57	4 7 1	AXN	NUH	11	11.N.C 11.U.V 11.H.c	2.0 1.5 0.8	ɲɔiʔ	0	1716	ɲ ɔi - ʔ	1716
870	smoke	NamHsan	ɗɨʔŋar	ɗɨʔŋar	ɗ ɨ ʔ + ŋ a r		1-56	1 7 1 9 4 7 5	AXN_AXN	TIH_NAR	10	10.T.C 10.I.V 10.H.c 10._._ 10.N.C 10.A.V 10.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ɗɨʔ+ŋar	0	1733 1734	ɗ ɨ ʔ + ŋ a r	1733 1734
871	smoke	KhunHawt	ɗәk	ɗәk	ɗ ə k		1-56	1 7 1	AXN	TEK	6	6.T.C 6.E.V 6.K.c	2.0 1.5 0.8	ɗək	0	1735	ɗ ə k	1735
872	smoke	HtanHsan	ɗәkŋal	ɗәkŋal	ɗ ə k + ŋ a l		1-56	1 7 1 9 4 7 5	AXN_AXN	TEK_NAL	5	5.T.C 5.E.V 5.K.c 5._._ 5.N.C 5.A.V 5.L.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ɗək+ŋal	0	1733 1734	ɗ ə k + ŋ a l	1733 1734
873	smoke	PangKham	ɗɔk ŋɔː	ɗɔk ŋɔː	ɗ ɔ k + ŋ ɔː		1-56	1 7 1 9 4 7	AXN_AX	TUK_NU	14	14.T.C 14.U.V 14.K.c 14._._ 14.N.C 14.U.V	2.0 1.5 0.8 0.0 2.0 1.5	ɗɔk+ŋɔː	0	1733 1736	ɗ ɔ k + ŋ ɔː	1733 1736
874	smoke	ManLoi	ɗak	ɗak	ɗ a k		1-56	1 7 1	AXN	TAK	8	8.T.C 8.A.V 8.K.c	2.0 1.5 0.8	ɗak	0	1733	ɗ a k	1733
875	smoke	MengDan	ɗɔʔ	ɗɔʔ	ɗ ɔ ʔ	khan1274	1-56	1 7 1	AXN	TUH	9	9.T.C 9.U.V 9.H.c	2.0 1.5 0.8	ɗɔʔ	0	1733	ɗ ɔ ʔ	1733
876	smoke	ChuDongGua	ɗɔːk	ɗɔːk	ɗ ɔː k		1-56	1 7 1	AXN	TUK	3	3.T.C 3.U.V 3.K.c	2.0 1.5 0.8	ɗɔːk	0	1733	ɗ ɔː k	1733
877	smoke	XiangZhaiTang	dak	dak	d a k	ruma1248	1-56	1 7 1	AXN	TAK	16	16.T.C 16.A.V 16.K.c	2.0 1.5 0.8	dak	0	1733	d a k	1733
878	smoke	PongNuea	dak	dak	d a k		1-56	1 7 1	AXN	TAK	15	15.T.C 15.A.V 15.K.c	2.0 1.5 0.8	dak	0	1733	d a k	1733
879	smoke	NyaungGone	dăk	dăk	d ă k		1-56	1 7 1	AXN	TAK	13	13.T.C 13.A.V 13.K.c	2.0 1.5 0.8	dăk	0	1733	d ă k	1733
880	smoke	NoeLae	dăk	dăk	d ă k		1-56	1 7 1	AXN	TAK	12	12.T.C 12.A.V 12.K.c	2.0 1.5 0.8	dăk	0	1733	d ă k	1733
881	smoke	BanPaw	dăk	dăk	d ă k		1-56	1 7 1	AXN	TAK	1	1.T.C 1.A.V 1.K.c	2.0 1.5 0.8	dăk	0	1733	d ă k	1733
882	smoke	ChaYeQing	ɗak	ɗak	ɗ a k		1-56	1 7 1	AXN	TAK	2	2.T.C 2.A.V 2.K.c	2.0 1.5 0.8	ɗak	0	1733	ɗ a k	1733
883	smoke	GuangKa	tak	tak	t a k	ruma1248	1-56	1 7 1	AXN	TAK	4	4.T.C 4.A.V 4.K.c	2.0 1.5 0.8	tak	0	1733	t a k	1733
884	smoke	MangBang	tak	tak	t a k	ruma1248	1-56	1 7 1	AXN	TAK	7	7.T.C 7.A.V 7.K.c	2.0 1.5 0.8	tak	0	1733	t a k	1733
885	smoke	NanSang	tak	tak	t a k	ruma1248	1-56	1 7 1	AXN	TAK	11	11.T.C 11.A.V 11.K.c	2.0 1.5 0.8	tak	0	1733	t a k	1733
433	snake	NamHsan	haɲ	haɲ	h a ɲ		1-28	3 7 4	AXN	HAN	10	10.H.C 10.A.V 10.N.c	2.0 1.5 0.8	haɲ	0	1754	h a ɲ	1754
434	snake	KhunHawt	heɲ	heɲ	h e ɲ		1-28	3 7 4	AXN	HEN	6	6.H.C 6.E.V 6.N.c	2.0 1.5 0.8	heɲ	0	1754	h e ɲ	1754
435	snake	HtanHsan	heɲ	heɲ	h e ɲ		1-28	3 7 4	AXN	HEN	5	5.H.C 5.E.V 5.N.c	2.0 1.5 0.8	heɲ	0	1754	h e ɲ	1754
436	snake	PangKham	haɲ	haɲ	h a ɲ		1-28	3 7 4	AXN	HAN	14	14.H.C 14.A.V 14.N.c	2.0 1.5 0.8	haɲ	0	1754	h a ɲ	1754
437	snake	ManLoi	han	han	h a n		1-28	3 7 4	AXN	HAN	8	8.H.C 8.A.V 8.N.c	2.0 1.5 0.8	han	0	1754	h a n	1754
438	snake	MengDan	hɔn	hɔn	h ɔ n	khan1274	1-28	3 7 4	AXN	HUN	9	9.H.C 9.U.V 9.N.c	2.0 1.5 0.8	hɔn	0	1754	h ɔ n	1754
439	snake	ChuDongGua	hɔɲ	hɔɲ	h ɔ ɲ		1-28	3 7 4	AXN	HUN	3	3.H.C 3.U.V 3.N.c	2.0 1.5 0.8	hɔɲ	0	1754	h ɔ ɲ	1754
440	snake	XiangZhaiTang	haɲ	haɲ	h a ɲ	ruma1248	1-28	3 7 4	AXN	HAN	16	16.H.C 16.A.V 16.N.c	2.0 1.5 0.8	haɲ	0	1754	h a ɲ	1754
441	snake	PongNuea	mahaɲ	mahaɲ	m a + h a ɲ		1-28	4 7 9 3 7 4	AX_AXN	MA_HAN	15	15.M.C 15.A.V 15._._ 15.H.C 15.A.V 15.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+haɲ	0	1753 1754	m a + h a ɲ	1753 1754
442	snake	NyaungGone	han	han	h a n		1-28	3 7 4	AXN	HAN	13	13.H.C 13.A.V 13.N.c	2.0 1.5 0.8	han	0	1754	h a n	1754
443	snake	NoeLae	mahaɲ	mahaɲ	m a + h a ɲ		1-28	4 7 9 3 7 4	AX_AXN	MA_HAN	12	12.M.C 12.A.V 12._._ 12.H.C 12.A.V 12.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+haɲ	0	1753 1754	m a + h a ɲ	1753 1754
444	snake	BanPaw	mahăɲ	mahăɲ	m a + h ă ɲ		1-28	4 7 9 3 7 4	AX_AXN	MA_HAN	1	1.M.C 1.A.V 1._._ 1.H.C 1.A.V 1.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ma+hăɲ	0	1753 1754	m a + h ă ɲ	1753 1754
445	snake	ChaYeQing	han	han	h a n		1-28	3 7 4	AXN	HAN	2	2.H.C 2.A.V 2.N.c	2.0 1.5 0.8	han	0	1754	h a n	1754
446	snake	GuangKa	han	han	h a n	ruma1248	1-28	3 7 4	AXN	HAN	4	4.H.C 4.A.V 4.N.c	2.0 1.5 0.8	han	0	1754	h a n	1754
447	snake	MangBang	han	han	h a n	ruma1248	1-28	3 7 4	AXN	HAN	7	7.H.C 7.A.V 7.N.c	2.0 1.5 0.8	han	0	1754	h a n	1754
448	snake	NanSang	han	han	h a n	ruma1248	1-28	3 7 4	AXN	HAN	11	11.H.C 11.A.V 11.N.c	2.0 1.5 0.8	han	0	1754	h a n	1754
950	spit	NamHsan	bɛɁ	bɛɁ	b ɛ ʔ		1-61	1 7 1	AXN	PEH	10	10.P.C 10.E.V 10.H.c	2.0 1.5 0.8	bɛʔ	0	1773	b ɛ ʔ	1773
951	spit	KhunHawt	baic	baic	b ai c		1-61	1 7 1	AXN	PAC	6	6.P.C 6.A.V 6.C.c	2.0 1.5 0.8	baic	0	1773	b ai c	1773
952	spit	HtanHsan	baic	baic	b ai c		1-61	1 7 1	AXN	PAC	5	5.P.C 5.A.V 5.C.c	2.0 1.5 0.8	baic	0	1773	b ai c	1773
953	spit	PangKham	paɁ	paɁ	p a ʔ		1-61	1 7 1	AXN	PAH	14	14.P.C 14.A.V 14.H.c	2.0 1.5 0.8	paʔ	0	1773	p a ʔ	1773
954	spit	ManLoi	paiɁ ɓaiɁ	paiɁ ɓaiɁ	p ai ʔ + ɓ ai ʔ		1-61	1 7 1 9 1 7 1	AXN_AXN	PAH_PAH	8	8.P.C 8.A.V 8.H.c 8._._ 8.P.C 8.A.V 8.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	paiʔ+ɓaiʔ	0	1773 1774	p ai ʔ + ɓ ai ʔ	1773 1774
955	spit	MengDan	peʔ	peʔ	p e ʔ	khan1274	1-61	1 7 1	AXN	PEH	9	9.P.C 9.E.V 9.H.c	2.0 1.5 0.8	peʔ	0	1773	p e ʔ	1773
956	spit	ChuDongGua	bɛ?	bɛ?	b ɛ ʔ		1-61	1 7 1	AXN	PEH	3	3.P.C 3.E.V 3.H.c	2.0 1.5 0.8	bɛʔ	0	1773	b ɛ ʔ	1773
957	spit	XiangZhaiTang	pec	pec	p e c	ruma1248	1-61	1 7 1	AXN	PEC	16	16.P.C 16.E.V 16.C.c	2.0 1.5 0.8	pec	0	1773	p e c	1773
958	spit	PongNuea	paic	paic	p ai c		1-61	1 7 1	AXN	PAC	15	15.P.C 15.A.V 15.C.c	2.0 1.5 0.8	paic	0	1773	p ai c	1773
959	spit	NyaungGone	păt	păt	p ă t		1-61	1 7 1	AXN	PAT	13	13.P.C 13.A.V 13.T.c	2.0 1.5 0.8	păt	0	1773	p ă t	1773
960	spit	NoeLae	păc	păc	p ă c		1-61	1 7 1	AXN	PAC	12	12.P.C 12.A.V 12.C.c	2.0 1.5 0.8	păc	0	1773	p ă c	1773
961	spit	BanPaw	păt	păt	p ă t		1-61	1 7 1	AXN	PAT	1	1.P.C 1.A.V 1.T.c	2.0 1.5 0.8	păt	0	1773	p ă t	1773
962	spit	ChaYeQing	bat	bat	b a t		1-61	1 7 1	AXN	PAT	2	2.P.C 2.A.V 2.T.c	2.0 1.5 0.8	bat	0	1773	b a t	1773
963	spit	GuangKa	bat	bat	b a t	ruma1248	1-61	1 7 1	AXN	PAT	4	4.P.C 4.A.V 4.T.c	2.0 1.5 0.8	bat	1	1773	b a t	1773
964	spit	MangBang	bat	bat	b a t	ruma1248	1-61	1 7 1	AXN	PAT	7	7.P.C 7.A.V 7.T.c	2.0 1.5 0.8	bat	0	1773	b a t	1773
965	spit	NanSang	bat	bat	b a t	ruma1248	1-61	1 7 1	AXN	PAT	11	11.P.C 11.A.V 11.T.c	2.0 1.5 0.8	bat	1	1773	b a t	1773
1093	stand	NamHsan	ʥәŋ	ʥәŋ	dʑ ə ŋ		1-70	2 7 4	AXN	CEN	10	10.C.C 10.E.V 10.N.c	2.0 1.5 0.8	dʑəŋ	1	1791	dʑ ə ŋ	1791
1094	stand	KhunHawt	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	6	6.C.C 6.A.V 6.N.c	2.0 1.5 0.8	dʑaŋ	0	1791	dʑ a ŋ	1791
1095	stand	HtanHsan	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	5	5.C.C 5.A.V 5.N.c	2.0 1.5 0.8	dʑaŋ	0	1791	dʑ a ŋ	1791
1096	stand	PangKham	ʨaŋ	ʨaŋ	tɕ a ŋ		1-70	2 7 4	AXN	CAN	14	14.C.C 14.A.V 14.N.c	2.0 1.5 0.8	tɕaŋ	0	1791	tɕ a ŋ	1791
1097	stand	ManLoi	ʨaŋ	ʨaŋ	tɕ a ŋ		1-70	2 7 4	AXN	CAN	8	8.C.C 8.A.V 8.N.c	2.0 1.5 0.8	tɕaŋ	0	1791	tɕ a ŋ	1791
1098	stand	MengDan	ʨaŋ	ʨaŋ	tɕ a ŋ	khan1274	1-70	2 7 4	AXN	CAN	9	9.C.C 9.A.V 9.N.c	2.0 1.5 0.8	tɕaŋ	0	1791	tɕ a ŋ	1791
1099	stand	ChuDongGua	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	3	3.C.C 3.A.V 3.N.c	2.0 1.5 0.8	dʑaŋ	0	1791	dʑ a ŋ	1791
1100	stand	XiangZhaiTang	ʨɔŋ	ʨɔŋ	tɕ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	16	16.C.C 16.U.V 16.N.c	2.0 1.5 0.8	tɕɔŋ	0	1791	tɕ ɔ ŋ	1791
1101	stand	PongNuea	ʨɔŋ	ʨɔŋ	tɕ ɔ ŋ		1-70	2 7 4	AXN	CUN	15	15.C.C 15.U.V 15.N.c	2.0 1.5 0.8	tɕɔŋ	0	1791	tɕ ɔ ŋ	1791
1102	stand	NyaungGone	cɔk	cɔk	c ɔ k		1-70	1 7 1	AXN	CUK	13	13.C.C 13.U.V 13.K.c	2.0 1.5 0.8	cɔk	0	1791	c ɔ k	1791
1103	stand	NoeLae	cɔŋ	cɔŋ	c ɔ ŋ		1-70	1 7 4	AXN	CUN	12	12.C.C 12.U.V 12.N.c	2.0 1.5 0.8	cɔŋ	0	1791	c ɔ ŋ	1791
1104	stand	BanPaw	cɔŋ	cɔŋ	c ɔ ŋ		1-70	1 7 4	AXN	CUN	1	1.C.C 1.U.V 1.N.c	2.0 1.5 0.8	cɔŋ	0	1791	c ɔ ŋ	1791
1105	stand	ChaYeQing	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	2	2.C.C 2.A.V 2.N.c	2.0 1.5 0.8	dʑaŋ	0	1791	dʑ a ŋ	1791
1106	stand	GuangKa	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	4	4.C.C 4.U.V 4.N.c	2.0 1.5 0.8	dʑɔŋ	0	1791	dʑ ɔ ŋ	1791
1107	stand	MangBang	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	7	7.C.C 7.U.V 7.N.c	2.0 1.5 0.8	dʑɔŋ	0	1791	dʑ ɔ ŋ	1791
1108	stand	NanSang	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	11	11.C.C 11.U.V 11.N.c	2.0 1.5 0.8	dʑɔŋ	0	1791	dʑ ɔ ŋ	1791
33	star	NamHsan	samɛŋ	samɛŋ	s a + m ɛ ŋ		1-3	3 7 9 4 7 4	AX_AXN	SA_MEN	10	10.S.C 10.A.V 10._._ 10.M.C 10.E.V 10.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+mɛŋ	0	1808 1809	s a + m ɛ ŋ	1808 1809
34	star	KhunHawt	sәmeɲ	sәmeɲ	s ə + m e ɲ		1-3	3 7 9 4 7 4	AX_AXN	SE_MEN	6	6.S.C 6.E.V 6._._ 6.M.C 6.E.V 6.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sə+meɲ	0	1808 1809	s ə + m e ɲ	1808 1809
35	star	HtanHsan	sameɲ	sameɲ	s a + m e ɲ		1-3	3 7 9 4 7 4	AX_AXN	SA_MEN	5	5.S.C 5.A.V 5._._ 5.M.C 5.E.V 5.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+meɲ	0	1808 1809	s a + m e ɲ	1808 1809
36	star	PangKham	plaːŋ	plaːŋ	p l aː ŋ		2-3	1 5 7 4	ACXN	PLAN	14	14.P.C 14.L.C 14.A.V 14.N.c	2.0 1.5 1.5 0.8	plaːŋ	0	1812	p l aː ŋ	1812
37	star	ManLoi	plaːŋ	plaːŋ	p l aː ŋ		2-3	1 5 7 4	ACXN	PLAN	8	8.P.C 8.L.C 8.A.V 8.N.c	2.0 1.5 1.5 0.8	plaːŋ	0	1812	p l aː ŋ	1812
38	star	MengDan	kəman	kəman	k ə + m a n	khan1274	3-3	1 7 9 4 7 4	AX_AXN	KE_MAN	9	9.K.C 9.E.V 9._._ 9.M.C 9.A.V 9.N.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+man	0	1810 1809	k ə + m a n	1810 1809
39	star	ChuDongGua	səmaɲ	səmaɲ	s ə + m a ɲ		1-3	3 7 9 4 7 4	AX_AXN	SE_MAN	3	3.S.C 3.E.V 3._._ 3.M.C 3.A.V 3.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sə+maɲ	0	1808 1809	s ə + m a ɲ	1808 1809
40	star	XiangZhaiTang	samɛɲ	samɛɲ	s a + m ɛ ɲ	ruma1248	1-3	3 7 9 4 7 4	AX_AXN	SA_MEN	16	16.S.C 16.A.V 16._._ 16.M.C 16.E.V 16.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+mɛɲ	0	1808 1809	s a + m ɛ ɲ	1808 1809
41	star	PongNuea	samaɲ	samaɲ	s a + m a ɲ		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	15	15.S.C 15.A.V 15._._ 15.M.C 15.A.V 15.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+maɲ	0	1808 1809	s a + m a ɲ	1808 1809
42	star	NyaungGone	samăn	samăn	s a + m ă n		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	13	13.S.C 13.A.V 13._._ 13.M.C 13.A.V 13.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+măn	0	1808 1809	s a + m ă n	1808 1809
43	star	NoeLae	samăɲ	samăɲ	s a + m ă ɲ		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	12	12.S.C 12.A.V 12._._ 12.M.C 12.A.V 12.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+măɲ	0	1808 1809	s a + m ă ɲ	1808 1809
44	star	BanPaw	samăn	samăn	s a + m ă n		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	1	1.S.C 1.A.V 1._._ 1.M.C 1.A.V 1.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+măn	0	1808 1809	s a + m ă n	1808 1809
45	star	ChaYeQing	khaman	khaman	kʰ a + m a n		3-3	1 7 9 4 7 4	AX_AXN	KA_MAN	2	2.K.C 2.A.V 2._._ 2.M.C 2.A.V 2.N.c	2.0 1.5 0.0 2.0 1.5 0.8	kʰa+man	0	1810 1809	kʰ a + m a n	1810 1809
46	star	GuangKa	laːw	laːw	l aː w	ruma1248	4-3	5 7 6	AXN	LAW	4	4.L.C 4.A.V 4.W.c	2.0 1.5 0.8	laːw	0	1811	l aː w	1811
47	star	MangBang	laːw	laːw	l aː w	ruma1248	4-3	5 7 6	AXN	LAW	7	7.L.C 7.A.V 7.W.c	2.0 1.5 0.8	laːw	0	1811	l aː w	1811
48	star	NanSang	laːw	laːw	l aː w	ruma1248	4-3	5 7 6	AXN	LAW	11	11.L.C 11.A.V 11.W.c	2.0 1.5 0.8	laːw	0	1811	l aː w	1811
161	stone	NamHsan	moː	moː	m oː		1-11	4 7	AX	MU	10	10.M.C 10.U.V	2.0 1.5	moː	0	1837	m oː -	1837
162	stone	KhunHawt	moːw	moːw	m oː w		2-11	4 7 6	AXN	MUW	6	6.M.C 6.U.V 6.W.c	2.0 1.5 0.8	moːw	0	1837	m oː w	1837
