ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	SCAIDS	SCAID	SCALOOSEID	ALIGNMENT
110	night	GuangKa	kasɛm	kasɛm	k a + s ɛ m	ruma1248	3-7	1 7 9 3 7 4	AX_AXN	KA_SEM	4	4.K.C 4.A.V 4._._ 4.S.C 4.E.V 4.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+sɛm	0	180	1322 1324	24	75	k a + s ɛ m
111	night	MangBang	kasəm	kasəm	k a + s ə m	ruma1248	3-7	1 7 9 3 7 4	AX_AXN	KA_SEM	7	7.K.C 7.A.V 7._._ 7.S.C 7.E.V 7.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+səm	0	180	1322 1324	24	75	k a + s ə m
112	night	NanSang	kasəm	kasəm	k a + s ə m	ruma1248	3-7	1 7 9 3 7 4	AX_AXN	KA_SEM	11	11.K.C 11.A.V 11._._ 11.S.C 11.E.V 11.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+səm	0	180	1322 1324	24	75	k a + s ə m
513	nose	NamHsan	kɔŋmuh	kɔŋmuh	k ɔ ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KUN_MYH	10	10.K.C 10.U.V 10.N.c 10._._ 10.M.C 10.Y.V 10.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kɔŋ+muh	0	28	1355 1356	78	76	- - - k ɔ ŋ + m u - h
514	nose	KhunHawt	kɔŋmur̥	kɔŋmur̥	k ɔ ŋ + m u r̥		2-33	1 7 4 9 4 7 5	AXN_AXN	KUN_MYR	6	6.K.C 6.U.V 6.N.c 6._._ 6.M.C 6.Y.V 6.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kɔŋ+mur̥	0	117	1355 1356	78	76	k ɔ ŋ + m u r̥
515	nose	HtanHsan	kɔŋmuh	kɔŋmuh	k ɔ ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KUN_MYH	5	5.K.C 5.U.V 5.N.c 5._._ 5.M.C 5.Y.V 5.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kɔŋ+muh	0	28	1355 1356	78	76	- - - k ɔ ŋ + m u - h
516	nose	PangKham	ɡɔŋmuh	ɡɔŋmuh	g ɔ ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KUN_MYH	14	14.K.C 14.U.V 14.N.c 14._._ 14.M.C 14.Y.V 14.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	gɔŋ+muh	0	28	1355 1356	78	76	- - - g ɔ ŋ + m u - h
517	nose	ManLoi	ɡɔŋmuh	ɡɔŋmuh	g ɔ ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KUN_MYH	8	8.K.C 8.U.V 8.N.c 8._._ 8.M.C 8.Y.V 8.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	gɔŋ+muh	0	28	1355 1356	78	76	- - - g ɔ ŋ + m u - h
518	nose	MengDan	ʔamujh	ʔamujh	ʔ a + m u j h	khan1274	1-33	1 7 9 4 7 6 3	AX_AXLN	HA_MYJH	9	9.H.C 9.A.V 9._._ 9.M.C 9.Y.V 9.J.c 9.H.c	2.0 1.5 0.0 2.0 1.5 1.1 0.8	ʔa+mujh	0	28	1358 1356	79	76	- - - ʔ a - + m u j h
519	nose	ChuDongGua	mujh	mujh	m u j h		1-33	4 7 6 3	AXLN	MYJH	3	3.M.C 3.Y.V 3.J.c 3.H.c	2.0 1.5 1.1 0.8	mujh	0	28	1356	80	76	- - - - - - - m u j h
520	nose	XiangZhaiTang	ɡuŋmuh	ɡuŋmuh	g u ŋ + m u h	ruma1248	1-33	1 7 4 9 4 7 3	AXN_AXN	KYN_MYH	16	16.K.C 16.Y.V 16.N.c 16._._ 16.M.C 16.Y.V 16.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	guŋ+muh	0	28	1355 1356	78	76	- - - g u ŋ + m u - h
521	nose	PongNuea	ɡuŋmuh	ɡuŋmuh	g u ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KYN_MYH	15	15.K.C 15.Y.V 15.N.c 15._._ 15.M.C 15.Y.V 15.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	guŋ+muh	0	28	1355 1356	78	76	- - - g u ŋ + m u - h
522	nose	NyaungGone	ɡumuh	ɡumuh	g u + m u h		1-33	1 7 9 4 7 3	AX_AXN	KY_MYH	13	13.K.C 13.Y.V 13._._ 13.M.C 13.Y.V 13.H.c	2.0 1.5 0.0 2.0 1.5 0.8	gu+muh	0	28	1355 1356	78	76	- - - g u - + m u - h
523	nose	NoeLae	ɡoŋmuh	ɡoŋmuh	g o ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KUN_MYH	12	12.K.C 12.U.V 12.N.c 12._._ 12.M.C 12.Y.V 12.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	goŋ+muh	0	28	1355 1356	78	76	- - - g o ŋ + m u - h
524	nose	BanPaw	ɡuŋmuh	ɡuŋmuh	g u ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KYN_MYH	1	1.K.C 1.Y.V 1.N.c 1._._ 1.M.C 1.Y.V 1.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	guŋ+muh	0	28	1355 1356	78	76	- - - g u ŋ + m u - h
525	nose	ChaYeQing	kadoŋmuh	kadoŋmuh	k a + d o ŋ + m u h		1-33	1 7 9 1 7 4 9 4 7 3	AX_AXN_AXN	KA_TUN_MYH	2	2.K.C 2.A.V 2._._ 2.T.C 2.U.V 2.N.c 2._._ 2.M.C 2.Y.V 2.H.c	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	ka+doŋ+muh	0	28	1355 1357 1356	81	76	k a + d o ŋ + m u - h
526	nose	GuangKa	kaduŋ muh	kaduŋ muh	k a + d u ŋ + m u h	ruma1248	1-33	1 7 9 1 7 4 9 4 7 3	AX_AXN_AXN	KA_TYN_MYH	4	4.K.C 4.A.V 4._._ 4.T.C 4.Y.V 4.N.c 4._._ 4.M.C 4.Y.V 4.H.c	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	ka+duŋ+muh	0	28	1355 1357 1356	81	76	k a + d u ŋ + m u - h
527	nose	MangBang	kadɔŋ muh	kadɔŋ muh	k a + d ɔ ŋ + m u h	ruma1248	1-33	1 7 9 1 7 4 9 4 7 3	AX_AXN_AXN	KA_TUN_MYH	7	7.K.C 7.A.V 7._._ 7.T.C 7.U.V 7.N.c 7._._ 7.M.C 7.Y.V 7.H.c	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	ka+dɔŋ+muh	0	28	1355 1357 1356	81	76	k a + d ɔ ŋ + m u - h
528	nose	NanSang	kaduŋmuh	kaduŋmuh	k a + d u ŋ + m u h	ruma1248	1-33	1 7 9 1 7 4 9 4 7 3	AX_AXN_AXN	KA_TYN_MYH	11	11.K.C 11.A.V 11._._ 11.T.C 11.Y.V 11.N.c 11._._ 11.M.C 11.Y.V 11.H.c	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	ka+duŋ+muh	0	28	1355 1357 1356	81	76	k a + d u ŋ + m u - h
1475	old-aged	NamHsan	konʨhaː	konʨhaː	k o n + ʨʰ aː		1-94	1 7 4 9 2 7	AXN_AX	KUN_CA	10	10.K.C 10.U.V 10.N.c 10._._ 10.C.C 10.A.V	2.0 1.5 0.8 0.0 2.0 1.5	kon+ʨʰaː	0	95	1391 1393	241	77	k o n + ʨʰ aː
1476	old-aged	KhunHawt	paɁaːn	paɁaːn	p a + ʔ aː n		2-94	1 7 9 1 7 4	AX_AXN	PA_HAN	6	6.P.C 6.A.V 6._._ 6.H.C 6.A.V 6.N.c	2.0 1.5 0.0 2.0 1.5 0.8	pa+ʔaːn	0	159	1392 1391	242	77	p a + ʔ aː n
1477	old-aged	HtanHsan	pәɁaːn	pәɁaːn	p ə + ʔ aː n		2-94	1 7 9 1 7 4	AX_AXN	PE_HAN	5	5.P.C 5.E.V 5._._ 5.H.C 5.A.V 5.N.c	2.0 1.5 0.0 2.0 1.5 0.8	pə+ʔaːn	0	159	1392 1391	242	77	p ə + ʔ aː n
1478	old-aged	PangKham	kat	kat	k a t		3-94	1 7 1	AXN	KAT	14	14.K.C 14.A.V 14.T.c	2.0 1.5 0.8	kat	0	192	1391	243	77	k a t
1479	old-aged	ManLoi	kaɁ	kaɁ	k a ʔ		3-94	1 7 1	AXN	KAH	8	8.K.C 8.A.V 8.H.c	2.0 1.5 0.8	kaʔ	0	192	1391	243	77	k a ʔ
1480	old-aged	MengDan	kɛt	kɛt	k ɛ t	khan1274	3-94	1 7 1	AXN	KET	9	9.K.C 9.E.V 9.T.c	2.0 1.5 0.8	kɛt	0	192	1391	243	77	k ɛ t
1481	old-aged	ChuDongGua	ɡat	ɡat	g a t		3-94	1 7 1	AXN	KAT	3	3.K.C 3.A.V 3.T.c	2.0 1.5 0.8	gat	0	192	1391	243	77	g a t
1482	old-aged	XiangZhaiTang	kat	kat	k a t	ruma1248	3-94	1 7 1	AXN	KAT	16	16.K.C 16.A.V 16.T.c	2.0 1.5 0.8	kat	0	192	1391	243	77	k a t
1483	old-aged	PongNuea	kat	kat	k a t		3-94	1 7 1	AXN	KAT	15	15.K.C 15.A.V 15.T.c	2.0 1.5 0.8	kat	0	192	1391	243	77	k a t
1484	old-aged	NyaungGone	kăt	kăt	k ă t		3-94	1 7 1	AXN	KAT	13	13.K.C 13.A.V 13.T.c	2.0 1.5 0.8	kăt	0	192	1391	243	77	k ă t
1485	old-aged	NoeLae	kăt	kăt	k ă t		3-94	1 7 1	AXN	KAT	12	12.K.C 12.A.V 12.T.c	2.0 1.5 0.8	kăt	0	192	1391	243	77	k ă t
1486	old-aged	BanPaw	kăt	kăt	k ă t		3-94	1 7 1	AXN	KAT	1	1.K.C 1.A.V 1.T.c	2.0 1.5 0.8	kăt	0	192	1391	243	77	k ă t
1487	old-aged	ChaYeQing	ɡɔʔ	ɡɔʔ	g ɔ ʔ		4-94	1 7 1	AXN	KUH	2	2.K.C 2.U.V 2.H.c	2.0 1.5 0.8	gɔʔ	0	208	1391	243	77	g ɔ ʔ
1488	old-aged	GuangKa	ɡɔːʔ	ɡɔːʔ	g ɔː ʔ	ruma1248	4-94	1 7 1	AXN	KUH	4	4.K.C 4.U.V 4.H.c	2.0 1.5 0.8	gɔːʔ	0	208	1391	243	77	g ɔː ʔ
1489	old-aged	MangBang	ɡɔːʔ	ɡɔːʔ	g ɔː ʔ	ruma1248	4-94	1 7 1	AXN	KUH	7	7.K.C 7.U.V 7.H.c	2.0 1.5 0.8	gɔːʔ	0	208	1391	243	77	g ɔː ʔ
1490	old-aged	NanSang	ɡɔɁ	ɡɔɁ	g ɔ ʔ	ruma1248	4-94	1 7 1	AXN	KUH	11	11.K.C 11.U.V 11.H.c	2.0 1.5 0.8	gɔʔ	0	208	1391	243	77	g ɔ ʔ
1236	one	NamHsan	Ɂur	Ɂur	ʔ u r		1-79	1 7 5	AXN	HYR	10	10.H.C 10.Y.V 10.R.c	2.0 1.5 0.8	ʔur	0	78	1411	191	78	ʔ u r
1237	one	KhunHawt	Ɂuː	Ɂuː	ʔ uː		2-79	1 7	AX	HY	6	6.H.C 6.Y.V	2.0 1.5	ʔuː	0	146	1411	191	78	- - ʔ uː
1238	one	HtanHsan	Ɂu:	Ɂu:	ʔ uː		2-79	1 7	AX	HY	5	5.H.C 5.Y.V	2.0 1.5	ʔuː	0	146	1411	191	78	- - ʔ uː
1239	one	PangKham	Ɂuː	Ɂuː	ʔ uː		2-79	1 7	AX	HY	14	14.H.C 14.Y.V	2.0 1.5	ʔuː	0	146	1411	191	78	- - ʔ uː
1240	one	ManLoi	Ɂuː	Ɂuː	ʔ uː		2-79	1 7	AX	HY	8	8.H.C 8.Y.V	2.0 1.5	ʔuː	0	146	1411	191	78	- - ʔ uː
1241	one	MengDan	luʔ	luʔ	l u ʔ	khan1274	2-79	5 7 1	AXN	LYH	9	9.L.C 9.Y.V 9.H.c	2.0 1.5 0.8	luʔ	0	146	1412	192	79	l u ʔ -
1242	one	ChuDongGua	Ɂuː	Ɂuː	ʔ uː		2-79	1 7	AX	HY	3	3.H.C 3.Y.V	2.0 1.5	ʔuː	0	146	1411	191	78	- - ʔ uː
1243	one	XiangZhaiTang	Ɂuː, l̥ejh	Ɂuː	ʔ uː	ruma1248	2-79	1 7	AX	HY	16	16.H.C 16.Y.V	2.0 1.5	ʔuː	0	146	1411	191	78	- - ʔ uː
1244	one	PongNuea	lәih	lәih	l ə i h		3-79	5 7 7 3	AXYN	LEIH	15	15.L.C 15.E.V 15.I.V 15.H.c	2.0 1.5 1.3 0.8	ləih	0	185	1412	192	79	l ə i h
1245	one	NyaungGone	ʔu, l̥eih	ʔu	ʔ u		2-79	1 7	AX	HY	13	13.H.C 13.Y.V	2.0 1.5	ʔu	0	146	1411	191	78	- - ʔ u
1246	one	NoeLae	Ɂu, l̥eih	Ɂu	ʔ u		2-79	1 7	AX	HY	12	12.H.C 12.Y.V	2.0 1.5	ʔu	0	146	1411	191	78	- - ʔ u
1247	one	NoeLae	Ɂu, l̥eih	l̥eih	l̥ ei h		2-79	5 7 3	AXN	LEH	12	12.L.C 12.E.V 12.H.c	2.0 1.5 0.8	l̥eih	0	146	1412	192	79	l̥ ei h -
1248	one	BanPaw	Ɂu, l̥eih	Ɂu	ʔ u		2-79	1 7	AX	HY	1	1.H.C 1.Y.V	2.0 1.5	ʔu	0	146	1411	191	78	- - ʔ u
1249	one	BanPaw	Ɂu, l̥eih	l̥eih	l̥ ei h		2-79	5 7 3	AXN	LEH	1	1.L.C 1.E.V 1.H.c	2.0 1.5 0.8	l̥eih	0	146	1412	192	79	l̥ ei h -
1250	one	ChaYeQing	ʔuː	ʔuː	ʔ uː		2-79	1 7	AX	HY	2	2.H.C 2.Y.V	2.0 1.5	ʔuː	0	146	1411	191	78	- - ʔ uː
1251	one	GuangKa	Ɂuː	Ɂuː	ʔ uː	ruma1248	2-79	1 7	AX	HY	4	4.H.C 4.Y.V	2.0 1.5	ʔuː	0	146	1411	191	78	- - ʔ uː
1252	one	MangBang	Ɂuː	Ɂuː	ʔ uː	ruma1248	2-79	1 7	AX	HY	7	7.H.C 7.Y.V	2.0 1.5	ʔuː	0	146	1411	191	78	- - ʔ uː
1253	one	NanSang	Ɂuː	Ɂuː	ʔ uː	ruma1248	2-79	1 7	AX	HY	11	11.H.C 11.Y.V	2.0 1.5	ʔuː	0	146	1411	191	78	- - ʔ uː
761	person, human	NamHsan	biː	biː	b iː		1-49	1 7	AX	PI	10	10.P.C 10.I.V	2.0 1.5	biː	0	45	1432	118	80	- - - b iː
762	person, human	KhunHawt	ɓi:	ɓi:	ɓ iː		1-49	1 7	AX	PI	6	6.P.C 6.I.V	2.0 1.5	ɓiː	0	45	1432	118	80	- - - ɓ iː
763	person, human	HtanHsan	ɓi	ɓi	ɓ i		1-49	1 7	AX	PI	5	5.P.C 5.I.V	2.0 1.5	ɓi	0	45	1432	118	80	- - - ɓ i
764	person, human	PangKham	duʔiː	duʔiː	d u + ʔ iː		1-49	1 7 9 1 7	AX_AX	TY_HI	14	14.T.C 14.Y.V 14._._ 14.H.C 14.I.V	2.0 1.5 0.0 2.0 1.5	du+ʔiː	0	45	1430 1431	119	80	d u + ʔ iː
765	person, human	ManLoi	ɗuʔiː	ɗuʔiː	ɗ u + ʔ iː		1-49	1 7 9 1 7	AX_AX	TY_HI	8	8.T.C 8.Y.V 8._._ 8.H.C 8.I.V	2.0 1.5 0.0 2.0 1.5	ɗu+ʔiː	0	45	1430 1431	119	80	ɗ u + ʔ iː
766	person, human	MengDan	duʔiː	duʔiː	d u + ʔ iː	khan1274	1-49	1 7 9 1 7	AX_AX	TY_HI	9	9.T.C 9.Y.V 9._._ 9.H.C 9.I.V	2.0 1.5 0.0 2.0 1.5	du+ʔiː	0	45	1430 1431	119	80	d u + ʔ iː
767	person, human	ChuDongGua	duʔiː	duʔiː	d u + ʔ iː		1-49	1 7 9 1 7	AX_AX	TY_HI	3	3.T.C 3.Y.V 3._._ 3.H.C 3.I.V	2.0 1.5 0.0 2.0 1.5	du+ʔiː	0	45	1430 1431	119	80	d u + ʔ iː
768	person, human	XiangZhaiTang	naɁuj	naɁuj	n a + ʔ u j	ruma1248	2-49	4 7 9 1 7 6	AX_AXN	NA_HYJ	16	16.N.C 16.A.V 16._._ 16.H.C 16.Y.V 16.J.c	2.0 1.5 0.0 2.0 1.5 0.8	na+ʔuj	0	127	1433 1431	120	80	n a + ʔ u j
769	person, human	PongNuea	duvɨj	duvɨj	d u + v ɨ j		3-49	1 7 9 3 7 6	AX_AXN	TY_BIJ	15	15.T.C 15.Y.V 15._._ 15.B.C 15.I.V 15.J.c	2.0 1.5 0.0 2.0 1.5 0.8	du+vɨj	0	176	1430 1432	121	80	d u + v ɨ j
770	person, human	NyaungGone	ʔi, duʔi	ʔi	ʔ i		1-49	1 7	AX	HI	13	13.H.C 13.I.V	2.0 1.5	ʔi	0	45	1431	122	80	- - - ʔ i
771	person, human	NoeLae	duɁi	duɁi	d u + ʔ i		1-49	1 7 9 1 7	AX_AX	TY_HI	12	12.T.C 12.Y.V 12._._ 12.H.C 12.I.V	2.0 1.5 0.0 2.0 1.5	du+ʔi	0	45	1430 1431	119	80	d u + ʔ i
772	person, human	BanPaw	duɁɨj	duɁɨj	d u + ʔ ɨ j		2-49	1 7 9 1 7 6	AX_AXN	TY_HIJ	1	1.T.C 1.Y.V 1._._ 1.H.C 1.I.V 1.J.c	2.0 1.5 0.0 2.0 1.5 0.8	du+ʔɨj	0	127	1430 1431	119	80	d u + ʔ ɨ j
773	person, human	ChaYeQing	duʔuj	duʔuj	d u + ʔ u j		2-49	1 7 9 1 7 6	AX_AXN	TY_HYJ	2	2.T.C 2.Y.V 2._._ 2.H.C 2.Y.V 2.J.c	2.0 1.5 0.0 2.0 1.5 0.8	du+ʔuj	0	127	1430 1431	119	80	d u + ʔ u j
774	person, human	GuangKa	taɁiː	taɁiː	t a + ʔ iː	ruma1248	1-49	1 7 9 1 7	AX_AX	TA_HI	4	4.T.C 4.A.V 4._._ 4.H.C 4.I.V	2.0 1.5 0.0 2.0 1.5	ta+ʔiː	0	45	1430 1431	119	80	t a + ʔ iː
775	person, human	MangBang	taɁiː	taɁiː	t a + ʔ iː	ruma1248	1-49	1 7 9 1 7	AX_AX	TA_HI	7	7.T.C 7.A.V 7._._ 7.H.C 7.I.V	2.0 1.5 0.0 2.0 1.5	ta+ʔiː	0	45	1430 1431	119	80	t a + ʔ iː
776	person, human	NanSang	taɁiː	taɁiː	t a + ʔ iː	ruma1248	1-49	1 7 9 1 7	AX_AX	TA_HI	11	11.T.C 11.A.V 11._._ 11.H.C 11.I.V	2.0 1.5 0.0 2.0 1.5	ta+ʔiː	0	45	1430 1431	119	80	t a + ʔ iː
65	rain	NamHsan	ʨuŋ	ʨuŋ	tɕ u ŋ		1-5	2 7 4	AXN	CYN	10	10.C.C 10.Y.V 10.N.c	2.0 1.5 0.8	tɕuŋ	0	46	1460	17	82	tɕ u ŋ
66	rain	KhunHawt	ʥoŋ	ʥoŋ	dʑ o ŋ		1-5	2 7 4	AXN	CUN	6	6.C.C 6.U.V 6.N.c	2.0 1.5 0.8	dʑoŋ	0	46	1460	17	82	dʑ o ŋ
67	rain	HtanHsan	ʥuːŋ	ʥuːŋ	dʑ uː ŋ		1-5	2 7 4	AXN	CYN	5	5.C.C 5.Y.V 5.N.c	2.0 1.5 0.8	dʑuːŋ	0	46	1460	17	82	dʑ uː ŋ
68	rain	PangKham	ɡlaːj	ɡlaːj	g l aː j		2-5	1 5 7 6	ACXN	KLAJ	14	14.K.C 14.L.C 14.A.V 14.J.c	2.0 1.5 1.5 0.8	glaːj	0	128	1459	18	81	g l aː j
69	rain	ManLoi	ɡlaːj	ɡlaːj	g l aː j		2-5	1 5 7 6	ACXN	KLAJ	8	8.K.C 8.L.C 8.A.V 8.J.c	2.0 1.5 1.5 0.8	glaːj	0	128	1459	18	81	g l aː j
70	rain	MengDan	ɡlaːj	ɡlaːj	g l aː j	khan1274	2-5	1 5 7 6	ACXN	KLAJ	9	9.K.C 9.L.C 9.A.V 9.J.c	2.0 1.5 1.5 0.8	glaːj	0	128	1459	18	81	g l aː j
71	rain	ChuDongGua	klaj	klaj	k l a j		2-5	1 5 7 6	ACXN	KLAJ	3	3.K.C 3.L.C 3.A.V 3.J.c	2.0 1.5 1.5 0.8	klaj	0	128	1459	18	81	k l a j
72	rain	XiangZhaiTang	ɡlaːj	ɡlaːj	g l aː j	ruma1248	2-5	1 5 7 6	ACXN	KLAJ	16	16.K.C 16.L.C 16.A.V 16.J.c	2.0 1.5 1.5 0.8	glaːj	0	128	1459	18	81	g l aː j
73	rain	PongNuea	ɡlaːj	ɡlaːj	g l aː j		2-5	1 5 7 6	ACXN	KLAJ	15	15.K.C 15.L.C 15.A.V 15.J.c	2.0 1.5 1.5 0.8	glaːj	0	128	1459	18	81	g l aː j
74	rain	NyaungGone	ɡlaj	ɡlaj	g l a j		2-5	1 5 7 6	ACXN	KLAJ	13	13.K.C 13.L.C 13.A.V 13.J.c	2.0 1.5 1.5 0.8	glaj	0	128	1459	18	81	g l a j
75	rain	NoeLae	ɡlaj	ɡlaj	g l a j		2-5	1 5 7 6	ACXN	KLAJ	12	12.K.C 12.L.C 12.A.V 12.J.c	2.0 1.5 1.5 0.8	glaj	0	128	1459	18	81	g l a j
76	rain	BanPaw	ɡlaj	ɡlaj	g l a j		2-5	1 5 7 6	ACXN	KLAJ	1	1.K.C 1.L.C 1.A.V 1.J.c	2.0 1.5 1.5 0.8	glaj	0	128	1459	18	81	g l a j
77	rain	ChaYeQing	ɡlaːj	ɡlaːj	g l aː j		2-5	1 5 7 6	ACXN	KLAJ	2	2.K.C 2.L.C 2.A.V 2.J.c	2.0 1.5 1.5 0.8	glaːj	0	128	1459	18	81	g l aː j
78	rain	GuangKa	klaːj	klaːj	k l aː j	ruma1248	2-5	1 5 7 6	ACXN	KLAJ	4	4.K.C 4.L.C 4.A.V 4.J.c	2.0 1.5 1.5 0.8	klaːj	0	128	1459	18	81	k l aː j
79	rain	MangBang	klaːj	klaːj	k l aː j	ruma1248	2-5	1 5 7 6	ACXN	KLAJ	7	7.K.C 7.L.C 7.A.V 7.J.c	2.0 1.5 1.5 0.8	klaːj	0	128	1459	18	81	k l aː j
80	rain	NanSang	klaːj	klaːj	k l aː j	ruma1248	2-5	1 5 7 6	ACXN	KLAJ	11	11.K.C 11.L.C 11.A.V 11.J.c	2.0 1.5 1.5 0.8	klaːj	0	128	1459	18	81	k l aː j
1347	right side	NamHsan	khɔn Ɂidam	khɔn Ɂidam	kʰ ɔ n + ʔ i + d a m		1-86	1 7 4 9 1 7 9 1 7 4	AXN_AX_AXN	KUN_HI_TAM	10	10.K.C 10.U.V 10.N.c 10._._ 10.H.C 10.I.V 10._._ 10.T.C 10.A.V 10.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	kʰɔn+ʔi+dam	0	86	1479 1478 1480	205	83	kʰ ɔ n + ʔ i + d a m
1348	right side	KhunHawt	khɔnnap	khɔnnap	kʰ ɔ n + n a p		2-86	1 7 4 9 4 7 1	AXN_AXN	KUN_NAP	6	6.K.C 6.U.V 6.N.c 6._._ 6.N.C 6.A.V 6.P.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kʰɔn+nap	0	151	1479 1477	206	83	kʰ ɔ n + n a p
1349	right side	HtanHsan	khɔnnap	khɔnnap	kʰ ɔ n + n a p		2-86	1 7 4 9 4 7 1	AXN_AXN	KUN_NAP	5	5.K.C 5.U.V 5.N.c 5._._ 5.N.C 5.A.V 5.P.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kʰɔn+nap	0	151	1479 1477	206	83	kʰ ɔ n + n a p
1350	right side	PangKham	ʔaʔɔh	ʔaʔɔh	ʔ a + ʔ ɔ h		3-86	1 7 9 1 7 3	AX_AXN	HA_HUH	14	14.H.C 14.A.V 14._._ 14.H.C 14.U.V 14.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+ʔɔh	0	187	1478 1476	207	83	ʔ a - + ʔ ɔ - - h
1351	right side	ManLoi	ʔaʔɔh	ʔaʔɔh	ʔ a + ʔ ɔ h		3-86	1 7 9 1 7 3	AX_AXN	HA_HUH	8	8.H.C 8.A.V 8._._ 8.H.C 8.U.V 8.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+ʔɔh	0	187	1478 1476	207	83	ʔ a - + ʔ ɔ - - h
1352	right side	MengDan	diŋʔaʔɔjh	diŋʔaʔɔjh	d i ŋ + ʔ a ʔ ɔi h	khan1274	3-86	1 7 4 9 1 7 1 7 3	AXN_AXBYN	TIN_HAHUH	9	9.T.C 9.I.V 9.N.c 9._._ 9.H.C 9.A.V 9.H.C 9.U.V 9.H.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	diŋ+ʔaʔɔih	0	187	1480 1476	208	83	d i ŋ + ʔ a ʔ ɔi h
1353	right side	ChuDongGua	dua?ɔjh	dua?ɔjh	d ua ʔ ɔi h		3-86	1 7 1 7 3	AXBYN	TYHUH	3	3.T.C 3.Y.V 3.H.C 3.U.V 3.H.c	2.0 1.5 1.75 1.3 0.8	duaʔɔih	0	187	1476	209	83	- - - - d ua ʔ ɔi h
1354	right side	XiangZhaiTang	naɁah	naɁah	n a + ʔ a h	ruma1248	4-86	4 7 9 1 7 3	AX_AXN	NA_HAH	16	16.N.C 16.A.V 16._._ 16.H.C 16.A.V 16.H.c	2.0 1.5 0.0 2.0 1.5 0.8	na+ʔah	0	204	1477 1476	210	83	n a + - - ʔ a h
1355	right side	PongNuea	ʔaʔah	ʔaʔah	ʔ a + ʔ a h		3-86	1 7 9 1 7 3	AX_AXN	HA_HAH	15	15.H.C 15.A.V 15._._ 15.H.C 15.A.V 15.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+ʔah	0	187	1478 1476	207	83	ʔ a - + ʔ a - - h
1356	right side	NyaungGone	ʔaʔăh	ʔaʔăh	ʔ a + ʔ a h		3-86	1 7 9 1 7 3	AX_AXN	HA_HAH	13	13.H.C 13.A.V 13._._ 13.H.C 13.A.V 13.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+ʔah	0	187	1478 1476	207	83	ʔ a - + ʔ a - - h
1357	right side	NoeLae	ɁaɁăh	ɁaɁăh	ʔ a ʔ a h		3-86	1 7 1 7 3	AXBYN	HAHAH	12	12.H.C 12.A.V 12.H.C 12.A.V 12.H.c	2.0 1.5 1.75 1.3 0.8	ʔaʔah	0	187	1476	209	83	- - - - ʔ a ʔ a h
1358	right side	BanPaw	naɁăh	naɁăh	n a ʔ a h		4-86	4 7 1 7 3	AXBYN	NAHAH	1	1.N.C 1.A.V 1.H.C 1.A.V 1.H.c	2.0 1.5 1.75 1.3 0.8	naʔah	0	204	1476	209	83	- - - n a ʔ a h
1359	right side	ChaYeQing	naʔeh	naʔeh	n a + ʔ e h		4-86	4 7 9 1 7 3	AX_AXN	NA_HEH	2	2.N.C 2.A.V 2._._ 2.H.C 2.E.V 2.H.c	2.0 1.5 0.0 2.0 1.5 0.8	na+ʔeh	0	204	1477 1476	210	83	n a + - - ʔ e h
