ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
474	head	NyaungGone	ɡɨn	ɡɨn	g ɨ n		1-30	1 7 4	AXN	KIN	13	13.K.C 13.I.V 13.N.c	2.0 1.5 0.8	gɨn	0	805	g ɨ n
475	head	NoeLae	ɡiɲ	ɡiɲ	g i ɲ		1-30	1 7 4	AXN	KIN	12	12.K.C 12.I.V 12.N.c	2.0 1.5 0.8	giɲ	0	805	g i ɲ
476	head	BanPaw	ɡɨɲ	ɡɨɲ	g ɨ ɲ		1-30	1 7 4	AXN	KIN	1	1.K.C 1.I.V 1.N.c	2.0 1.5 0.8	gɨɲ	0	805	g ɨ ɲ
477	head	ChaYeQing	ken	ken	k e n		1-30	1 7 4	AXN	KEN	2	2.K.C 2.E.V 2.N.c	2.0 1.5 0.8	ken	0	805	k e n
478	head	GuangKa	ken	ken	k e n	ruma1248	1-30	1 7 4	AXN	KEN	4	4.K.C 4.E.V 4.N.c	2.0 1.5 0.8	ken	0	805	k e n
479	head	MangBang	kən	kən	k ə n	ruma1248	1-30	1 7 4	AXN	KEN	7	7.K.C 7.E.V 7.N.c	2.0 1.5 0.8	kən	0	805	k ə n
480	head	NanSang	kən	kən	k ə n	ruma1248	1-30	1 7 4	AXN	KEN	11	11.K.C 11.E.V 11.N.c	2.0 1.5 0.8	kən	0	805	k ə n
609	heart	NamHsan	ble phәːm	ble phәːm	b l e + pʰ əː m		1-39	1 5 7 9 1 7 4	ACX_AXN	PLE_PEM	10	10.P.C 10.L.C 10.E.V 10._._ 10.P.C 10.E.V 10.M.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	ble+pʰəːm	0	825 828	b l e - + pʰ əː m
610	heart	KhunHawt	blej phә:m	blej phә:m	b l ei + pʰ əː m		1-39	1 5 7 9 1 7 4	ACX_AXN	PLE_PEM	6	6.P.C 6.L.C 6.E.V 6._._ 6.P.C 6.E.V 6.M.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	blei+pʰəːm	0	825 828	b l ei - + pʰ əː m
611	heart	HtanHsan	blej phәːm	blej phәːm	b l ei + pʰ əː m		1-39	1 5 7 9 1 7 4	ACX_AXN	PLE_PEM	5	5.P.C 5.L.C 5.E.V 5._._ 5.P.C 5.E.V 5.M.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	blei+pʰəːm	0	825 828	b l ei - + pʰ əː m
612	heart	PangKham	bleː phәːm	bleː phәːm	b l eː + pʰ əː m		1-39	1 5 7 9 1 7 4	ACX_AXN	PLE_PEM	14	14.P.C 14.L.C 14.E.V 14._._ 14.P.C 14.E.V 14.M.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	bleː+pʰəːm	0	825 828	b l eː - + pʰ əː m
613	heart	ManLoi	bleː phәːm	bleː phәːm	b l eː + pʰ əː m		1-39	1 5 7 9 1 7 4	ACX_AXN	PLE_PEM	8	8.P.C 8.L.C 8.E.V 8._._ 8.P.C 8.E.V 8.M.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	bleː+pʰəːm	0	825 828	b l eː - + pʰ əː m
614	heart	MengDan	bli nɔjh	bli nɔjh	b l i + n ɔi h	khan1274	2-39	1 5 7 9 4 7 3	ACX_AXN	PLI_NUH	9	9.P.C 9.L.C 9.I.V 9._._ 9.N.C 9.U.V 9.H.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	bli+nɔih	0	825 826	b l i - + n ɔi h
615	heart	ChuDongGua	nɔːj	nɔːj	n ɔː j		2-39	4 7 6	AXN	NUJ	3	3.N.C 3.U.V 3.J.c	2.0 1.5 0.8	nɔːj	0	826	n ɔː j
616	heart	XiangZhaiTang	blejnɔx	blejnɔx	b l ei + n ɔ x	ruma1248	2-39	1 5 7 9 4 7 3	ACX_AXN	PLE_NUG	16	16.P.C 16.L.C 16.E.V 16._._ 16.N.C 16.U.V 16.G.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	blei+nɔx	0	825 826	b l ei - + n ɔ x
617	heart	PongNuea	berɔː	berɔː	b e + r ɔː		3-39	1 7 9 5 7	AX_AX	PE_RU	15	15.P.C 15.E.V 15._._ 15.R.C 15.U.V	2.0 1.5 0.0 2.0 1.5	be+rɔː	0	828 830	b e - + r ɔː
618	heart	NoeLae	baraw	baraw	b a + r a w		3-39	1 7 9 5 7 6	AX_AXN	PA_RAW	12	12.P.C 12.A.V 12._._ 12.R.C 12.A.V 12.W.c	2.0 1.5 0.0 2.0 1.5 0.8	ba+raw	0	828 829	b a - + r a w
619	heart	BanPaw	mahujə	mahujə	m a + h u + j ə		4-39	4 7 9 3 7 9 6 7	AX_AX_AX	MA_HY_JE	1	1.M.C 1.A.V 1._._ 1.H.C 1.Y.V 1._._ 1.J.C 1.E.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	ma+hu+jə	0	822 823 824	m a + h u + j ə
620	heart	ChaYeQing	blɔːjnɔh	blɔːjnɔh	b l ɔː j + n ɔ h		2-39	1 5 7 6 9 4 7 3	ACXN_AXN	PLUJ_NUH	2	2.P.C 2.L.C 2.U.V 2.J.c 2._._ 2.N.C 2.U.V 2.H.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 0.8	blɔːj+nɔh	0	825 826	b l ɔː j + n ɔ h
621	heart	GuangKa	poŋ kənɔh	poŋ kənɔh	p o ŋ + k ə + n ɔ h	ruma1248	2-39	1 7 4 9 1 7 9 4 7 3	AXN_AX_AXN	PUN_KE_NUH	4	4.P.C 4.U.V 4.N.c 4._._ 4.K.C 4.E.V 4._._ 4.N.C 4.U.V 4.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	poŋ+kə+nɔh	0	825 827 826	p - o ŋ + k ə + n ɔ h
622	heart	MangBang	kənɔh	kənɔh	k ə + n ɔ h	ruma1248	2-39	1 7 9 4 7 3	AX_AXN	KE_NUH	7	7.K.C 7.E.V 7._._ 7.N.C 7.U.V 7.H.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+nɔh	0	827 826	k ə + n ɔ h
623	heart	NanSang	poŋkanɔh	poŋkanɔh	p o ŋ + k a + n ɔ h	ruma1248	2-39	1 7 4 9 1 7 9 4 7 3	AXN_AX_AXN	PUN_KA_NUH	11	11.P.C 11.U.V 11.N.c 11._._ 11.K.C 11.A.V 11._._ 11.N.C 11.U.V 11.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	poŋ+ka+nɔh	0	825 827 826	p - o ŋ + k a + n ɔ h
1507	heavy	NamHsan	ʥan	ʥan	dʑ a n		1-96	2 7 4	AXN	CAN	10	10.C.C 10.A.V 10.N.c	2.0 1.5 0.8	dʑan	0	855	dʑ a n
1508	heavy	KhunHawt	ʥan	ʥan	dʑ a n		1-96	2 7 4	AXN	CAN	6	6.C.C 6.A.V 6.N.c	2.0 1.5 0.8	dʑan	0	855	dʑ a n
1509	heavy	HtanHsan	ʥan	ʥan	dʑ a n		1-96	2 7 4	AXN	CAN	5	5.C.C 5.A.V 5.N.c	2.0 1.5 0.8	dʑan	0	855	dʑ a n
1510	heavy	PangKham	ʨan	ʨan	tɕ a n		1-96	2 7 4	AXN	CAN	14	14.C.C 14.A.V 14.N.c	2.0 1.5 0.8	tɕan	0	855	tɕ a n
1511	heavy	ManLoi	ʨɔn	ʨɔn	tɕ ɔ n		1-96	2 7 4	AXN	CUN	8	8.C.C 8.U.V 8.N.c	2.0 1.5 0.8	tɕɔn	0	855	tɕ ɔ n
1512	heavy	MengDan	ʨan	ʨan	tɕ a n	khan1274	1-96	2 7 4	AXN	CAN	9	9.C.C 9.A.V 9.N.c	2.0 1.5 0.8	tɕan	0	855	tɕ a n
1513	heavy	ChuDongGua	ʥɔːn	ʥɔːn	dʑ ɔː n		1-96	2 7 4	AXN	CUN	3	3.C.C 3.U.V 3.N.c	2.0 1.5 0.8	dʑɔːn	0	855	dʑ ɔː n
1514	heavy	XiangZhaiTang	ʨan	ʨan	tɕ a n	ruma1248	1-96	2 7 4	AXN	CAN	16	16.C.C 16.A.V 16.N.c	2.0 1.5 0.8	tɕan	0	855	tɕ a n
1515	heavy	PongNuea	ʨan	ʨan	tɕ a n		1-96	2 7 4	AXN	CAN	15	15.C.C 15.A.V 15.N.c	2.0 1.5 0.8	tɕan	0	855	tɕ a n
1516	heavy	NyaungGone	căn	căn	c ă n		1-96	1 7 4	AXN	CAN	13	13.C.C 13.A.V 13.N.c	2.0 1.5 0.8	căn	0	855	c ă n
1517	heavy	NoeLae	căn	căn	c ă n		1-96	1 7 4	AXN	CAN	12	12.C.C 12.A.V 12.N.c	2.0 1.5 0.8	căn	0	855	c ă n
1518	heavy	BanPaw	can	can	c a n		1-96	1 7 4	AXN	CAN	1	1.C.C 1.A.V 1.N.c	2.0 1.5 0.8	can	0	855	c a n
1519	heavy	ChaYeQing	ʥɔːn	ʥɔːn	dʑ ɔː n		1-96	2 7 4	AXN	CUN	2	2.C.C 2.U.V 2.N.c	2.0 1.5 0.8	dʑɔːn	1	855	dʑ ɔː n
1520	heavy	GuangKa	ʥɔn	ʥɔn	dʑ ɔ n	ruma1248	1-96	2 7 4	AXN	CUN	4	4.C.C 4.U.V 4.N.c	2.0 1.5 0.8	dʑɔn	0	855	dʑ ɔ n
1521	heavy	MangBang	ʥɔːn	ʥɔːn	dʑ ɔː n	ruma1248	1-96	2 7 4	AXN	CUN	7	7.C.C 7.U.V 7.N.c	2.0 1.5 0.8	dʑɔːn	1	855	dʑ ɔː n
1522	heavy	NanSang	ʥan	ʥan	dʑ a n	ruma1248	1-96	2 7 4	AXN	CAN	11	11.C.C 11.A.V 11.N.c	2.0 1.5 0.8	dʑan	0	855	dʑ a n
337	horn	NamHsan	nuŋ kraɁ	nuŋ kraɁ	n u ŋ + k r a ʔ		1-22	4 7 4 9 1 5 7 1	AXN_ACXN	NYN_KRAH	10	10.N.C 10.Y.V 10.N.c 10._._ 10.K.C 10.R.C 10.A.V 10.H.c	2.0 1.5 0.8 0.0 2.0 1.5 1.5 0.8	nuŋ+kraʔ	0	872 873	n u ŋ + k r a ʔ
338	horn	KhunHawt	nәŋ	nәŋ	n ə ŋ		1-22	4 7 4	AXN	NEN	6	6.N.C 6.E.V 6.N.c	2.0 1.5 0.8	nəŋ	0	872	n ə ŋ
339	horn	HtanHsan	nuk	nuk	n u k		1-22	4 7 1	AXN	NYK	5	5.N.C 5.Y.V 5.K.c	2.0 1.5 0.8	nuk	0	872	n u k
340	horn	PangKham	nɨŋ	nɨŋ	n ɨ ŋ		1-22	4 7 4	AXN	NIN	14	14.N.C 14.I.V 14.N.c	2.0 1.5 0.8	nɨŋ	0	872	n ɨ ŋ
341	horn	ManLoi	nuŋ	nuŋ	n u ŋ		1-22	4 7 4	AXN	NYN	8	8.N.C 8.Y.V 8.N.c	2.0 1.5 0.8	nuŋ	0	872	n u ŋ
342	horn	MengDan	nuŋ	nuŋ	n u ŋ	khan1274	1-22	4 7 4	AXN	NYN	9	9.N.C 9.Y.V 9.N.c	2.0 1.5 0.8	nuŋ	0	872	n u ŋ
343	horn	ChuDongGua	nuŋ	nuŋ	n u ŋ		1-22	4 7 4	AXN	NYN	3	3.N.C 3.Y.V 3.N.c	2.0 1.5 0.8	nuŋ	0	872	n u ŋ
344	horn	XiangZhaiTang	nɨŋ	nɨŋ	n ɨ ŋ	ruma1248	1-22	4 7 4	AXN	NIN	16	16.N.C 16.I.V 16.N.c	2.0 1.5 0.8	nɨŋ	0	872	n ɨ ŋ
345	horn	PongNuea	nɨŋ	nɨŋ	n ɨ ŋ		1-22	4 7 4	AXN	NIN	15	15.N.C 15.I.V 15.N.c	2.0 1.5 0.8	nɨŋ	0	872	n ɨ ŋ
346	horn	NyaungGone	nɨk	nɨk	n ɨ k		1-22	4 7 1	AXN	NIK	13	13.N.C 13.I.V 13.K.c	2.0 1.5 0.8	nɨk	0	872	n ɨ k
347	horn	NoeLae	nɨŋ	nɨŋ	n ɨ ŋ		1-22	4 7 4	AXN	NIN	12	12.N.C 12.I.V 12.N.c	2.0 1.5 0.8	nɨŋ	0	872	n ɨ ŋ
348	horn	BanPaw	nɨŋ	nɨŋ	n ɨ ŋ		1-22	4 7 4	AXN	NIN	1	1.N.C 1.I.V 1.N.c	2.0 1.5 0.8	nɨŋ	0	872	n ɨ ŋ
349	horn	ChaYeQing	nɨŋ	nɨŋ	n ɨ ŋ		1-22	4 7 4	AXN	NIN	2	2.N.C 2.I.V 2.N.c	2.0 1.5 0.8	nɨŋ	0	872	n ɨ ŋ
350	horn	GuangKa	nɨŋ	nɨŋ	n ɨ ŋ	ruma1248	1-22	4 7 4	AXN	NIN	4	4.N.C 4.I.V 4.N.c	2.0 1.5 0.8	nɨŋ	0	872	n ɨ ŋ
351	horn	MangBang	nɨŋ	nɨŋ	n ɨ ŋ	ruma1248	1-22	4 7 4	AXN	NIN	7	7.N.C 7.I.V 7.N.c	2.0 1.5 0.8	nɨŋ	0	872	n ɨ ŋ
352	horn	NanSang	nɨŋ	nɨŋ	n ɨ ŋ	ruma1248	1-22	4 7 4	AXN	NIN	11	11.N.C 11.I.V 11.N.c	2.0 1.5 0.8	nɨŋ	0	872	n ɨ ŋ
1204	hunt	NamHsan	biam	biam	b ia m		1-77	1 7 4	AXN	PIM	10	10.P.C 10.I.V 10.M.c	2.0 1.5 0.8	biam	0	891	b - ia m
1205	hunt	KhunHawt	koh priː	koh priː	k o h + p r iː		2-77	1 7 3 9 1 5 7	AXN_ACX	KUH_PRI	6	6.K.C 6.U.V 6.H.c 6._._ 6.P.C 6.R.C 6.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5	koh+priː	0	893 891	k - o h + p r iː -
1206	hunt	HtanHsan	luaŋbrej	luaŋbrej	l ua ŋ + b r e j		3-77	5 7 4 9 1 5 7 6	AXN_ACXN	LYN_PREJ	5	5.L.C 5.Y.V 5.N.c 5._._ 5.P.C 5.R.C 5.E.V 5.J.c	2.0 1.5 0.8 0.0 2.0 1.5 1.5 0.8	luaŋ+brej	0	892 891	l ua ŋ + b r e j
1207	hunt	PangKham	kuh praj	kuh praj	k u h + p r a j		2-77	1 7 3 9 1 5 7 6	AXN_ACXN	KYH_PRAJ	14	14.K.C 14.Y.V 14.H.c 14._._ 14.P.C 14.R.C 14.A.V 14.J.c	2.0 1.5 0.8 0.0 2.0 1.5 1.5 0.8	kuh+praj	0	893 891	k - u h + p r a j
1208	hunt	ManLoi	khrɔh praj	khrɔh praj	kʰ r ɔ h + p r a j		2-77	1 5 7 3 9 1 5 7 6	ACXN_ACXN	KRUH_PRAJ	8	8.K.C 8.R.C 8.U.V 8.H.c 8._._ 8.P.C 8.R.C 8.A.V 8.J.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 1.5 0.8	kʰrɔh+praj	0	893 891	kʰ r ɔ h + p r a j
1209	hunt	MengDan	lip riŋ	lip riŋ	l i p + r i ŋ	khan1274	3-77	5 7 1 9 5 7 4	AXN_AXN	LIP_RIN	9	9.L.C 9.I.V 9.P.c 9._._ 9.R.C 9.I.V 9.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	lip+riŋ	0	892 891	l i p + - r i ŋ
1210	hunt	ChuDongGua	klɔː brai	klɔː brai	k l ɔː + b r a j		2-77	1 5 7 9 1 5 7 6	ACX_ACXN	KLU_PRAJ	3	3.K.C 3.L.C 3.U.V 3._._ 3.P.C 3.R.C 3.A.V 3.J.c	2.0 1.5 1.5 0.0 2.0 1.5 1.5 0.8	klɔː+braj	0	893 891	k l ɔː - + b r a j
1211	hunt	XiangZhaiTang	lɨpprɛː	lɨpprɛː	l ɨ p + p r ɛː	ruma1248	4-77	5 7 1 9 1 5 7	AXN_ACX	LIP_PRE	16	16.L.C 16.I.V 16.P.c 16._._ 16.P.C 16.R.C 16.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.5	lɨp+prɛː	0	892 891	l ɨ p + p r ɛː -
1212	hunt	PongNuea	ŋauh	ŋauh	ŋ au h		5-77	4 7 3	AXN	NAH	15	15.N.C 15.A.V 15.H.c	2.0 1.5 0.8	ŋauh	0	897	ŋ au h
1213	hunt	NyaungGone	lɛ khɛ prɛ	lɛ khɛ prɛ	l ɛ + kʰ ɛ + p r ɛ		6-77	5 7 9 1 7 9 1 5 7	AX_AX_ACX	LE_KE_PRE	13	13.L.C 13.E.V 13._._ 13.K.C 13.E.V 13._._ 13.P.C 13.R.C 13.E.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5 1.5	lɛ+kʰɛ+prɛ	0	892 896 891	l ɛ - + kʰ ɛ + p r ɛ -
1214	hunt	NoeLae	lɛ prɛ	lɛ prɛ	l ɛ + p r ɛ		6-77	5 7 9 1 5 7	AX_ACX	LE_PRE	12	12.L.C 12.E.V 12._._ 12.P.C 12.R.C 12.E.V	2.0 1.5 0.0 2.0 1.5 1.5	lɛ+prɛ	0	892 891	l ɛ - + p r ɛ -
1215	hunt	BanPaw	ba prɛ	ba prɛ	b a + p r ɛ		6-77	1 7 9 1 5 7	AX_ACX	PA_PRE	1	1.P.C 1.A.V 1._._ 1.P.C 1.R.C 1.E.V	2.0 1.5 0.0 2.0 1.5 1.5	ba+prɛ	0	890 891	b a + p r ɛ -
1216	hunt	ChaYeQing	ləp bjaj	ləp bjaj	l ə p + b ia j		4-77	5 7 1 9 1 7 6	AXN_AXN	LEP_PIJ	2	2.L.C 2.E.V 2.P.c 2._._ 2.P.C 2.I.V 2.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ləp+biaj	0	892 891	l ə p + b - ia j
1217	hunt	GuangKa	pai toː	pai toː	p ai + t oː	ruma1248	7-77	1 7 9 1 7	AX_AX	PA_TU	4	4.P.C 4.A.V 4._._ 4.T.C 4.U.V	2.0 1.5 0.0 2.0 1.5	pai+toː	0	891 894	p - ai - + t oː
1218	hunt	MangBang	lɛː	lɛː	l ɛː	ruma1248	8-77	5 7	AX	LE	7	7.L.C 7.E.V	2.0 1.5	lɛː	0	892	l ɛː -
<<<<<<< HEAD
1219	hunt	NanSang	jɨtoː	jɨtoː	j ɨ + t oː	ruma1248	9-77	6 7 9 1 7	AX_AX	JI_TU	11	11.J.C 11.I.V 11._._ 11.T.C 11.U.V	2.0 1.5 0.0 2.0 1.5	jɨ+toː	0	895 894	j ɨ + t oː
639	intestines	MengDan	rɔːn ʔiar	rɔːn ʔiar	r ɔː n + ʔ ia r	khan1274	1-41	5 7 4 9 1 7 5	AXN_AXN	RUN_HIR	9	9.R.C 9.U.V 9.N.c 9._._ 9.H.C 9.I.V 9.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	rɔːn+ʔiar	0	921 925	r ɔː n + ʔ ia r
640	intestines	ChuDongGua	rɔːn	rɔːn	r ɔː n		1-41	5 7 4	AXN	RUN	3	3.R.C 3.U.V 3.N.c	2.0 1.5 0.8	rɔːn	0	921	r ɔː n
641	intestines	XiangZhaiTang	vac	vac	v a c	ruma1248	2-41	3 7 1	AXN	BAC	16	16.B.C 16.A.V 16.C.c	2.0 1.5 0.8	vac	1	922	- v a c
642	intestines	PongNuea	ɲɔŋ vaic	ɲɔŋ vaic	ɲ ɔ ŋ + v ai c		2-41	4 7 4 9 3 7 1	AXN_AXN	NUN_BAC	15	15.N.C 15.U.V 15.N.c 15._._ 15.B.C 15.A.V 15.C.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ɲɔŋ+vaic	0	921 922	ɲ ɔ ŋ + - v ai c
643	intestines	NyaungGone	ɲɔŋ vat	ɲɔŋ vat	ɲ ɔ ŋ + v a t		2-41	4 7 4 9 3 7 1	AXN_AXN	NUN_BAT	13	13.N.C 13.U.V 13.N.c 13._._ 13.B.C 13.A.V 13.T.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ɲɔŋ+vat	0	921 922	ɲ ɔ ŋ + - v a t
644	intestines	NoeLae	ɲɔŋ vac	ɲɔŋ vac	ɲ ɔ ŋ + v a c		2-41	4 7 4 9 3 7 1	AXN_AXN	NUN_BAC	12	12.N.C 12.U.V 12.N.c 12._._ 12.B.C 12.A.V 12.C.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ɲɔŋ+vac	0	921 922	ɲ ɔ ŋ + - v a c
645	intestines	BanPaw	ɲɔŋ văt	ɲɔŋ văt	ɲ ɔ ŋ + v ă t		2-41	4 7 4 9 3 7 1	AXN_AXN	NUN_BAT	1	1.N.C 1.U.V 1.N.c 1._._ 1.B.C 1.A.V 1.T.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ɲɔŋ+văt	0	921 922	ɲ ɔ ŋ + - v ă t
646	intestines	ChaYeQing	khəɣan	khəɣan	kʰ ə + ɣ a n		3-41	1 7 9 3 7 4	AX_AXN	KE_GAN	2	2.K.C 2.E.V 2._._ 2.G.C 2.A.V 2.N.c	2.0 1.5 0.0 2.0 1.5 0.8	kʰə+ɣan	0	923 921	kʰ ə + ɣ a n
647	intestines	MangBang	sɔnvat	sɔnvat	s ɔ + n v a t	ruma1248	2-41	3 7 9 4 3 7 1	AX_ACYN	SU_NBAT	7	7.S.C 7.U.V 7._._ 7.N.C 7.B.C 7.A.V 7.T.c	2.0 1.5 0.0 2.0 1.5 1.3 0.8	sɔ+nvat	0	924 922	s ɔ + n v a t
648	intestines	NanSang	sɔnvat	sɔnvat	s ɔ + n v a t	ruma1248	2-41	3 7 9 4 3 7 1	AX_ACYN	SU_NBAT	11	11.S.C 11.U.V 11._._ 11.N.C 11.B.C 11.A.V 11.T.c	2.0 1.5 0.0 2.0 1.5 1.3 0.8	sɔ+nvat	0	924 922	s ɔ + n v a t
1220	kill	NamHsan	biam	biam	b ia m		1-78	1 7 4	AXN	PIM	10	10.P.C 10.I.V 10.M.c	2.0 1.5 0.8	biam	1	941	b ia m
1221	kill	KhunHawt	piam	piam	p ia m		1-78	1 7 4	AXN	PIM	6	6.P.C 6.I.V 6.M.c	2.0 1.5 0.8	piam	0	941	p ia m
1222	kill	HtanHsan	ɓiam	ɓiam	ɓ ia m		1-78	1 7 4	AXN	PIM	5	5.P.C 5.I.V 5.M.c	2.0 1.5 0.8	ɓiam	0	941	ɓ ia m
1223	kill	PangKham	ŋɔh	ŋɔh	ŋ ɔ h		2-78	4 7 3	AXN	NUH	14	14.N.C 14.U.V 14.H.c	2.0 1.5 0.8	ŋɔh	0	940	ŋ ɔ h
1224	kill	ManLoi	ŋah	ŋah	ŋ a h		2-78	4 7 3	AXN	NAH	8	8.N.C 8.A.V 8.H.c	2.0 1.5 0.8	ŋah	0	940	ŋ a h
1225	kill	MengDan	ŋah	ŋah	ŋ a h	khan1274	2-78	4 7 3	AXN	NAH	9	9.N.C 9.A.V 9.H.c	2.0 1.5 0.8	ŋah	0	940	ŋ a h
1226	kill	ChuDongGua	ŋah	ŋah	ŋ a h		2-78	4 7 3	AXN	NAH	3	3.N.C 3.A.V 3.H.c	2.0 1.5 0.8	ŋah	0	940	ŋ a h
1227	kill	XiangZhaiTang	ŋɔh	ŋɔh	ŋ ɔ h	ruma1248	2-78	4 7 3	AXN	NUH	16	16.N.C 16.U.V 16.H.c	2.0 1.5 0.8	ŋɔh	0	940	ŋ ɔ h
1228	kill	PongNuea	ŋauh	ŋauh	ŋ au h		2-78	4 7 3	AXN	NAH	15	15.N.C 15.A.V 15.H.c	2.0 1.5 0.8	ŋauh	1	940	ŋ au h
1229	kill	NyaungGone	ŋauh	ŋauh	ŋ au h		2-78	4 7 3	AXN	NAH	13	13.N.C 13.A.V 13.H.c	2.0 1.5 0.8	ŋauh	0	940	ŋ au h
1230	kill	NoeLae	ŋauh	ŋauh	ŋ au h		2-78	4 7 3	AXN	NAH	12	12.N.C 12.A.V 12.H.c	2.0 1.5 0.8	ŋauh	0	940	ŋ au h
1231	kill	BanPaw	ŋauh	ŋauh	ŋ au h		2-78	4 7 3	AXN	NAH	1	1.N.C 1.A.V 1.H.c	2.0 1.5 0.8	ŋauh	0	940	ŋ au h
1232	kill	ChaYeQing	ŋɔh	ŋɔh	ŋ ɔ h		2-78	4 7 3	AXN	NUH	2	2.N.C 2.U.V 2.H.c	2.0 1.5 0.8	ŋɔh	0	940	ŋ ɔ h
1233	kill	GuangKa	ŋai?	ŋai?	ŋ ai ʔ	ruma1248	3-78	4 7 1	AXN	NAH	4	4.N.C 4.A.V 4.H.c	2.0 1.5 0.8	ŋaiʔ	0	940	ŋ ai ʔ
1234	kill	MangBang	ŋaj	ŋaj	ŋ a j	ruma1248	3-78	4 7 6	AXN	NAJ	7	7.N.C 7.A.V 7.J.c	2.0 1.5 0.8	ŋaj	1	940	ŋ a j
1235	kill	NanSang	ŋai	ŋai	ŋ a j	ruma1248	3-78	4 7 6	AXN	NAJ	11	11.N.C 11.A.V 11.J.c	2.0 1.5 0.8	ŋaj	0	940	ŋ a j
998	know	NamHsan	nap	nap	n a p		1-64	4 7 1	AXN	NAP	10	10.N.C 10.A.V 10.P.c	2.0 1.5 0.8	nap	0	957	n a p
999	know	KhunHawt	nap	nap	n a p		1-64	4 7 1	AXN	NAP	6	6.N.C 6.A.V 6.P.c	2.0 1.5 0.8	nap	0	957	n a p
1000	know	HtanHsan	nap	nap	n a p		1-64	4 7 1	AXN	NAP	5	5.N.C 5.A.V 5.P.c	2.0 1.5 0.8	nap	0	957	n a p
1001	know	PangKham	nap	nap	n a p		1-64	4 7 1	AXN	NAP	14	14.N.C 14.A.V 14.P.c	2.0 1.5 0.8	nap	0	957	n a p
1002	know	ManLoi	naɁ	naɁ	n a ʔ		1-64	4 7 1	AXN	NAH	8	8.N.C 8.A.V 8.H.c	2.0 1.5 0.8	naʔ	0	958	n a ʔ
1003	know	MengDan	nap	nap	n a p	khan1274	1-64	4 7 1	AXN	NAP	9	9.N.C 9.A.V 9.P.c	2.0 1.5 0.8	nap	0	957	n a p
1004	know	ChuDongGua	nap	nap	n a p		1-64	4 7 1	AXN	NAP	3	3.N.C 3.A.V 3.P.c	2.0 1.5 0.8	nap	0	957	n a p
1005	know	XiangZhaiTang	nap	nap	n a p	ruma1248	1-64	4 7 1	AXN	NAP	16	16.N.C 16.A.V 16.P.c	2.0 1.5 0.8	nap	0	957	n a p
1006	know	PongNuea	nap	nap	n a p		1-64	4 7 1	AXN	NAP	15	15.N.C 15.A.V 15.P.c	2.0 1.5 0.8	nap	0	957	n a p
1007	know	NyaungGone	năp	năp	n ă p		1-64	4 7 1	AXN	NAP	13	13.N.C 13.A.V 13.P.c	2.0 1.5 0.8	năp	0	957	n ă p
1008	know	NoeLae	năp	năp	n ă p		1-64	4 7 1	AXN	NAP	12	12.N.C 12.A.V 12.P.c	2.0 1.5 0.8	năp	0	957	n ă p
1009	know	BanPaw	năp	năp	n ă p		1-64	4 7 1	AXN	NAP	1	1.N.C 1.A.V 1.P.c	2.0 1.5 0.8	năp	0	957	n ă p
1010	know	ChaYeQing	nɔʔ	nɔʔ	n ɔ ʔ		2-64	4 7 1	AXN	NUH	2	2.N.C 2.U.V 2.H.c	2.0 1.5 0.8	nɔʔ	0	958	n ɔ ʔ
1011	know	GuangKa	nɔːʔ	nɔːʔ	n ɔː ʔ	ruma1248	2-64	4 7 1	AXN	NUH	4	4.N.C 4.U.V 4.H.c	2.0 1.5 0.8	nɔːʔ	0	958	n ɔː ʔ
1012	know	MangBang	nɔːʔ	nɔːʔ	n ɔː ʔ	ruma1248	2-64	4 7 1	AXN	NUH	7	7.N.C 7.U.V 7.H.c	2.0 1.5 0.8	nɔːʔ	0	958	n ɔː ʔ
