ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
458	29_louse	louse	NyaungGone	Nyaung Gone	masɛ	masɛ	m a s ɛ		1392	20.635025	96.545772		4 7 3 7	AXBZ	MASE	13	13.M.C 13.A.V 13.S.C 13.E.V	2.0 1.5 1.75 0.8	masɛ	0	944	m a s ɛ -
459	29_louse	louse	NoeLae	Noe Lae	masɛ	masɛ	m a s ɛ		1392	19.941803	99.044742		4 7 3 7	AXBZ	MASE	12	12.M.C 12.A.V 12.S.C 12.E.V	2.0 1.5 1.75 0.8	masɛ	0	944	m a s ɛ -
460	29_louse	louse	BanPaw	Ban Paw	masɛ	masɛ	m a s ɛ		1392	21.311225	99.557550		4 7 3 7	AXBZ	MASE	1	1.M.C 1.A.V 1.S.C 1.E.V	2.0 1.5 1.75 0.8	masɛ	0	944	m a s ɛ -
461	29_louse	louse	ChaYeQing	Cha Ye Qing	masaj	masaj	m a s a j		1392	24.305717	98.463661		4 7 3 7 6	AXBYN	MASAJ	2	2.M.C 2.A.V 2.S.C 2.A.V 2.J.c	2.0 1.5 1.75 1.3 0.8	masaj	0	944	m a s a j
462	29_louse	louse	GuangKa	Guang Ka	saj	saj	s a j	ruma1248	1392	24.065714	97.796281		3 7 6	AXN	SAJ	4	4.S.C 4.A.V 4.J.c	2.0 1.5 0.8	saj	0	945	s a - j
463	29_louse	louse	MangBang	Mang Bang	saj	saj	s a j	ruma1248	1392	24.416392	98.399078		3 7 6	AXN	SAJ	7	7.S.C 7.A.V 7.J.c	2.0 1.5 0.8	saj	0	945	s a - j
464	29_louse	louse	NanSang	Nan Sang	saiɁ	saiɁ	s a i ʔ	ruma1248	1392	24.019728	97.819736		3 7 7 1	AXYN	SAIH	11	11.S.C 11.A.V 11.I.V 11.H.c	2.0 1.5 1.3 0.8	saiʔ	0	945	s a i ʔ
1302	83_many	many	NamHsan	Namhsan	bram	bram	b r a m		1198	22.965064	97.163239		1 5 7 4	ACXN	PRAM	10	10.P.C 10.R.C 10.A.V 10.M.c	2.0 1.5 1.5 0.8	bram	0	962	b r a m
1303	83_many	many	KhunHawt	Khun Hawt	sәp,	sәp	s ə p		1198	22.965064	97.163239		3 7 1	AXN	SEP	6	6.S.C 6.E.V 6.P.c	2.0 1.5 0.8	səp	0	964	s ə p
1304	83_many	many	HtanHsan	Htan Hsan	pәrʨәɯ	pәrʨәɯ	p ə r tɕ ə ɯ		1198	22.675133	97.289942		1 7 5 2 7 7	AXMBYZ	PERCEI	5	5.P.C 5.E.V 5.R.c 5.C.C 5.E.V 5.I.V	2.0 1.5 1.1 1.75 1.3 0.8	pərtɕəɯ	0	963	p ə r tɕ ə ɯ
1305	83_many	many	PangKham	Pangkham	rian	rian	r i a n		1198	22.672097	97.161167		5 7 7 4	AXYN	RIAN	14	14.R.C 14.I.V 14.A.V 14.N.c	2.0 1.5 1.3 0.8	rian	0	965	r i a n
1306	83_many	many	ManLoi	Man Loi	rian	rian	r i a n		1198	22.636019	97.139264		5 7 7 4	AXYN	RIAN	8	8.R.C 8.I.V 8.A.V 8.N.c	2.0 1.5 1.3 0.8	rian	0	965	r i a n
1307	83_many	many	MengDan	Meng Dan	bram	bram	b r a m	khan1274	1198	24.296522	98.379886		1 5 7 4	ACXN	PRAM	9	9.P.C 9.R.C 9.A.V 9.M.c	2.0 1.5 1.5 0.8	bram	0	962	b r a m
1308	83_many	many	ChuDongGua	Chu Dong Gua	bram	bram	b r a m		1198	24.330889	98.393125		1 5 7 4	ACXN	PRAM	3	3.P.C 3.R.C 3.A.V 3.M.c	2.0 1.5 1.5 0.8	bram	0	962	b r a m
1309	83_many	many	NyaungGone	Nyaung Gone	kɨn	kɨn	k ɨ n		1198	20.635025	96.545772		1 7 4	AXN	KIN	13	13.K.C 13.I.V 13.N.c	2.0 1.5 0.8	kɨn	0	961	k ɨ n
1310	83_many	many	NoeLae	Noe Lae	kɨn	kɨn	k ɨ n		1198	19.941803	99.044742		1 7 4	AXN	KIN	12	12.K.C 12.I.V 12.N.c	2.0 1.5 0.8	kɨn	0	961	k ɨ n
1311	83_many	many	BanPaw	Ban Paw	kɨn	kɨn	k ɨ n		1198	21.311225	99.557550		1 7 4	AXN	KIN	1	1.K.C 1.I.V 1.N.c	2.0 1.5 0.8	kɨn	0	961	k ɨ n
1312	83_many	many	ChaYeQing	Cha Ye Qing	ɡɨn	ɡɨn	g ɨ n		1198	24.305717	98.463661		1 7 4	AXN	KIN	2	2.K.C 2.I.V 2.N.c	2.0 1.5 0.8	gɨn	0	961	g ɨ n
1313	83_many	many	GuangKa	Guang Ka	ɡɨn	ɡɨn	g ɨ n	ruma1248	1198	24.065714	97.796281		1 7 4	AXN	KIN	4	4.K.C 4.I.V 4.N.c	2.0 1.5 0.8	gɨn	0	961	g ɨ n
1314	83_many	many	MangBang	Mang Bang	ɡɨn	ɡɨn	g ɨ n	ruma1248	1198	24.416392	98.399078		1 7 4	AXN	KIN	7	7.K.C 7.I.V 7.N.c	2.0 1.5 0.8	gɨn	0	961	g ɨ n
1315	83_many	many	NanSang	Nan Sang	kɨn	kɨn	k ɨ n	ruma1248	1198	24.019728	97.819736		1 7 4	AXN	KIN	11	11.K.C 11.I.V 11.N.c	2.0 1.5 0.8	kɨn	0	961	k ɨ n
17	2_moon	moon	NamHsan	Namhsan	blaŋkiәːr	blaŋkiәːr	b l a ŋ k i əː r		1313	22.965064	97.163239		1 5 7 4 1 7 7 5	ACXMBYYN	PLANKIER	10	10.P.C 10.L.C 10.A.V 10.N.c 10.K.C 10.I.V 10.E.V 10.R.c	2.0 1.5 1.5 1.1 1.75 1.3 1.3 0.8	blaŋkiəːr	0	978	b l a ŋ k - i əː r
18	2_moon	moon	KhunHawt	Khun Hawt	paŋkia	paŋkia	p a ŋ k i a		1313	22.965064	97.163239		1 7 4 1 7 7	AXMBYZ	PANKIA	6	6.P.C 6.A.V 6.N.c 6.K.C 6.I.V 6.A.V	2.0 1.5 1.1 1.75 1.3 0.8	paŋkia	0	978	p - a ŋ k - i a -
19	2_moon	moon	HtanHsan	Htan Hsan	baŋkia	baŋkia	b a ŋ k i a		1313	22.675133	97.289942		1 7 4 1 7 7	AXMBYZ	PANKIA	5	5.P.C 5.A.V 5.N.c 5.K.C 5.I.V 5.A.V	2.0 1.5 1.1 1.75 1.3 0.8	baŋkia	0	978	b - a ŋ k - i a -
20	2_moon	moon	PangKham	Pangkham	blaŋɡian	blaŋɡian	b l a ŋ g i a n		1313	22.672097	97.161167		1 5 7 4 1 7 7 4	ACXMBYYN	PLANKIAN	14	14.P.C 14.L.C 14.A.V 14.N.c 14.K.C 14.I.V 14.A.V 14.N.c	2.0 1.5 1.5 1.1 1.75 1.3 1.3 0.8	blaŋgian	0	978	b l a ŋ g - i a n
21	2_moon	moon	ManLoi	Man Loi	blaŋɡiaː	blaŋɡiaː	b l a ŋ g i aː		1313	22.636019	97.139264		1 5 7 4 1 7 7	ACXMBYZ	PLANKIA	8	8.P.C 8.L.C 8.A.V 8.N.c 8.K.C 8.I.V 8.A.V	2.0 1.5 1.5 1.1 1.75 1.3 0.8	blaŋgiaː	0	978	b l a ŋ g - i aː -
22	2_moon	moon	MengDan	Meng Dan	blaŋɡiar	blaŋɡiar	b l a ŋ g i a r	khan1274	1313	24.296522	98.379886		1 5 7 4 1 7 7 5	ACXMBYYN	PLANKIAR	9	9.P.C 9.L.C 9.A.V 9.N.c 9.K.C 9.I.V 9.A.V 9.R.c	2.0 1.5 1.5 1.1 1.75 1.3 1.3 0.8	blaŋgiar	0	978	b l a ŋ g - i a r
23	2_moon	moon	ChuDongGua	Chu Dong Gua	blaŋkiar	blaŋkiar	b l a ŋ k i a r		1313	24.330889	98.393125		1 5 7 4 1 7 7 5	ACXMBYYN	PLANKIAR	3	3.P.C 3.L.C 3.A.V 3.N.c 3.K.C 3.I.V 3.A.V 3.R.c	2.0 1.5 1.5 1.1 1.75 1.3 1.3 0.8	blaŋkiar	0	978	b l a ŋ k - i a r
24	2_moon	moon	XiangZhaiTang	Xiang Zhai Tang	məɡian	məɡian	m ə g i a n	ruma1248	1313	24.323819	98.556639		4 7 1 7 7 4	AXBYYN	MEKIAN	16	16.M.C 16.E.V 16.K.C 16.I.V 16.A.V 16.N.c	2.0 1.5 1.75 1.3 1.3 0.8	məgian	0	976	m ə g i a n
25	2_moon	moon	PongNuea	Pong Nuea	maɡian	maɡian	m a g i a n		1313	20.321525	99.866817		4 7 1 7 7 4	AXBYYN	MAKIAN	15	15.M.C 15.A.V 15.K.C 15.I.V 15.A.V 15.N.c	2.0 1.5 1.75 1.3 1.3 0.8	magian	0	976	m a g i a n
26	2_moon	moon	NyaungGone	Nyaung Gone	maɡian	maɡian	m a g i a n		1313	20.635025	96.545772		4 7 1 7 7 4	AXBYYN	MAKIAN	13	13.M.C 13.A.V 13.K.C 13.I.V 13.A.V 13.N.c	2.0 1.5 1.75 1.3 1.3 0.8	magian	0	976	m a g i a n
27	2_moon	moon	NoeLae	Noe Lae	maɡian	maɡian	m a g i a n		1313	19.941803	99.044742		4 7 1 7 7 4	AXBYYN	MAKIAN	12	12.M.C 12.A.V 12.K.C 12.I.V 12.A.V 12.N.c	2.0 1.5 1.75 1.3 1.3 0.8	magian	0	976	m a g i a n
28	2_moon	moon	BanPaw	Ban Paw	maɡian	maɡian	m a g i a n		1313	21.311225	99.557550		4 7 1 7 7 4	AXBYYN	MAKIAN	1	1.M.C 1.A.V 1.K.C 1.I.V 1.A.V 1.N.c	2.0 1.5 1.75 1.3 1.3 0.8	magian	0	976	m a g i a n
29	2_moon	moon	ChaYeQing	Cha Ye Qing	lənlaːw	lənlaːw	l ə n l aː w		1313	24.305717	98.463661		5 7 4 5 7 6	AXBCYN	LENLAW	2	2.L.C 2.E.V 2.N.C 2.L.C 2.A.V 2.W.c	2.0 1.5 1.75 1.5 1.3 0.8	lənlaːw	0	977	l ə n l aː w
30	2_moon	moon	GuangKa	Guang Ka	pakjəː	pakjəː	p a k j əː	ruma1248	1313	24.065714	97.796281		1 7 1 6 7	AXBCZ	PAKJE	4	4.P.C 4.A.V 4.K.C 4.J.C 4.E.V	2.0 1.5 1.75 1.5 0.8	pakjəː	0	978	p - a - k j - əː -
31	2_moon	moon	MangBang	Mang Bang	pakjəː	pakjəː	p a k j əː	ruma1248	1313	24.416392	98.399078		1 7 1 6 7	AXBCZ	PAKJE	7	7.P.C 7.A.V 7.K.C 7.J.C 7.E.V	2.0 1.5 1.75 1.5 0.8	pakjəː	0	978	p - a - k j - əː -
32	2_moon	moon	NanSang	Nan Sang	pakjəː	pakjəː	p a k j əː	ruma1248	1313	24.019728	97.819736		1 7 1 6 7	AXBCZ	PAKJE	11	11.P.C 11.A.V 11.K.C 11.J.C 11.E.V	2.0 1.5 1.75 1.5 0.8	pakjəː	0	978	p - a - k j - əː -
177	12_mountain	mountain	NamHsan	Namhsan	sur	sur	s u r		639	22.965064	97.163239		3 7 5	AXN	SYR	10	10.S.C 10.Y.V 10.R.c	2.0 1.5 0.8	sur	0	994	s u r
178	12_mountain	mountain	KhunHawt	Khun Hawt	sor	sor	s o r		639	22.965064	97.163239		3 7 5	AXN	SUR	6	6.S.C 6.U.V 6.R.c	2.0 1.5 0.8	sor	0	994	s o r
179	12_mountain	mountain	HtanHsan	Htan Hsan	sur̥	sur̥	s u r̥		639	22.675133	97.289942		3 7 5	AXN	SYR	5	5.S.C 5.Y.V 5.R.c	2.0 1.5 0.8	sur̥	0	994	s u r̥
180	12_mountain	mountain	PangKham	Pangkham	ŋɔːt	ŋɔːt	ŋ ɔː t		639	22.672097	97.161167		4 7 1	AXN	NUT	14	14.N.C 14.U.V 14.T.c	2.0 1.5 0.8	ŋɔːt	0	993	ŋ ɔː - - - t
181	12_mountain	mountain	ManLoi	Man Loi	ŋauɁ	ŋauɁ	ŋ a u ʔ		639	22.636019	97.139264		4 7 7 1	AXYN	NAYH	8	8.N.C 8.A.V 8.Y.V 8.H.c	2.0 1.5 1.3 0.8	ŋauʔ	0	995	ŋ a u ʔ
182	12_mountain	mountain	MengDan	Meng Dan	sul	sul	s u l	khan1274	639	24.296522	98.379886		3 7 5	AXN	SYL	9	9.S.C 9.Y.V 9.L.c	2.0 1.5 0.8	sul	0	994	s u l
183	12_mountain	mountain	ChuDongGua	Chu Dong Gua	kədiaŋ	kədiaŋ	k ə d i a ŋ		639	24.330889	98.393125		1 7 1 7 7 4	AXBYYN	KETIAN	3	3.K.C 3.E.V 3.T.C 3.I.V 3.A.V 3.N.c	2.0 1.5 1.75 1.3 1.3 0.8	kədiaŋ	0	993	k ə d i a ŋ
184	12_mountain	mountain	XiangZhaiTang	Xiang Zhai Tang	nɔn	nɔn	n ɔ n	ruma1248	639	24.323819	98.556639		4 7 4	AXN	NUN	16	16.N.C 16.U.V 16.N.c	2.0 1.5 0.8	nɔn	0	993	n ɔ - - - n
185	12_mountain	mountain	PongNuea	Pong Nuea	nɔːn	nɔːn	n ɔː n		639	20.321525	99.866817		4 7 4	AXN	NUN	15	15.N.C 15.U.V 15.N.c	2.0 1.5 0.8	nɔːn	0	993	n ɔː - - - n
186	12_mountain	mountain	NyaungGone	Nyaung Gone	nɔn	nɔn	n ɔ n		639	20.635025	96.545772		4 7 4	AXN	NUN	13	13.N.C 13.U.V 13.N.c	2.0 1.5 0.8	nɔn	0	993	n ɔ - - - n
187	12_mountain	mountain	NoeLae	Noe Lae	nɔn	nɔn	n ɔ n		639	19.941803	99.044742		4 7 4	AXN	NUN	12	12.N.C 12.U.V 12.N.c	2.0 1.5 0.8	nɔn	0	993	n ɔ - - - n
188	12_mountain	mountain	BanPaw	Ban Paw	nɔn	nɔn	n ɔ n		639	21.311225	99.557550		4 7 4	AXN	NUN	1	1.N.C 1.U.V 1.N.c	2.0 1.5 0.8	nɔn	0	993	n ɔ - - - n
189	12_mountain	mountain	ChaYeQing	Cha Ye Qing	noː	noː	n oː		639	24.305717	98.463661		4 7	AX	NU	2	2.N.C 2.U.V	2.0 1.5	noː	0	993	n oː - - - -
190	12_mountain	mountain	GuangKa	Guang Ka	koŋ	koŋ	k o ŋ	ruma1248	639	24.065714	97.796281		1 7 4	AXN	KUN	4	4.K.C 4.U.V 4.N.c	2.0 1.5 0.8	koŋ	0	993	k o - - - ŋ
191	12_mountain	mountain	MangBang	Mang Bang	nɔː	nɔː	n ɔː	ruma1248	639	24.416392	98.399078		4 7	AX	NU	7	7.N.C 7.U.V	2.0 1.5	nɔː	0	993	n ɔː - - - -
192	12_mountain	mountain	NanSang	Nan Sang	kɔŋ	kɔŋ	k ɔ ŋ	ruma1248	639	24.019728	97.819736		1 7 4	AXN	KUN	11	11.K.C 11.U.V 11.N.c	2.0 1.5 0.8	kɔŋ	0	993	k ɔ - - - ŋ
545	35_mouth	mouth	NamHsan	Namhsan	moːɁ	moːɁ	m oː ʔ		674	22.965064	97.163239		4 7 1	AXN	MUH	10	10.M.C 10.U.V 10.H.c	2.0 1.5 0.8	moːʔ	0	1010	m oː - ʔ
546	35_mouth	mouth	KhunHawt	Khun Hawt	mur̥	mur̥	m u r̥		674	22.965064	97.163239		4 7 5	AXN	MYR	6	6.M.C 6.Y.V 6.R.c	2.0 1.5 0.8	mur̥	0	1010	m u - r̥
547	35_mouth	mouth	HtanHsan	Htan Hsan	mur̥	mur̥	m u r̥		674	22.675133	97.289942		4 7 5	AXN	MYR	5	5.M.C 5.Y.V 5.R.c	2.0 1.5 0.8	mur̥	0	1010	m u - r̥
548	35_mouth	mouth	PangKham	Pangkham	muaɁ	muaɁ	m u a ʔ		674	22.672097	97.161167		4 7 7 1	AXYN	MYAH	14	14.M.C 14.Y.V 14.A.V 14.H.c	2.0 1.5 1.3 0.8	muaʔ	0	1010	m u a ʔ
549	35_mouth	mouth	ManLoi	Man Loi	muaɁ	muaɁ	m u a ʔ		674	22.636019	97.139264		4 7 7 1	AXYN	MYAH	8	8.M.C 8.Y.V 8.A.V 8.H.c	2.0 1.5 1.3 0.8	muaʔ	0	1010	m u a ʔ
550	35_mouth	mouth	MengDan	Meng Dan	mojɁ	mojɁ	m o j ʔ	khan1274	674	24.296522	98.379886		4 7 6 1	AXLN	MUJH	9	9.M.C 9.U.V 9.J.c 9.H.c	2.0 1.5 1.1 0.8	mojʔ	0	1010	m o j ʔ
551	35_mouth	mouth	ChuDongGua	Chu Dong Gua	mojɁ	mojɁ	m o j ʔ		674	24.330889	98.393125		4 7 6 1	AXLN	MUJH	3	3.M.C 3.U.V 3.J.c 3.H.c	2.0 1.5 1.1 0.8	mojʔ	0	1010	m o j ʔ
552	35_mouth	mouth	XiangZhaiTang	Xiang Zhai Tang	mojɁ	mojɁ	m o j ʔ	ruma1248	674	24.323819	98.556639		4 7 6 1	AXLN	MUJH	16	16.M.C 16.U.V 16.J.c 16.H.c	2.0 1.5 1.1 0.8	mojʔ	0	1010	m o j ʔ
553	35_mouth	mouth	PongNuea	Pong Nuea	moːc	moːc	m oː c		674	20.321525	99.866817		4 7 1	AXN	MUC	15	15.M.C 15.U.V 15.C.c	2.0 1.5 0.8	moːc	0	1010	m oː - c
554	35_mouth	mouth	NyaungGone	Nyaung Gone	moc	moc	m o c		674	20.635025	96.545772		4 7 1	AXN	MUC	13	13.M.C 13.U.V 13.C.c	2.0 1.5 0.8	moc	0	1010	m o - c
555	35_mouth	mouth	NoeLae	Noe Lae	moc	moc	m o c		674	19.941803	99.044742		4 7 1	AXN	MUC	12	12.M.C 12.U.V 12.C.c	2.0 1.5 0.8	moc	0	1010	m o - c
556	35_mouth	mouth	BanPaw	Ban Paw	mot	mot	m o t		674	21.311225	99.557550		4 7 1	AXN	MUT	1	1.M.C 1.U.V 1.T.c	2.0 1.5 0.8	mot	0	1010	m o - t
557	35_mouth	mouth	ChaYeQing	Cha Ye Qing	mojʔ	mojʔ	m o j ʔ		674	24.305717	98.463661		4 7 6 1	AXLN	MUJH	2	2.M.C 2.U.V 2.J.c 2.H.c	2.0 1.5 1.1 0.8	mojʔ	0	1010	m o j ʔ
558	35_mouth	mouth	GuangKa	Guang Ka	mojʔ	mojʔ	m o j ʔ	ruma1248	674	24.065714	97.796281		4 7 6 1	AXLN	MUJH	4	4.M.C 4.U.V 4.J.c 4.H.c	2.0 1.5 1.1 0.8	mojʔ	0	1010	m o j ʔ
559	35_mouth	mouth	MangBang	Mang Bang	mojʔ	mojʔ	m o j ʔ	ruma1248	674	24.416392	98.399078		4 7 6 1	AXLN	MUJH	7	7.M.C 7.U.V 7.J.c 7.H.c	2.0 1.5 1.1 0.8	mojʔ	0	1010	m o j ʔ
560	35_mouth	mouth	NanSang	Nan Sang	mojɁ	mojɁ	m o j ʔ	ruma1248	674	24.019728	97.819736		4 7 6 1	AXLN	MUJH	11	11.M.C 11.U.V 11.J.c 11.H.c	2.0 1.5 1.1 0.8	mojʔ	0	1010	m o j ʔ
665	43_nail	nail	NamHsan	Namhsan	rәnim	rәnim	r ə n i m		502	22.965064	97.163239		5 7 4 7 4	AXBYN	RENIM	10	10.R.C 10.E.V 10.N.C 10.I.V 10.M.c	2.0 1.5 1.75 1.3 0.8	rənim	0	1030	r ə n i m - -
666	43_nail	nail	KhunHawt	Khun Hawt	rәnimɗiː	rәnimɗiː	r ə n i m ɗ iː		502	22.965064	97.163239		5 7 4 7 4 1 7	AXBYMBZ	RENIMTI	6	6.R.C 6.E.V 6.N.C 6.I.V 6.M.c 6.T.C 6.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	rənimɗiː	0	1030	r ə n i m ɗ iː
667	43_nail	nail	HtanHsan	Htan Hsan	rәnhim	rәnhim	r ə nh i m		502	22.675133	97.289942		5 7 4 7 4	AXBYN	RENIM	5	5.R.C 5.E.V 5.N.C 5.I.V 5.M.c	2.0 1.5 1.75 1.3 0.8	rənhim	0	1030	r ə nh i m - -
668	43_nail	nail	PangKham	Pangkham	ʔahim	ʔahim	ʔ a h i m		502	22.672097	97.161167		1 7 3 7 4	AXBYN	HAHIM	14	14.H.C 14.A.V 14.H.C 14.I.V 14.M.c	2.0 1.5 1.75 1.3 0.8	ʔahim	0	1028	ʔ a h i m
669	43_nail	nail	ManLoi	Man Loi	ʔahim	ʔahim	ʔ a h i m		502	22.636019	97.139264		1 7 3 7 4	AXBYN	HAHIM	8	8.H.C 8.A.V 8.H.C 8.I.V 8.M.c	2.0 1.5 1.75 1.3 0.8	ʔahim	0	1028	ʔ a h i m
670	43_nail	nail	MengDan	Meng Dan	ʔahim	ʔahim	ʔ a h i m	khan1274	502	24.296522	98.379886		1 7 3 7 4	AXBYN	HAHIM	9	9.H.C 9.A.V 9.H.C 9.I.V 9.M.c	2.0 1.5 1.75 1.3 0.8	ʔahim	0	1028	ʔ a h i m
671	43_nail	nail	ChuDongGua	Chu Dong Gua	ʔahim	ʔahim	ʔ a h i m		502	24.330889	98.393125		1 7 3 7 4	AXBYN	HAHIM	3	3.H.C 3.A.V 3.H.C 3.I.V 3.M.c	2.0 1.5 1.75 1.3 0.8	ʔahim	0	1028	ʔ a h i m
672	43_nail	nail	XiangZhaiTang	Xiang Zhai Tang	ŋhiːm	ŋhiːm	ŋh iː m	ruma1248	502	24.323819	98.556639		4 7 4	AXN	NIM	16	16.N.C 16.I.V 16.M.c	2.0 1.5 0.8	ŋhiːm	0	1030	- - ŋh iː m - -
673	43_nail	nail	PongNuea	Pong Nuea	ŋhiːm	ŋhiːm	ŋh iː m		502	20.321525	99.866817		4 7 4	AXN	NIM	15	15.N.C 15.I.V 15.M.c	2.0 1.5 0.8	ŋhiːm	0	1030	- - ŋh iː m - -
674	43_nail	nail	NyaungGone	Nyaung Gone	ŋ him	ŋ him	ŋ + h i m		502	20.635025	96.545772		4 9 3 7 4	A_AXN	N_HIM	13	13.N.C 13._._ 13.H.C 13.I.V 13.M.c	2.0 0.0 2.0 1.5 0.8	ŋ+him	0	1027 1028	ŋ + h i - - m
675	43_nail	nail	NoeLae	Noe Lae	ŋ him	ŋ him	ŋ + h i m		502	19.941803	99.044742		4 9 3 7 4	A_AXN	N_HIM	12	12.N.C 12._._ 12.H.C 12.I.V 12.M.c	2.0 0.0 2.0 1.5 0.8	ŋ+him	0	1027 1028	ŋ + h i - - m
676	43_nail	nail	BanPaw	Ban Paw	ŋ him	ŋ him	ŋ + h i m		502	21.311225	99.557550		4 9 3 7 4	A_AXN	N_HIM	1	1.N.C 1._._ 1.H.C 1.I.V 1.M.c	2.0 0.0 2.0 1.5 0.8	ŋ+him	0	1027 1028	ŋ + h i - - m
677	43_nail	nail	ChaYeQing	Cha Ye Qing	khiːm	khiːm	kʰ iː m		502	24.305717	98.463661		1 7 4	AXN	KIM	2	2.K.C 2.I.V 2.M.c	2.0 1.5 0.8	kʰiːm	0	1029	kʰ iː m
678	43_nail	nail	GuangKa	Guang Ka	khiːm	khiːm	kʰ iː m	ruma1248	502	24.065714	97.796281		1 7 4	AXN	KIM	4	4.K.C 4.I.V 4.M.c	2.0 1.5 0.8	kʰiːm	0	1029	kʰ iː m
679	43_nail	nail	MangBang	Mang Bang	khiːm	khiːm	kʰ iː m	ruma1248	502	24.416392	98.399078		1 7 4	AXN	KIM	7	7.K.C 7.I.V 7.M.c	2.0 1.5 0.8	kʰiːm	0	1029	kʰ iː m
680	43_nail	nail	NanSang	Nan Sang	kiːm	kiːm	k iː m	ruma1248	502	24.019728	97.819736		1 7 4	AXN	KIM	11	11.K.C 11.I.V 11.M.c	2.0 1.5 0.8	kiːm	0	1029	k iː m
792	51_name	name	NamHsan	Namhsan	ʨɨː	ʨɨː	tɕ ɨː		1405	22.965064	97.163239		2 7	AX	CI	10	10.C.C 10.I.V	2.0 1.5	tɕɨː	0	1047	tɕ ɨː
793	51_name	name	KhunHawt	Khun Hawt	ʥɨː	ʥɨː	dʑ ɨː		1405	22.965064	97.163239		2 7	AX	CI	6	6.C.C 6.I.V	2.0 1.5	dʑɨː	0	1047	dʑ ɨː
794	51_name	name	HtanHsan	Htan Hsan	ʥɨː	ʥɨː	dʑ ɨː		1405	22.675133	97.289942		2 7	AX	CI	5	5.C.C 5.I.V	2.0 1.5	dʑɨː	0	1047	dʑ ɨː
795	51_name	name	PangKham	Pangkham	ʨɨː	ʨɨː	tɕ ɨː		1405	22.672097	97.161167		2 7	AX	CI	14	14.C.C 14.I.V	2.0 1.5	tɕɨː	0	1047	tɕ ɨː
796	51_name	name	ManLoi	Man Loi	ʨɨː	ʨɨː	tɕ ɨː		1405	22.636019	97.139264		2 7	AX	CI	8	8.C.C 8.I.V	2.0 1.5	tɕɨː	0	1047	tɕ ɨː
797	51_name	name	MengDan	Meng Dan	ʨɨː	ʨɨː	tɕ ɨː	khan1274	1405	24.296522	98.379886		2 7	AX	CI	9	9.C.C 9.I.V	2.0 1.5	tɕɨː	0	1047	tɕ ɨː
798	51_name	name	ChuDongGua	Chu Dong Gua	ʨɨː	ʨɨː	tɕ ɨː		1405	24.330889	98.393125		2 7	AX	CI	3	3.C.C 3.I.V	2.0 1.5	tɕɨː	0	1047	tɕ ɨː
799	51_name	name	XiangZhaiTang	Xiang Zhai Tang	ʨɨː	ʨɨː	tɕ ɨː	ruma1248	1405	24.323819	98.556639		2 7	AX	CI	16	16.C.C 16.I.V	2.0 1.5	tɕɨː	0	1047	tɕ ɨː
800	51_name	name	PongNuea	Pong Nuea	ʨɨː	ʨɨː	tɕ ɨː		1405	20.321525	99.866817		2 7	AX	CI	15	15.C.C 15.I.V	2.0 1.5	tɕɨː	0	1047	tɕ ɨː
801	51_name	name	NyaungGone	Nyaung Gone	cɨ	cɨ	c ɨ		1405	20.635025	96.545772		1 7	AX	CI	13	13.C.C 13.I.V	2.0 1.5	cɨ	0	1047	c ɨ
802	51_name	name	NoeLae	Noe Lae	cɨ	cɨ	c ɨ		1405	19.941803	99.044742		1 7	AX	CI	12	12.C.C 12.I.V	2.0 1.5	cɨ	0	1047	c ɨ
803	51_name	name	BanPaw	Ban Paw	cɨ	cɨ	c ɨ		1405	21.311225	99.557550		1 7	AX	CI	1	1.C.C 1.I.V	2.0 1.5	cɨ	0	1047	c ɨ
804	51_name	name	ChaYeQing	Cha Ye Qing	ʥɨː	ʥɨː	dʑ ɨː		1405	24.305717	98.463661		2 7	AX	CI	2	2.C.C 2.I.V	2.0 1.5	dʑɨː	0	1047	dʑ ɨː
805	51_name	name	MangBang	Mang Bang	ʥɨː	ʥɨː	dʑ ɨː	ruma1248	1405	24.416392	98.399078		2 7	AX	CI	7	7.C.C 7.I.V	2.0 1.5	dʑɨː	0	1047	dʑ ɨː
806	51_name	name	NanSang	Nan Sang	ʨɨː	ʨɨː	tɕ ɨː	ruma1248	1405	24.019728	97.819736		2 7	AX	CI	11	11.C.C 11.I.V	2.0 1.5	tɕɨː	0	1047	tɕ ɨː
1395	89_near	near	NamHsan	Namhsan	tadaɁ	tadaɁ	t a d a ʔ		1942	22.965064	97.163239		1 7 1 7 1	AXBYN	TATAH	10	10.T.C 10.A.V 10.T.C 10.A.V 10.H.c	2.0 1.5 1.75 1.3 0.8	tadaʔ	0	1064	t a d a ʔ
1396	89_near	near	KhunHawt	Khun Hawt	dat	dat	d a t		1942	22.965064	97.163239		1 7 1	AXN	TAT	6	6.T.C 6.A.V 6.T.c	2.0 1.5 0.8	dat	0	1064	d a t - -
1397	89_near	near	HtanHsan	Htan Hsan	dat	dat	d a t		1942	22.675133	97.289942		1 7 1	AXN	TAT	5	5.T.C 5.A.V 5.T.c	2.0 1.5 0.8	dat	0	1064	d a t - -
