ID	ALIGNMENT	COGIDS	COGNACY	CONCEPT	CONCEPTICON	DOCULECT	FORM	GLOTTOLOG	LANGUAGE_NAME	LATITUDE	LONGITUDE	PARAMETER_ID	TOKENS	VALUE	NOTE	COGID	MORPHEMES
1366	ʔ a + k a ʔ	1028 1027	None	left side	244	PangKham	ʔakaʔ	None	Pangkham	22.672097	97.161167	87_leftside	ʔ a + k a ʔ	ʔakaʔ			
1367	ʔ a + g a ʔ	1028 1027	None	left side	244	ManLoi	ʔaɡaʔ	None	Man Loi	22.636019	97.139264	87_leftside	ʔ a + g a ʔ	ʔaɡaʔ			
1368	ʔ a + k ɛ ʔ	1028 1027	None	left side	244	MengDan	ʔakɛʔ	khan1274	Meng Dan	24.296522	98.379886	87_leftside	ʔ a + k ɛ ʔ	ʔakɛʔ			
1369	ʔ a + k a ʔ	1028 1027	None	left side	244	ChuDongGua	?aka?	None	Chu Dong Gua	24.330889	98.393125	87_leftside	ʔ a + k a ʔ	?aka?			
1370	n a - + g a ʔ	1026 1027	None	left side	244	XiangZhaiTang	naɡaɁ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	87_leftside	n a + g a ʔ	naɡaɁ			
1371	ʔ a + g a ʔ	1028 1027	None	left side	244	PongNuea	ʔaɡaɁ	None	Pong Nuea	20.321525	99.866817	87_leftside	ʔ a + g a ʔ	ʔaɡaɁ			
1372	ʔ a + g ă ʔ	1028 1027	None	left side	244	NyaungGone	ʔaɡăʔ	None	Nyaung Gone	20.635025	96.545772	87_leftside	ʔ a + g ă ʔ	ʔaɡăʔ			
1373	ʔ a + g ă ʔ	1028 1027	None	left side	244	NoeLae	ɁaɡăɁ	None	Noe Lae	19.941803	99.044742	87_leftside	ʔ a + g ă ʔ	ɁaɡăɁ			
1374	n a - + g ă ʔ	1026 1027	None	left side	244	BanPaw	naɡăɁ	None	Ban Paw	21.311225	99.557550	87_leftside	n a + g ă ʔ	naɡăɁ			side ?
1375	n a - + k a ʔ	1026 1027	None	left side	244	ChaYeQing	nakaʔ	None	Cha Ye Qing	24.305717	98.463661	87_leftside	n a + k a ʔ	nakaʔ			side ?
1376	ʔ a + k a ʔ	1028 1027	None	left side	244	GuangKa	ɁakaɁ	ruma1248	Guang Ka	24.065714	97.796281	87_leftside	ʔ a + k a ʔ	ɁakaɁ			
1377	ʔ a + k a ʔ	1028 1027	None	left side	244	MangBang	ɁakaɁ	ruma1248	Mang Bang	24.416392	98.399078	87_leftside	ʔ a + k a ʔ	ɁakaɁ			
1378	ʔ a + k a ʔ	1028 1027	None	left side	244	NanSang	ɁakaɁ	ruma1248	Nan Sang	24.019728	97.819736	87_leftside	ʔ a + k a ʔ	ɁakaɁ			
1379	s a + ŋ aːi̯	521 522	None	far	1406	NamHsan	saŋaːj	None	Namhsan	22.965064	97.163239	88_far	s a + ŋ aːi̯	saŋaːj			
1380	s a + ŋ aːi̯	1858 418	None	far	1406	KhunHawt	saŋaːj	None	Khun Hawt	22.965064	97.163239	88_far	s a + ŋ aːi̯	saŋaːj			_-:suffix/sa eye
1381	s a + ŋ aːi̯	521 522	None	far	1406	HtanHsan	saŋaːj	None	Htan Hsan	22.675133	97.289942	88_far	s a + ŋ aːi̯	saŋaːj			_-:suffix/sa ?
1382	d o ŋ	520	None	far	1406	PangKham	doŋ	None	Pangkham	22.672097	97.161167	88_far	d o ŋ	doŋ			
1383	t o ŋ	520	None	far	1406	ManLoi	toŋ	None	Man Loi	22.636019	97.139264	88_far	t o ŋ	toŋ			
1384	d o ŋ	520	None	far	1406	MengDan	doŋ	khan1274	Meng Dan	24.296522	98.379886	88_far	d o ŋ	doŋ			
1385	d o ŋ	1093	None	far	1406	ChuDongGua	doŋ	None	Chu Dong Gua	24.330889	98.393125	88_far	d o ŋ	doŋ			long
1386	t o ŋ	520	None	far	1406	XiangZhaiTang	toŋ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	88_far	t o ŋ	toŋ			
1387	t o ŋ	520	None	far	1406	PongNuea	toŋ	None	Pong Nuea	20.321525	99.866817	88_far	t o ŋ	toŋ			
1388	n - - + t o k	522 520	None	far	1406	NyaungGone	n tok	None	Nyaung Gone	20.635025	96.545772	88_far	n + t o k	n tok			
1389	t o ŋ	520	None	far	1406	NoeLae	toŋ	None	Noe Lae	19.941803	99.044742	88_far	t o ŋ	toŋ			
1390	t o ŋ	1093	None	far	1406	BanPaw	toŋ	None	Ban Paw	21.311225	99.557550	88_far	t o ŋ	toŋ			long
1391	d o ŋ	1093	None	far	1406	ChaYeQing	doŋ	None	Cha Ye Qing	24.305717	98.463661	88_far	d o ŋ	doŋ			long
1392	d o ŋ	1093	None	far	1406	GuangKa	doŋ	ruma1248	Guang Ka	24.065714	97.796281	88_far	d o ŋ	doŋ			long
1393	d o ŋ	520	None	far	1406	MangBang	doŋ	ruma1248	Mang Bang	24.416392	98.399078	88_far	d o ŋ	doŋ			
1394	d o ŋ	520	None	far	1406	NanSang	doŋ	ruma1248	Nan Sang	24.019728	97.819736	88_far	d o ŋ	doŋ			
1395	t a - + d a ʔ	1266 1269	None	near	1942	NamHsan	tadaɁ	None	Namhsan	22.965064	97.163239	89_near	t a + d a ʔ	tadaɁ			
1396	d a t	1266	None	near	1942	KhunHawt	dat	None	Khun Hawt	22.965064	97.163239	89_near	d a t	dat			
1397	d a t	1266	None	near	1942	HtanHsan	dat	None	Htan Hsan	22.675133	97.289942	89_near	d a t	dat			
1398	ʔ a + dʱ a t	1270 1266	None	near	1942	PangKham	Ɂad̤at	None	Pangkham	22.672097	97.161167	89_near	ʔ a + dʱ a t	Ɂad̤at			
1399	t a ʔ	1266	None	near	1942	ManLoi	taɁ	None	Man Loi	22.636019	97.139264	89_near	t a ʔ	taɁ			
1400	Ø/ə n + d a t	1265 1266	None	near	1942	MengDan	ndat	khan1274	Meng Dan	24.296522	98.379886	89_near	Ø/ə n + d a t	ndat			
1401	d a t	1266	None	near	1942	ChuDongGua	dat	None	Chu Dong Gua	24.330889	98.393125	89_near	d a t	dat			
1402	Ø/ə m + t a t	1271 1266	None	near	1942	XiangZhaiTang	mtat	ruma1248	Xiang Zhai Tang	24.323819	98.556639	89_near	Ø/ə m + t a t	mtat			
1403	kʰ r i/j a ʔ	1264	None	near	1942	PongNuea	khriaɁ	None	Pong Nuea	20.321525	99.866817	89_near	kʰ r i/j a ʔ	khriaɁ			
1404	kʰ r i/j a ʔ	1264	None	near	1942	NyaungGone	khriaʔ	None	Nyaung Gone	20.635025	96.545772	89_near	kʰ r i/j a ʔ	khriaʔ			
1405	kʰ r i/j a ʔ	1264	None	near	1942	NoeLae	khriaɁ	None	Noe Lae	19.941803	99.044742	89_near	kʰ r i/j a ʔ	khriaɁ			
1406	kʰ r i/j a ʔ	1264	None	near	1942	BanPaw	khriaɁ	None	Ban Paw	21.311225	99.557550	89_near	kʰ r i/j a ʔ	khriaɁ	complex syllable		
1407	Ø/ə n + d ɔ ʔ	1265 1266	None	near	1942	ChaYeQing	ndɔʔ	None	Cha Ye Qing	24.305717	98.463661	89_near	Ø/ə n + d ɔ ʔ	ndɔʔ			_-:prefix/n ?
1408	t ə - + tɕ ɔ m	1266 1267	None	near	1942	GuangKa	təʨɔm	ruma1248	Guang Ka	24.065714	97.796281	89_near	t ə + tɕ ɔ m	təʨɔm			
1409	k a + tɕ a m	1268 1267	None	near	1942	MangBang	kaʨam	ruma1248	Mang Bang	24.416392	98.399078	89_near	k a + tɕ a m	kaʨam			
1410	k a + tɕ a m	1268 1267	None	near	1942	NanSang	kaʨam	ruma1248	Nan Sang	24.019728	97.819736	89_near	k a + tɕ a m	kaʨam			
1411	h a + ʔ ɨː	1924 1927	None	this	1214	NamHsan	haɁɨː	None	Namhsan	22.965064	97.163239	90_this	h a + ʔ ɨː	haɁɨː			
1412	ʔ a + n i n	1924 1923	None	this	1214	KhunHawt	Ɂanin	None	Khun Hawt	22.965064	97.163239	90_this	ʔ a + n i n	Ɂanin			
1413	ʔ a + n i n	1924 1923	None	this	1214	HtanHsan	Ɂanin	None	Htan Hsan	22.675133	97.289942	90_this	ʔ a + n i n	Ɂanin			
1414	n iː -	1923	None	this	1214	PangKham	niː	None	Pangkham	22.672097	97.161167	90_this	n iː	niː			
1415	n a ŋ + ʔ ɨː	1923 1924	None	this	1214	ManLoi	naŋɁɨː	None	Man Loi	22.636019	97.139264	90_this	n a ŋ + ʔ ɨː	naŋɁɨː			
1416	ɗ u + ʔ ɯː	1926 1924	None	this	1214	MengDan	ɗuʔɯː	khan1274	Meng Dan	24.296522	98.379886	90_this	ɗ u + ʔ ɯː	ɗuʔɯː			
1417	h a + ʔ ɨ	1924 1925	None	this	1214	ChuDongGua	ha?ɨ	None	Chu Dong Gua	24.330889	98.393125	90_this	h a + ʔ ɨ	ha?ɨ			
1418	ʔ a + n iː -	1924 1923	None	this	1214	XiangZhaiTang	Ɂaniː	ruma1248	Xiang Zhai Tang	24.323819	98.556639	90_this	ʔ a + n iː	Ɂaniː			
1419	n ɨi̯	1923	None	this	1214	PongNuea	nɨj	None	Pong Nuea	20.321525	99.866817	90_this	n ɨi̯	nɨj			
1420	n i -	1923	None	this	1214	NyaungGone	ni	None	Nyaung Gone	20.635025	96.545772	90_this	n i	ni			
1421	n i -	1923	None	this	1214	NoeLae	ni	None	Noe Lae	19.941803	99.044742	90_this	n i	ni			
1422	n ɨi̯	1923	None	this	1214	BanPaw	nɨj	None	Ban Paw	21.311225	99.557550	90_this	n ɨi̯	nɨj			
1423	ʔ a + n i n	1924 1923	None	this	1214	ChaYeQing	ʔanin	None	Cha Ye Qing	24.305717	98.463661	90_this	ʔ a + n i n	ʔanin			this ?
1424	n iː -	1923	None	this	1214	GuangKa	niː	ruma1248	Guang Ka	24.065714	97.796281	90_this	n iː	niː			
1425	ʔ a + n iː -	1924 1923	None	this	1214	MangBang	Ɂaniː	ruma1248	Mang Bang	24.416392	98.399078	90_this	ʔ a + n iː	Ɂaniː			
1426	ʔ a + n i -	1924 1923	None	this	1214	NanSang	Ɂani	ruma1248	Nan Sang	24.019728	97.819736	90_this	ʔ a + n i	Ɂani			
1427	dʑ ə m	106	None	black	163	NamHsan	ʥәm	None	Namhsan	22.965064	97.163239	91_black	dʑ ə m	ʥәm			
1428	dʑ ə m	106	None	black	163	KhunHawt	ʥәm	None	Khun Hawt	22.965064	97.163239	91_black	dʑ ə m	ʥәm			
1429	dʑ ə m	106	None	black	163	HtanHsan	ʥәm	None	Htan Hsan	22.675133	97.289942	91_black	dʑ ə m	ʥәm			
1430	v a ŋ	105	None	black	163	PangKham	vaŋ	None	Pangkham	22.672097	97.161167	91_black	v a ŋ	vaŋ			
1431	v a ŋ	105	None	black	163	ManLoi	vaŋ	None	Man Loi	22.636019	97.139264	91_black	v a ŋ	vaŋ			
1432	v a ŋ	105	None	black	163	MengDan	vaŋ	khan1274	Meng Dan	24.296522	98.379886	91_black	v a ŋ	vaŋ			
1433	v a ŋ	105	None	black	163	ChuDongGua	vaŋ	None	Chu Dong Gua	24.330889	98.393125	91_black	v a ŋ	vaŋ			
1434	v ɔ ŋ	105	None	black	163	XiangZhaiTang	vɔŋ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	91_black	v ɔ ŋ	vɔŋ			
1435	v ɔ ŋ	105	None	black	163	PongNuea	vɔŋ	None	Pong Nuea	20.321525	99.866817	91_black	v ɔ ŋ	vɔŋ			
1436	v ɔ k	105	None	black	163	NyaungGone	vɔk	None	Nyaung Gone	20.635025	96.545772	91_black	v ɔ k	vɔk			
1437	v ɔ ŋ	105	None	black	163	NoeLae	vɔŋ	None	Noe Lae	19.941803	99.044742	91_black	v ɔ ŋ	vɔŋ			
1438	v ɔ ŋ	105	None	black	163	BanPaw	vɔŋ	None	Ban Paw	21.311225	99.557550	91_black	v ɔ ŋ	vɔŋ			
1439	v a ŋ	105	None	black	163	ChaYeQing	vaŋ	None	Cha Ye Qing	24.305717	98.463661	91_black	v a ŋ	vaŋ			
1440	v ɔ ŋ	105	None	black	163	GuangKa	vɔŋ	ruma1248	Guang Ka	24.065714	97.796281	91_black	v ɔ ŋ	vɔŋ			
1441	v ɔ ŋ	105	None	black	163	MangBang	vɔŋ	ruma1248	Mang Bang	24.416392	98.399078	91_black	v ɔ ŋ	vɔŋ			
1442	ʔ i + v ɔ ŋ	107 105	None	black	163	NanSang	Ɂivɔŋ	ruma1248	Nan Sang	24.019728	97.819736	91_black	ʔ i + v ɔ ŋ	Ɂivɔŋ			
1443	b l ɔ ʔ	2112	None	white	1335	NamHsan	blɔɁ	None	Namhsan	22.965064	97.163239	92_white	b l ɔ ʔ	blɔɁ			
1444	b l ɔː ʔ	2112	None	white	1335	KhunHawt	blɔːɁ	None	Khun Hawt	22.965064	97.163239	92_white	b l ɔː ʔ	blɔːɁ			
1445	p l ɔ ʔ	2112	None	white	1335	HtanHsan	plɔʔ	None	Htan Hsan	22.675133	97.289942	92_white	p l ɔ ʔ	plɔʔ			
1446	l uːi̯	2111	None	white	1335	PangKham	luːj	None	Pangkham	22.672097	97.161167	92_white	l uːi̯	luːj			
1447	l uːi̯	2111	None	white	1335	ManLoi	luːj	None	Man Loi	22.636019	97.139264	92_white	l uːi̯	luːj			
1448	p l ɔ ʔ	2112	None	white	1335	MengDan	plɔʔ	khan1274	Meng Dan	24.296522	98.379886	92_white	p l ɔ ʔ	plɔʔ			
1449	b l ɔ ʔ	2112	None	white	1335	ChuDongGua	blɔʔ	None	Chu Dong Gua	24.330889	98.393125	92_white	b l ɔ ʔ	blɔʔ			
1450	l uːi̯	2111	None	white	1335	XiangZhaiTang	luːj	ruma1248	Xiang Zhai Tang	24.323819	98.556639	92_white	l uːi̯	luːj			
1451	l uːi̯	2111	None	white	1335	PongNuea	luːj	None	Pong Nuea	20.321525	99.866817	92_white	l uːi̯	luːj			
1452	l ui̯	2111	None	white	1335	NyaungGone	luj	None	Nyaung Gone	20.635025	96.545772	92_white	l ui̯	luj			
1453	l ui̯	2111	None	white	1335	NoeLae	luj	None	Noe Lae	19.941803	99.044742	92_white	l ui̯	luj			
1454	l ui̯	2111	None	white	1335	BanPaw	luj	None	Ban Paw	21.311225	99.557550	92_white	l ui̯	luj			
1455	l ɨi̯ h	2111	None	white	1335	ChaYeQing	lɨjh	None	Cha Ye Qing	24.305717	98.463661	92_white	l ɨi̯ h	lɨjh			
1456	l ui̯	2111	None	white	1335	GuangKa	luj	ruma1248	Guang Ka	24.065714	97.796281	92_white	l ui̯	luj			
1457	l uːi̯	2111	None	white	1335	MangBang	luːj	ruma1248	Mang Bang	24.416392	98.399078	92_white	l uːi̯	luːj			
1458	ʔ i + l ui̯	2113 2111	None	white	1335	NanSang	Ɂiluj	ruma1248	Nan Sang	24.019728	97.819736	92_white	ʔ i + l ui̯	Ɂiluj, luj			
1459	k ə n + m ɛː -	1289 1290	None	new	1231	NamHsan	kәnmɛː	None	Namhsan	22.965064	97.163239	93_new	k ə n + m ɛː	kәnmɛː			
1460	k a r + m ei̯	1289 1290	None	new	1231	KhunHawt	karmej	None	Khun Hawt	22.965064	97.163239	93_new	k a r + m ei̯	karmej			
1461	k ə n + m ei̯	1289 1290	None	new	1231	HtanHsan	kәnmej	None	Htan Hsan	22.675133	97.289942	93_new	k ə n + m ei̯	kәnmej			
1462	k a + m aːi̯	1289 1290	None	new	1231	PangKham	kamaːj	None	Pangkham	22.672097	97.161167	93_new	k a + m aːi̯	kamaːj			
1463	k a + m aːi̯	1289 1290	None	new	1231	ManLoi	kamaːj	None	Man Loi	22.636019	97.139264	93_new	k a + m aːi̯	kamaːj			
1464	k a + m ai̯	1289 1290	None	new	1231	MengDan	kamaj	khan1274	Meng Dan	24.296522	98.379886	93_new	k a + m ai̯	kamaj			
1465	k a + m ai̯	1062 1290	None	new	1231	ChuDongGua	kamaj	None	Chu Dong Gua	24.330889	98.393125	93_new	k a + m ai̯	kamaj			_-:suffix/ka ?
1466	k a + m aːi̯	1289 1290	None	new	1231	XiangZhaiTang	kamaːj	ruma1248	Xiang Zhai Tang	24.323819	98.556639	93_new	k a + m aːi̯	kamaːj			
1467	k a + m aːi̯	1289 1290	None	new	1231	PongNuea	kamaːj	None	Pong Nuea	20.321525	99.866817	93_new	k a + m aːi̯	kamaːj			
1468	k a + m ai̯	1289 1290	None	new	1231	NyaungGone	kamaj	None	Nyaung Gone	20.635025	96.545772	93_new	k a + m ai̯	kamaj			
1469	k a + m ai̯	1289 1290	None	new	1231	NoeLae	kamaj	None	Noe Lae	19.941803	99.044742	93_new	k a + m ai̯	kamaj			
1470	k a + m ai̯	1062 1290	None	new	1231	BanPaw	kamaj	None	Ban Paw	21.311225	99.557550	93_new	k a + m ai̯	kamaj			_-prefix/ka ?
1471	l ə + m ai̯	1291 1290	None	new	1231	ChaYeQing	ləmaj	None	Cha Ye Qing	24.305717	98.463661	93_new	l ə + m ai̯	ləmaj			
1472	t a + m aːi̯	1292 1290	None	new	1231	GuangKa	tamaːj	ruma1248	Guang Ka	24.065714	97.796281	93_new	t a + m aːi̯	tamaːj			
1473	t a + m aːi̯	1292 1290	None	new	1231	MangBang	tamaːj	ruma1248	Mang Bang	24.416392	98.399078	93_new	t a + m aːi̯	tamaːj			
1474	t a + m aːi̯	1292 1290	None	new	1231	NanSang	tamaːj	ruma1248	Nan Sang	24.019728	97.819736	93_new	t a + m aːi̯	tamaːj			
1475	k o n + tɕʰ aː	1391 1393	None	old-aged	2112	NamHsan	konʨhaː	None	Namhsan	22.965064	97.163239	94_oldaged	k o n + tɕʰ aː	konʨhaː			
1476	p a + ʔ aː n	1392 1391	None	old-aged	2112	KhunHawt	paɁaːn	None	Khun Hawt	22.965064	97.163239	94_oldaged	p a + ʔ aː n	paɁaːn			
1477	p ə + ʔ aː n	1392 1391	None	old-aged	2112	HtanHsan	pәɁaːn	None	Htan Hsan	22.675133	97.289942	94_oldaged	p ə + ʔ aː n	pәɁaːn			
1478	k a t	1391	None	old-aged	2112	PangKham	kat	None	Pangkham	22.672097	97.161167	94_oldaged	k a t	kat			
1479	k a ʔ	1391	None	old-aged	2112	ManLoi	kaɁ	None	Man Loi	22.636019	97.139264	94_oldaged	k a ʔ	kaɁ			
1480	k ɛ t	1391	None	old-aged	2112	MengDan	kɛt	khan1274	Meng Dan	24.296522	98.379886	94_oldaged	k ɛ t	kɛt			
1481	g a t	1391	None	old-aged	2112	ChuDongGua	ɡat	None	Chu Dong Gua	24.330889	98.393125	94_oldaged	g a t	ɡat			
1482	k a t	1391	None	old-aged	2112	XiangZhaiTang	kat	ruma1248	Xiang Zhai Tang	24.323819	98.556639	94_oldaged	k a t	kat			
1483	k a t	1391	None	old-aged	2112	PongNuea	kat	None	Pong Nuea	20.321525	99.866817	94_oldaged	k a t	kat			
1484	k ă t	1391	None	old-aged	2112	NyaungGone	kăt	None	Nyaung Gone	20.635025	96.545772	94_oldaged	k ă t	kăt			
1485	k ă t	1391	None	old-aged	2112	NoeLae	kăt	None	Noe Lae	19.941803	99.044742	94_oldaged	k ă t	kăt			
1486	k ă t	1391	None	old-aged	2112	BanPaw	kăt	None	Ban Paw	21.311225	99.557550	94_oldaged	k ă t	kăt			
1487	g ɔ ʔ	1391	None	old-aged	2112	ChaYeQing	ɡɔʔ	None	Cha Ye Qing	24.305717	98.463661	94_oldaged	g ɔ ʔ	ɡɔʔ			
1488	g ɔː ʔ	1391	None	old-aged	2112	GuangKa	ɡɔːʔ	ruma1248	Guang Ka	24.065714	97.796281	94_oldaged	g ɔː ʔ	ɡɔːʔ			
1489	g ɔː ʔ	1391	None	old-aged	2112	MangBang	ɡɔːʔ	ruma1248	Mang Bang	24.416392	98.399078	94_oldaged	g ɔː ʔ	ɡɔːʔ			
1490	g ɔ ʔ	1391	None	old-aged	2112	NanSang	ɡɔɁ	ruma1248	Nan Sang	24.019728	97.819736	94_oldaged	g ɔ ʔ	ɡɔɁ			
1491	k - a t	269	None	cold	1287	NamHsan	kat	None	Namhsan	22.965064	97.163239	95_cold	k a t	kat			
1492	k - a t	269	None	cold	1287	KhunHawt	kat	None	Khun Hawt	22.965064	97.163239	95_cold	k a t	kat			
1493	k - a t	269	None	cold	1287	HtanHsan	kat	None	Htan Hsan	22.675133	97.289942	95_cold	k a t	kat			
1494	g i/j a ʔ	269	None	cold	1287	PangKham	ɡiaɁ	None	Pangkham	22.672097	97.161167	95_cold	g i/j a ʔ	ɡiaɁ			
1495	g - a ʔ	269	None	cold	1287	ManLoi	ɡaɁ	None	Man Loi	22.636019	97.139264	95_cold	g a ʔ	ɡaɁ			
1496	g - a t	269	None	cold	1287	MengDan	ɡat	khan1274	Meng Dan	24.296522	98.379886	95_cold	g a t	ɡat			
1497	k - a t	269	None	cold	1287	ChuDongGua	kat	None	Chu Dong Gua	24.330889	98.393125	95_cold	k a t	kat			
1498	g - a t	269	None	cold	1287	XiangZhaiTang	ɡat	ruma1248	Xiang Zhai Tang	24.323819	98.556639	95_cold	g a t	ɡat			
1499	g - a t	269	None	cold	1287	PongNuea	ɡat	None	Pong Nuea	20.321525	99.866817	95_cold	g a t	ɡat			
1500	g - ă t	269	None	cold	1287	NyaungGone	ɡăt	None	Nyaung Gone	20.635025	96.545772	95_cold	g ă t	ɡăt			
1501	g - ă t	269	None	cold	1287	NoeLae	ɡăt	None	Noe Lae	19.941803	99.044742	95_cold	g ă t	ɡăt			
1502	g - ă t	269	None	cold	1287	BanPaw	ɡăt	None	Ban Paw	21.311225	99.557550	95_cold	g ă t	ɡăt			
1503	k - o k	269	None	cold	1287	ChaYeQing	kok	None	Cha Ye Qing	24.305717	98.463661	95_cold	k o k	kok			
1504	k - ɔː ʔ	269	None	cold	1287	GuangKa	kɔːɁ	ruma1248	Guang Ka	24.065714	97.796281	95_cold	k ɔː ʔ	kɔːɁ			
1505	k - ɔː ʔ	269	None	cold	1287	MangBang	kɔːɁ	ruma1248	Mang Bang	24.416392	98.399078	95_cold	k ɔː ʔ	kɔːɁ			
1506	k - ɔː ʔ	269	None	cold	1287	NanSang	kɔːɁ	ruma1248	Nan Sang	24.019728	97.819736	95_cold	k ɔː ʔ	kɔːɁ			
1507	dʑ a n	855	None	heavy	1210	NamHsan	ʥan	None	Namhsan	22.965064	97.163239	96_heavy	dʑ a n	ʥan			
1508	dʑ a n	855	None	heavy	1210	KhunHawt	ʥan	None	Khun Hawt	22.965064	97.163239	96_heavy	dʑ a n	ʥan			
1509	dʑ a n	855	None	heavy	1210	HtanHsan	ʥan	None	Htan Hsan	22.675133	97.289942	96_heavy	dʑ a n	ʥan			
1510	tɕ a n	855	None	heavy	1210	PangKham	ʨan	None	Pangkham	22.672097	97.161167	96_heavy	tɕ a n	ʨan			
1511	tɕ ɔ n	855	None	heavy	1210	ManLoi	ʨɔn	None	Man Loi	22.636019	97.139264	96_heavy	tɕ ɔ n	ʨɔn			
1512	tɕ a n	855	None	heavy	1210	MengDan	ʨan	khan1274	Meng Dan	24.296522	98.379886	96_heavy	tɕ a n	ʨan			
1513	dʑ ɔː n	855	None	heavy	1210	ChuDongGua	ʥɔːn	None	Chu Dong Gua	24.330889	98.393125	96_heavy	dʑ ɔː n	ʥɔːn			
1514	tɕ a n	855	None	heavy	1210	XiangZhaiTang	ʨan	ruma1248	Xiang Zhai Tang	24.323819	98.556639	96_heavy	tɕ a n	ʨan			
1515	tɕ a n	855	None	heavy	1210	PongNuea	ʨan	None	Pong Nuea	20.321525	99.866817	96_heavy	tɕ a n	ʨan			
1516	c ă n	855	None	heavy	1210	NyaungGone	căn	None	Nyaung Gone	20.635025	96.545772	96_heavy	c ă n	căn			
1517	c ă n	855	None	heavy	1210	NoeLae	căn	None	Noe Lae	19.941803	99.044742	96_heavy	c ă n	căn			
1518	c a n	855	None	heavy	1210	BanPaw	can	None	Ban Paw	21.311225	99.557550	96_heavy	c a n	can			
1519	dʑ ɔː n	855	None	heavy	1210	ChaYeQing	ʥɔːn	None	Cha Ye Qing	24.305717	98.463661	96_heavy	dʑ ɔː n	ʥɔːn			*heavy
1520	dʑ ɔ n	855	None	heavy	1210	GuangKa	ʥɔn	ruma1248	Guang Ka	24.065714	97.796281	96_heavy	dʑ ɔ n	ʥɔn			
1521	dʑ ɔː n	855	None	heavy	1210	MangBang	ʥɔːn	ruma1248	Mang Bang	24.416392	98.399078	96_heavy	dʑ ɔː n	ʥɔːn			
1522	dʑ a n	855	None	heavy	1210	NanSang	ʥan	ruma1248	Nan Sang	24.019728	97.819736	96_heavy	dʑ a n	ʥan			
1523	ʔ a + s e + m i + m ə h	2129 2130 2 2131	None	who?	1235	NamHsan	ʔase mimәh	None	Namhsan	22.965064	97.163239	97_who	ʔ a + s e + m i + m ə h	ʔase mimәh			
1524	s i - + ʔ a n + m ɔ h	2130 2129 2077	None	who?	1235	KhunHawt	siɁan mɔh	None	Khun Hawt	22.965064	97.163239	97_who	s i + ʔ a n + m ɔ h	siɁan mɔh			 ? what
1525	s i + m i + m ɔ h	2130 2 2131	None	who?	1235	HtanHsan	simimɔh	None	Htan Hsan	22.675133	97.289942	97_who	s i + m i + m ɔ h	simimɔh			
1526	ʔ a - + s eː -	2129 2130	None	who?	1235	PangKham	Ɂaseː	None	Pangkham	22.672097	97.161167	97_who	ʔ a + s eː	Ɂaseː			
1527	ʔ a - + s ei̯ -	2129 2130	None	who?	1235	ManLoi	Ɂasej	None	Man Loi	22.636019	97.139264	97_who	ʔ a + s ei̯	Ɂasej			
1528	ʔ i - + s iː -	2129 2130	None	who?	1235	MengDan	ʔi siː	khan1274	Meng Dan	24.296522	98.379886	97_who	ʔ i + s iː	ʔi siː			
1529	s iː n + m u h	2078 2077	None	who?	1235	ChuDongGua	siːn muh	None	Chu Dong Gua	24.330889	98.393125	97_who	s iː n + m u h	siːn muh			what what
1530	ʔ a - + s ei̯ -	2129 2130	None	who?	1235	XiangZhaiTang	Ɂasej	ruma1248	Xiang Zhai Tang	24.323819	98.556639	97_who	ʔ a + s ei̯	Ɂasej			
1531	ʔ a - + s ei̯ -	2129 2130	None	who?	1235	PongNuea	ʔasej	None	Pong Nuea	20.321525	99.866817	97_who	ʔ a + s ei̯	ʔasej			
1532	ʔ a - + s e -	2129 2130	None	who?	1235	NyaungGone	ʔase	None	Nyaung Gone	20.635025	96.545772	97_who	ʔ a + s e	ʔase			
1533	ʔ a - + s e -	2129 2130	None	who?	1235	NoeLae	Ɂase	None	Noe Lae	19.941803	99.044742	97_who	ʔ a + s e	Ɂase			
1534	ʔ a - + s e -	2129 2130	None	who?	1235	BanPaw	Ɂase	None	Ban Paw	21.311225	99.557550	97_who	ʔ a + s e	Ɂase			 ?
1535	ʔ a - + s i -	1924 2130	None	who?	1235	ChaYeQing	ʔasi	None	Cha Ye Qing	24.305717	98.463661	97_who	ʔ a + s i	ʔasi			this ?
1536	s iː -	2130	None	who?	1235	GuangKa	siː	ruma1248	Guang Ka	24.065714	97.796281	97_who	s iː	siː			
1537	s i - + - - d ə h	2130 3	None	who?	1235	MangBang	si dəh	ruma1248	Mang Bang	24.416392	98.399078	97_who	s i + d ə h	si dəh			
1538	tɕʰ i - + m̥ əː -	2130 2131	None	who?	1235	NanSang	ʨhim̥əː	ruma1248	Nan Sang	24.019728	97.819736	97_who	tɕʰ i + m̥ əː	ʨhim̥əː			
1539	s i n + - - m ə - + h a + ʔ ɨː	2078 2077 2079 2080	None	what?	1236	NamHsan	sinmә haɁɨː	None	Namhsan	22.965064	97.163239	98_what	s i n + m ə + h a + ʔ ɨː	sinmә haɁɨː			
1540	s i - + - - m ɔ h	2078 2077	None	what?	1236	KhunHawt	simɔh	None	Khun Hawt	22.965064	97.163239	98_what	s i + m ɔ h	simɔh			 what
