No.,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       9.             ,water,ʔoːm,1.0,ʔoːm,1.0,ʔoːm,1.0,ʔoːm,1.0,ʔoːm,1.0,ʔuːm,1.0,ʔuːm,1.0,Ɂɨm,1.0,ʔɨm,1.0,ʔɨm,1.0,ʔɨm,1.0,Ɂɨm,1.0,ʔɛm,1.0,ʔɛm,1.0,Ɂəm,1.0,Ɂəm,1.0
      10.           ,"earth, soil",kәɗɛː,1.0,kәndɛj,2.0,kaɗej,2.0,kaɗaːj,2.0,kaɗaːj,2.0,kədaj,2.0,kaɗaːj,2.0,kadɛːj,2.0,kadaːj,2.0,kadaj,2.0,kadaj,2.0,kadaj,2.0,kadaːj,2.0,kataːj,2.0,kataːj,2.0,kataːj,2.0
      11.           ,stone ,moː,1.0,moːw,2.0,moːw,2.0,maːw,2.0,maːw,2.0,mɛːw,2.0,maːw,2.0,maːw,2.0,maːw,2.0,maw,2.0,maw,2.0,maw,2.0,maːw,2.0,maːw,2.0,maːw,2.0,maːw,2.0
      12.           ,mountain,sur,1.0,sor,1.0,sur̥,1.0,ŋɔːt,2.0,ŋauɁ,2.0,sul ,2.0,kədiaŋ,3.0,nɔn,2.0,nɔːn,2.0,nɔn,2.0,nɔn,2.0,nɔn,2.0,noː,4.0,koŋ,5.0,nɔː,4.0,kɔŋ,5.0
      13.           ,tree,ɗɨŋ heː,1.0,ɗәŋ hej,1.0,ɗɨŋ hej,1.0,hej,1.0,daŋ heː,1.0,hi,2.0,hi,2.0,daŋhej,1.0,hej,1.0,he,2.0,he,2.0,he,2.0,hɔːj,3.0,taŋhɔːj,3.0,taŋhɔːj,3.0,taŋhɔj,3.0
      14.           ,root,riah,1.0,riah,1.0,riah hej,1.0,riah,1.0,riah hej,1.0,riah hiː,1.0,riahhi,1.0,riahhej,1.0,riah,1.0,riah,1.0,riah,1.0,riah,1.0,ɣəhhɔj,2.0,ʐəh hɔːj,2.0,ɣəh,2.0,rəhhɔj,2.0
      15.           ,leaf,l̥a:,1.0,l̥aː heːj,1.0,l̥aː,1.0,l̥aː,1.0,l̥ɛː,1.0,l̥ɛː hi,1.0,l̥aː hiː,1.0,l̥aː,1.0,l̥ɛa,1.0,l̥a,1.0,l̥a,1.0,l̥a,1.0,l̥aː,1.0,l̥aː hɔːj,1.0,l̥aː hɔːj,1.0,l̥aː,1.0
      16.           ,flower,ɓoh,1.0,ɓoh,1.0,ɓoh,1.0,boh,1.0,ɓoh,1.0,ɓoh,1.0,ɓoh,1.0,boh,1.0,bouh,1.0,bouh,1.0,bouh,1.0,bouh,1.0,box,1.0,poh,1.0,poh,1.0,poh,1.0
      17.           ,fruit,ɓleː,1.0,plej,2.0,ɓlej,2.0,bleː,1.0,blej,2.0,bliː,1.0,ɓliː,1.0,blej,2.0,blej,2.0,ble,1.0,ble,1.0,ble,1.0,ɓlɔːj,3.0,plɔːj,3.0,plɔːj,3.0,plɔːj,3.0
      18.           ,grass,kәrbaːn,1.0,kәrbaːn,1.0,brej,2.0,praj,2.0,praj,2.0,praj,2.0,ɓrai,2.0,pət,3.0,pət,3.0,pə̆t,3.0,pə̆t,3.0,pə̆t,3.0,bjai,2.0,bat,3.0,bət,3.0,bat,3.0
      19.           ,salty,ʨɛːm,1.0,saŋ ,2.0,sɔɁ saŋ,2.0,jɛːm,1.0,sɛɁ saŋ,2.0,saŋ,2.0,ʨeːm,1.0,sɛɁsɔŋ,2.0,sɔŋ,2.0,sɔk,2 or 3,sɔŋ,2.0,sɔŋ,2.0,ʨeːm,1.0,ʨɛːm,1.0,ʨeːm,1.0,sɔŋ,2.0
      20.           ,dog,ɁaɁoɁ,1.0,ɁaɁoɁ,1.0,ɁaɁoɁ,1.0,ɁaɁoɁ,1.0,ɁaɁoɁ,1.0,ʔaʔuʔ ,1.0,ʔaʔoʔ,1.0,sow,2.0,masow,2.0,maso,2.0,maso,2.0,maso,2.0,maʔoʔ,1.0,saw,2.0,saw,2.0,sow,2.0
      21.           ,bite,ɡaɁ,1.0,ɡaɁ,1.0,ɡaɁ,1.0,ɡak,1.0,kak,1.0,kiaʔ,1.0,ɡa?,1.0,kɔɁ,1.0,kauɁ,1.0,kauʔ,1.0,kauɁ,1.0,kauɁ,1.0,ɡak,1.0,ɡak,1.0,ɡɔk,1.0,kɔk,1.0
      22.           ,horn ,nuŋ kraɁ,1.0,nәŋ,1.0,nuk,1.0,nɨŋ,1.0,nuŋ,1.0,nuŋ,1.0,nuŋ,1.0,nɨŋ,1.0,nɨŋ,1.0,nɨk,1.0,nɨŋ,1.0,nɨŋ,1.0,nɨŋ,1.0,nɨŋ,1.0,nɨŋ,1.0,nɨŋ,1.0
      23.           ,tail,saɗaː,1.0,saɗaː,1.0,saɗaː,1.0,saɗaː,1.0,saɗɛː,1.0,kəɗɛː,1.0,sadaː,1.0,sədaː,1.0,sadɛa,1.0,sada,1.0,sada,1.0,sada,1.0,khaɗaː,1.0,sataː,1.0,sataː,1.0,sataː,1.0
      24.           ,bird,sim,1.0,sim,1.0,sim,1.0,sim,1.0,sim,1.0,sim,1.0,sim,1.0,siːm,1.0,masiːm,1.0,masim,1.0,masim,1.0,masim,1.0,siːm,1.0,siːm,1.0,siːm,1.0,siːm,1.0
      25.           ,fly ,pәr,1.0,bәr,1.0,ɓәr,1.0,min,2.0,bәr,1.0,phruː,3.0,phruː,3.0,bən,1.0,bən,1.0,bə̆n,1.0,bə̆n,1.0,bə̆n,1.0,ɓaj,1.0,pɨːh,4.0,pɨː,4.0,pɨː,4.0
      26.           ,egg,kadam ɓeɁ,1.0,kaɗam,1.0,kaɗam,1.0,ɡlaw,2.0,klaw khaj,2.0,ɡlɛːw,2.0,ɡraːw ʔiar,2.0,pəːn,3.0,pəan,3.0,pən ʔian,3.0,pən Ɂian,3.0,pən Ɂian,3.0,bəːn,3.0,bəːn,3.0,bəːn,3.0,bəːn,3.0
      27.           ,fish,kaː ,1.0,kaː,1.0,kaː,1.0,ɡaː,1.0,ɡɛː,1.0,kɛː,1.0,kaː,1.0,ɡaː,1.0,maɡɛa,1.0,maɡa,1.0,maɡa,1.0,maɡa,1.0,kaː,1.0,kaː,1.0,kaː,1.0,kaː,1.0
      28.           ,snake,haɲ,1.0,heɲ,1.0,heɲ,1.0,haɲ,1.0,han,1.0,hɔn,1.0,hɔɲ,1.0,haɲ,1.0,mahaɲ,1.0,han,1.0,mahaɲ,1.0,mahăɲ,1.0,han,1.0,han,1.0,han,1.0,han,1.0
      29.           ,louse ,siː,1.0,siː,1.0,sej,2.0,saj,2.0,saj,2.0,kəbran,3.0,saːj,2.0,masɛː,1.0,masɛː,1.0,masɛ,1.0,masɛ,1.0,masɛ,1.0,masaj,2.0,saj,2.0,saj,2.0,saiɁ,2.0
      30.           ,head,kiŋ,1.0,keɲ,1.0,kiɲ,1.0,ɡiɲ,1.0,ɡiŋ,1.0,kiŋ,1.0,ɡiŋ,1.0,ɡiɲ,1.0,ɡiɲ,1.0,ɡɨn,1.0,ɡiɲ,1.0,ɡɨɲ,1.0,ken,1.0,ken,1.0,kən,1.0,kən,1.0
      31.           ,hair,huɁkiŋ,1.0,houɁ keɲ,1.0,houɁ kiɲ,1.0,hɨk ɡiɲ,1.0,huk ɡiŋ,1.0,huʔ kiŋ,1.0,huʔ kiŋ,1.0,huːj,1 or 2,hɨk ɡiɲ,1.0,hɨk ɡɨn,1.0,hɨk ɡiɲ,1.0,hɨk ɡɨɲ,1.0,hɨk ken,1.0,hɨk ken,1.0,hɨkkən,1.0,hɨkkən,1.0
      32.           ,eye,ŋaːj,1.0,ŋaːj,1.0,ŋaːj,1.0,bleː ŋaːj,1.0,bleː ŋaːj,1.0,ŋaːj,1.0,ŋaːj,1.0,ŋaːj,1.0,ŋaːj,1.0,ŋaj,1.0,ŋaj,1.0,ŋaj,1.0,ŋaːj,1.0,ŋaːj,1.0,ŋaːj,1.0,ŋaːj,1.0
      33.           ,nose,kɔŋmuh,1.0,kɔŋmur̥,2.0,kɔŋmuh,1.0,ɡɔŋmuh,1.0,ɡɔŋmuh,1.0,ʔamujh,1.0,mujh,1.0,ɡuŋmuh,1.0,ɡuŋmuh,1.0,ɡumuh,1.0,ɡoŋmuh,1.0,ɡuŋmuh,1.0,kadoŋmuh,1.0,kaduŋ muh,1.0,kadɔŋ muh,1.0,kaduŋmuh,1.0
      34.           ,ear ,lajʨhɔːɁ,1.0,ralaŋ,2.0,lalaŋ,2.0,j̊ok,1.0,lɛːj̊ok,1.0,j̊ok,1.0,j̊o?,1.0,j̊auɁ,1.0,jaj̊auɁ,1.0,j̊ouʔ,1.0,Ɂaj̊ouʔ,1.0,Ɂaj̊ouɁ,1.0,ʨhok,1.0,ʨhok,1.0,laʨhok,1.0,ʨhok,1.0
      35.           ,mouth,moːɁ,1.0,mur̥,2.0,mur̥,2.0,muaɁ,1.0,muaɁ,1.0,mojɁ,1.0,mojɁ,1.0,mojɁ,1.0,moːc,1.0,moc,1.0,moc,1.0,mot,1.0,mojʔ,1.0,mojʔ,1.0,mojʔ,1.0,mojɁ,1.0
      36.           ,tongue,kәrɗaɁ,1.0,kәrɗaɁ,1.0,kәrɗaɁ,1.0,kaɗaɁ,1.0,kaɗaɁ,1.0,kədɛʔ,1.0,kaɗaʔ,1.0,sɨdaʔ,1.0,sadaɁ,1.0,sadăʔ,1.0,sadăɁ,1.0,sɨdăʔ,1.0,khadaʔ,1.0,sataɁ,1.0,sətaːɁ,1.0,sataɁ,1.0
      37.           ,tooth,r̥aːŋ,1.0,r̥aːŋ,1.0,r̥aːŋ ,1.0,r̥aːŋ,1.0,r̥aːŋ,1.0,r̥ɛːŋ,1.0,ʂaːŋ,1.0,r̥aːŋ,1.0,r̥aːŋ,1.0,r̥ak,1.0,r̥aŋ,1.0,r̥aŋ,1.0,xaːŋ,1.0,ᶊaːŋ,1.0,xaːŋ,1.0,xaːŋ,1.0
      38.           ,abdomen,vɛɁ,1.0,vac,1.0,vaic,1.0,waɁ,1.0,vaiɁ,1.0,veʔ,1.0,vɛʔ,1.0,vac,1.0,vaic,1.0,văt,1.0,văc,1.0,văt,1.0,vat,1.0,vat,1.0,vat,1.0,vat,1.0
      39.           ,heart,ble phәːm,1.0,blej phә:m,1.0,blej phәːm,1.0,bleː phәːm,1.0,bleː phәːm,1.0,bli nɔjh,2.0,nɔːj,2.0,blejnɔx,2.0,berɔː,3.0,-----,*,baraw,3.0,mahujə,4.0,blɔːjnɔh,2.0,poŋ kənɔh,2.0,kənɔh,2.0,poŋkanɔh,2.0
      40.           ,liver,kәrɗɔːm,1.0,kaɗoːm,1.0,"kaɗoːm, ɗap",1.0,kaɗɔːm,1.0,khaɗɔːm,1.0,kəɗɔːm,1.0,kaɗɔːm,1.0,kadoːm,1.0,kadoːm,1.0,kadom,1.0,kadom,1.0,kadom,1.0,kadoːm,1.0,katɔːm,1.0,katɔːm,1.0,-----,*
      41.           ,intestines ,-----,*,-----,*,-----,*,-----,*,-----,*,rɔːn ʔiar,1.0,rɔːn,1.0,vac,2.0,ɲɔŋ vaic,2.0,ɲɔŋ vat,2.0,ɲɔŋ vac,2.0,ɲɔŋ văt,2.0,khəɣan,3.0,-----,*,sɔnvat,2.0,sɔnvat,2.0
      42.           ,hand,ɗiː,1.0,ɗi:,1.0,ɗiː,1.0,ɗaj,2.0,ɗaj,2.0,ɗaj,2.0,ɗaj,2.0,dɛː,1.0,dɛː,1.0,dɛ,1.0,dɛ,1.0,dɛ,1.0,ɗaj,2.0,taj,2.0,taj,2.0,taiɁ,2.0
      43.           ,nail,rәnim,1.0,rәnimɗiː,1.0,rәnhim,1.0,ʔahim,2.0,ʔahim,2.0,ʔahim,2.0,ʔahim,2.0,ŋhiːm,2.0,ŋhiːm,2.0,ŋ him,2.0,ŋ him,2.0,ŋ him,2.0,khiːm,3.0,khiːm,3.0,khiːm,3.0,kiːm,3.0
      44.           ,foot,ʥәŋ,1.0,ʥәːŋ,1.0,ʥәːŋ,1.0,ʨeŋ,1.0,ʨeːŋ,1.0,ʨəŋ,1.0,ʥəŋ,1.0,ʨeːn,1.0,ceɲ,1.0,plɔ,2.0,ceɲ,1.0,ceɲ,1.0,ʥɔːn,1.0,ʥɔːn,1.0,ʥɔːn,1.0,ʥɔːn,1.0
      45.           ,bone,kaɁaːŋ,1.0,kanɁaːŋ,1.0,kәnɁaːŋ,1.0,kaɁaːŋ,1.0,kaɁaːŋ,1.0,kaʔɛːŋ,1.0,kaɁaːŋ,1.0,kaɁaːŋ,1.0,kaɁaːŋ,1.0,kaʔak,1.0,kaɁaŋ,1.0,kaɁaŋ,1.0,kaʔaːŋ,1.0,kaɁaːŋ,1.0,kaɁaːŋ,1.0,kaɁaːŋ,1.0
      46.           ,fat ,priaŋ,1.0,priaŋ,1.0,priaŋ,1.0,briaŋ,1.0,briaŋ,1.0,priaŋ,1.0,priaŋ,1.0,briaŋ,1.0,briaŋ,1.0,briak,1.0,briaŋ,1.0,briaŋ,1.0,bjoŋ,2.0,pjoŋ,2.0,pjoŋ,2.0,pjoŋ,2.0
      47.           ,skin,hur,1.0,hur,1.0,huːr,1.0,huːn,1.0,hur,1.0,hur,1.0,hur,1.0,huːn,1.0,huːn,1.0,hun,1.0,hun,1.0,hun,1.0,huː,2.0,huː,2.0,huː,2.0,huː,2.0
      48.           ,blood,n̥aːm,1.0,n̥aːm,1.0,n̥aːm,1.0,n̥a:m,1.0,n̥aːm,1.0,n̥ɛːm,1.0,n̥aːm,1.0,n̥aːm,1.0,n̥aːm,1.0,n̥am,1.0,n̥am,1.0,n̥am,1.0,n̥aːm,1.0,n̥aːm,1.0,n̥aːm,1.0,n̥aːm,1.0
      49.           ,"person, human",biː,1.0,ɓi:,1.0,ɓi,1.0,duʔiː,1.0,ɗuʔiː,1.0,duʔiː,1.0,duʔiː,1.0,naɁuj,2.0,duvɨj,3.0,"ʔi, duʔi",1.0,duɁi,1.0,duɁɨj,2.0,duʔuj,2.0,taɁiː,1.0,taɁiː,1.0,taɁiː,1.0
      50.           ,child,kuan,1.0,-----,*,kuan ,1.0,ɡɔːn,1.0,ɡɔːn,1.0,kɔnɲɔm,1.0,kɔːn,1.0,ɡɔːn,1.0,ɡɔːn,1.0,ɡɔn,1.0,ɡɔn,1.0,ɡɔn,1.0,koːn,1.0,kɔːn,1.0,kɔːn,1.0,kɔːn,1.0
      51.           ,name,ʨɨː,1.0,ʥɨː,1.0,ʥɨː,1.0,ʨɨː,1.0,ʨɨː,1.0,ʨɨː,1.0,ʨɨː,1.0,ʨɨː,1.0,ʨɨː,1.0,cɨ,1.0,cɨ,1.0,cɨ,1.0,ʥɨː,1.0,-----,*,ʥɨː,1.0,ʨɨː,1.0
      52.           ,"road, path",radeːŋ,1.0,rade:ŋ,1.0,d̤eːŋ,1.0,nteːŋ,1.0,nteːŋ,1.0,-----,*,deŋ daːŋ,1.0,nteːn,1.0,nteːɲ,1.0,n ten,1.0,n teɲ,1.0,n teɲ,1.0,ndɔːn,2.0,ndɔːn,2.0,ndɔːn,2.0,n dɔn,2.0
      53.           ,sew ,ʥɨŋ,1.0,ʥeɲ,1.0,ʥiɲ,1.0,ʨiŋ,1.0,ʨin,1.0,ʨiŋ,1.0,ʥiŋ,1.0,ʨiɲ,1.0,ʨiɲ,1.0,cin,1.0,ciɲ,1.0,cin,1.0,ʥen,1.0,kaʥən,1.0,ʥən,1.0,ʥən,1.0
      54.           ,fire,ŋar,1.0,ŋar,1.0,ŋal,1.0,ŋɔː,2.0,ŋɔː,2.0,ŋal,1.0,ŋɔr,1.0,ŋɔː,2.0,ŋɔː,2.0,ŋɔ,2.0,ŋɔ,2.0,ŋɔ,2.0,ŋaj,1.0,ŋaj,1.0,ŋaj,1.0,ŋaiɁ,1.0
      55.           ,ashes,kafaːŋ,1.0,kafaːŋ,1.0,kafaːŋ,1.0,kafaːŋ,1.0,kafaːŋ,1.0,kəfɛːŋ,1.0,kafaːŋ,1.0,kafaːŋ,1.0,brɔŋɔː,2.0,brɔ ŋɔ,2.0,brɔ ŋɔ,2.0,brɔ ŋɔ,2.0,kafaːŋ,1.0,kafaːŋ,1.0,kafaːŋ,1.0,kafaːŋ ,1.0
      56.           ,smoke,ɗɨʔŋar,1.0,ɗәk,1.0,ɗәkŋal,1.0,ɗɔk ŋɔː,1.0,ɗak,1.0,ɗɔʔ,1.0,ɗɔːk,1.0,dak,1.0,dak,1.0,dăk,1.0,dăk,1.0,dăk,1.0,ɗak,1.0,tak,1.0,tak,1.0,tak,1.0
      57.           ,smell,khriɁ,1.0,kruət ,1.0,khrɨʔ,1.0,khrɔːt,1.0,khrit ,1.0,ʔujh,2.0,ʔujh,2.0,Ɂuh,2.0,ɲ̥ɔːɁ,3.0,ɲ̥ɔʔ,3.0,ɲ̥ɔɁ,3.0,ɲ̥ɔɁ,3.0,ʔuh,2.0,ɲɔjɁ,3.0,ɲɔːj?,3.0,ɲɔjɁ,3.0
      58.           ,see,ŋәːp,1.0,ʥәː,2.0,jəː,2.0,ʥәɯ,2.0,ʥәː,2.0,ʥɨː,2.0,jɨː,2.0,jəɯ,2.0,jəɯ,2.0,jə,2.0,jə,2.0,jə,2.0,ʥeːw,2.0,jew,2.0,jew,2.0,jew,2.0
      59.           ,eat,hɔːm,1.0,hɔːm,1.0,hɔm,1.0,hɔːm,1.0,hɔːm,1.0,hɔːm,1.0,hoːm,1.0,hoːm,1.0,hoːm,1.0,hom,1.0,hom,1.0,hom,1.0,hoːm,1.0,hoːm,1.0,hom,1.0,hoːm,1.0
      60.           ,drink,ɗiaŋ,1.0,tiaŋ,1.0,ɗiaŋ,1.0,ɗiaŋ,1.0,ɗiaŋ,1.0,diaŋ,1.0,diaŋ,1.0,diaŋ,1.0,diaŋ,1.0,diak,1.0,diaŋ,1.0,diaŋ,1.0,ʨoŋ,2.0,ʨoŋ,2.0,ʨoŋ,2.0,ʨoŋ,2.0
      61.           ,spit ,bɛɁ,1.0,baic,1.0,baic,1.0,paɁ,1.0,paiɁ ɓaiɁ,1.0,peʔ,1.0,bɛ?,1.0,pec ,1.0,paic,1.0,păt,1.0,păc,1.0,păt,1.0,bat,1.0,bat,1.0,bat,1.0,bat,1.0
      62.           ,breathe ,khriɁ phә:m,1.0,kanhɔh phә:m,1.0,kәnɁɔh phәːm,1.0,thuj phәːm,1.0,phәːm leh,1.0,phəːm,1.0,həh phəːm,1.0,hək phəːm,1.0,hək phəːm,1.0,phəm,1.0,hə̆k phəm,1.0,hə̆k phəm,1.0,doh pheːm,1.0,toh phɛːm,1.0,toh phəːm,1.0,tohphəːm,1.0
      63.           ,laugh,jum,1.0,ʥum,1.0,ʥum,1.0,kanɲah,2.0,kaɲah,2.0,kaŋiah,2.0,kəɲajh,2.0,kaɲah,2.0,kaɲah,2.0,kaɲăh,2.0,kaɲăh,2.0,kaɲăh,2.0,kəɲah,2.0,kəɲah,2.0,kəɲah,2.0,kaɲah,2.0
      64.           ,know,nap,1.0,nap,1.0,nap,1.0,nap,1.0,naɁ,1.0,nap,1.0,nap,1.0,nap,1.0,nap,1.0,năp,1.0,năp,1.0,năp,1.0,nɔʔ,2.0,nɔːʔ,2.0,nɔːʔ,2.0,naː,2.0
      65.           ,fear,ʥɔː,1.0,jow,1.0,ʥoː,1.0,ʥoː,1.0,ʥɔː,1.0,ʥoː,1.0,joː,1.0,-----,*,jow,1.0,kacua,2.0,kacua,2.0,jo,1.0,ʥaw,1.0,jaw,1.0,jaw,1.0,jaw,1.0
      66.           ,sleep,ɁiɁ,1.0,Ɂiːt,1.0,ɁiɁ,1.0,Ɂiːt,1.0,Ɂit,1.0,ʔit,1.0,ʔit,1.0,ʔiʔ,1.0,ʔiːʔ,1.0,ʔiʔ,1.0,ɁiɁ,1.0,ʔit,1.0,ɁiɁ,1.0,ɁiɁ,1.0,ɁiɁ,1.0,ɁiɁ,1.0
      67.           ,scratch,graːɁ,1.0,kraːjɁ,1.0,kraːjɁ,1.0,kriah,1.0,kriaɁ,1.0,boʔ,2.0,boʔ,2.0,bouɁ,2.0,bouɁ,2.0,bouʔ,2.0,bouɁ,2.0,bouɁ,2.0,ɓok,2.0,pok,2.0,pok,2.0,kabaːn,3.0
      68.           ,die,jam,1.0,jam,1.0,jam,1.0,jam,1.0,jaːm,1.0,ʥam,1.0,jam,1.0,jam,1.0,jam,1.0,jăm,1.0,jăm,1.0,jăm,1.0,ʥɔːm,1.0,ʥɔːm,1.0,jɔm,1.0,jɔm,1.0
      69.           ,sit,mɔɁ,1.0,moɁ ,1.0,mɔɁ,1.0,mɔŋ,2.0,mɔŋ,2.0,ŋoːj,3.0,ŋoːj,3.0,kɔj,4.0,tuic,5.0,tuc,5.0,tuc,5.0,tut,5.0,Ɂak,6.0,Ɂɔk,6.0,Ɂɔk,6.0,Ɂak,6.0
      70.           ,stand,ʥәŋ,1.0,ʥaŋ,1.0,ʥaŋ,1.0,ʨaŋ,1.0,ʨaŋ,1.0,ʨaŋ,1.0,ʥaŋ,1.0,ʨɔŋ,1.0,ʨɔŋ,1.0,cɔk,1.0,cɔŋ,1.0,cɔŋ,1.0,ʥaŋ,1.0,ʥɔŋ,1.0,ʥɔŋ,1.0,ʥɔŋ,1.0
      71.           ,"fall, to drop",ʥɔh,1.0,ʥoh,1.0,ʥɔh ,1.0,ʨoh,1.0,ʨɔh,1.0,ʨɔh,1.0,ʥɔh,1.0,-----,*,ʨouh,1.0,couh,1.0,coh,1.0,couh,1.0,ʥɔh,1.0,ʥoh,1.0,ʥoh,1.0,ʥoh,1.0
      72.           ,give,dɛh,1.0,daih,1.0,daih,1.0,deh,1.0,tɛh,1.0,deh,1.0,dɛh,1.0,tajh,1.0,taih,1.0,taih,1.0,taih,1.0,taih,1.0,dɛh,1.0,dɛh,1.0,dɛh,1.0,dɛh,1.0
      73.           ,rub hard with both hands ,sakuaɁ,1.0,dudit,2.0,thutheiɁ,3.0,sabɔt,4.0,saɓɔɁ,4.0,thuʔɗaj,2.0,səɓɔːt ɗaj,4.0,saboɁ,4.0,sabɔːɁ,4.0,sabɔʔ,4.0,sabɔ,4.0,sabɔɁ,4.0,səboɁ,4.0,thuthik ,3.0,thuthiː,3.0,thuthiː,3.0
      74.           ,cut,ɡәp,1.0,ɡәp,1.0,ɡәp,1.0,kap,1.0,kap,1.0,kiap,1.0,kap,1.0,kəp,1.0,kəp,1.0,kăp,1.0,kə̆p,1.0,kakə̆p,1.0,kep,1.0,kjap,1.0,kiap,1.0,kiap,1.0
      75.           ,dig ,kәhɓɨŋ,1.0,kәːŋ ,2.0,kәːŋ,2.0,ɡəh,2.0,ɡəh,2.0,loʔ,3.0,loʔ,3.0,ɡəx,2.0,ɡəh,2.0,ɡə̆h,2.0,ɡə̆h,2.0,ɡə̆h,2.0,khut,4.0,lok,3.0,lok,3.0,kəh,2.0
      76.           ,burn ,ɡuɁ,1.0,ɡuːt,1.0,ɡuːɁ,1.0,ɗɔk,2.0,ɗok,2.0,ɗoʔ,2.0,ɗoʔ,2.0,douɁ,2.0,douɁ,2.0,douʔ,2.0,douɁ,2.0,douɁ,2.0,ɗok,2.0,tok,2.0,tok,2.0,tok,2.0
      77.           ,hunt,biam ,1.0,koh priː,2.0,luaŋbrej,3.0,kuh praj,2.0,khrɔh praj,2.0,lip riŋ,3.0,klɔː brai,2.0,lɨpprɛː,4.0,ŋauh,5.0,lɛ khɛ prɛ,6.0,lɛ prɛ,6.0,ba prɛ,6.0,ləp bjaj,4.0,pai toː,7.0,lɛː,8.0,jɨtoː,9.0
      78.           ,kill,biam,1.0,piam,1.0,ɓiam,1.0,ŋɔh,2.0,ŋah,2.0,ŋah,2.0,ŋah,2.0,ŋɔh,2.0,ŋauh,2.0,ŋauh,2.0,ŋauh,2.0,ŋauh,2.0,ŋɔh,2.0,ŋai?,3.0,ŋaj,3.0,ŋai,3.0
      79.           ,one,Ɂur,1.0,Ɂuː,2.0,Ɂu:,2.0,Ɂuː,2.0,Ɂuː,2.0,luʔ,2.0,Ɂuː,2.0,"Ɂuː, l̥ejh",2 or 3,lәih,3.0,"ʔu, l̥eih",2.0,"Ɂu, l̥eih",2.0,"Ɂu, l̥eih",2.0,ʔuː,2.0,Ɂuː,2.0,Ɂuː,2.0,Ɂuː,2.0
